lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment
bar	fic_1837_8325.txt-663-43	nf_1857_753133.txt-433-14	--  Revenge  may  draw  a  subsidy  from  pain,  Wringing  stern  usury  from  woman's  woe,  And  infancy's  distress;  but  is  it  well  For  souls  that  hasten  to  a  dread  account  Of  motive  and  of  deed  at  Heaven's  high  bar,  To  break  their  Saviour's  law?	My  impression  is,  that  in  point  of  skill  and  professional  ability  the  Minnesota  bar  is  a  little  above  the  average  of  territorial  bars.	199:202	[199,  202]	80:83	[80,  83]	
bar	fic_1963_23799.txt-145-1	fic_2000_52518.txt-317-5	The  bar  was  very  dark  and  cool,  and  my  parents  would  have  Tom  Collinses  while  I  drank  ginger  ale.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	4:7	[4,  7]	21:24	[21,  24]	
bar	news_1973_731109.txt-17-5	mag_1854_555965.txt-99-21	And  until  today,  the  bar  association  had  not  suggested  which  option	Before  a  legal  tribunal,  the  want  of  conclusive  testimony  of  guilt  justifies  an  assumption  of  innocence;  but  at  the  bar  of  public  opinion,  a  man  who  fails  to  repel  suspicion  and  reproach  virtually  indorses  the  correctness  of  the  popular  verdict.	21:24	[21,  24]	116:119	[116,  119]	
bar	mag_1996_426302.txt-31-32	fic_2007_33962.txt-183-13	In  1984,  three  years  after  dropping  out  of  Indiana  Bible  College,  where  she  earned  her  high  school  equivalency  diploma,  she  married  a  truck  driver  she  had  met  in  a  bar.	You're  washing  your  hands  before  you're  getting  anything  from  the  snack  bar!   "	164:167	[164,  167]	72:75	[72,  75]	
bar	fic_1963_23799.txt-145-1	nf_1857_753133.txt-433-14	The  bar  was  very  dark  and  cool,  and  my  parents  would  have  Tom  Collinses  while  I  drank  ginger  ale.	My  impression  is,  that  in  point  of  skill  and  professional  ability  the  Minnesota  bar  is  a  little  above  the  average  of  territorial  bars.	4:7	[4,  7]	80:83	[80,  83]	
bar	fic_1849_7333.txt-947-13	mag_2007_390968.txt-43-4	For  a  long  time,  Mr.  Wirt's  chief  opponent  at  the  Baltimore  bar,  was  Mr.  Taney,  the  present  Chief  Justice  of  the  United  States.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	60:63	[60,  63]	26:29	[-1,  2]	
bar	mag_1977_490785.txt-157-11	mag_1825_553676.txt-2-14	I  was  tipped  off  two  days  ago  that  I  passed  the  bar.	Edited  by  THOMAS  SERGEANT  and  JOHN  C.  LOWBER,  Esqrs,  of  the  Philadelphia  Bar.	48:51	[48,  51]	73:76	[-1,  2]	
bar	fic_2000_38436.txt-821-29	fic_2002_47139.txt-175-11	Looking  across  the  water,  above  the  levee,  toward  the  little  town,  Jolie-Gray  can  not  see  the  pink  light  of  the  neon-script  sign  on  Dubois  Aucoin's  bar,  though  it  is  early  enough  that  the  neon  is  still  lit.	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	148:151	[148,  151]	59:62	[59,  62]	
bar	fic_2002_47139.txt-175-11	fic_1840_7256.txt-3046-1	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	The  bar  had  buried  itself  two  inches  in  my  neck.	59:62	[59,  62]	4:7	[4,  7]	
bar	mag_2009_406395.txt-29-42	mag_1854_555974.txt-331-28	Rather  than  insisting  on  a  packed  lunch,  find  out  what  he  and  his  friends  like  to  do,  and  work  with  that:  He  might  like  to  buy  a  cheeseburger  and  a  milk  in  the  cafeteria,  and  bring  a  granola  bar  and  an  apple  from  home.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	191:194	[191,  194]	128:132	[128,  131]	
bar	fic_1844_7081.txt-1707-4	nf_1846_748061.txt-1284-3	He  noiselessty  crossed  the  bars  and  entered  a  little  path  that  led  through  a  grove  to  the  door.	One  of  the  bars  of  the  prison-  window  had  become  detached,  so  that  it  could  be  removed  without  any  difficulty,  allowing  any  one  of  moderate  dimensions  to  get  through  the  aperture.	27:31	[27,  30]	11:15	[11,  14]	
bar	fic_1859_9192.txt-7101-1	nf_1969_774314.txt-1846-17	The  bars  and  bolts  are  just  as  I  left  them,   "  said  Bim,   "  black  and  rusty.	Usually  the  bell  is  mounted  on  a  movable  bar  with  an  elbow  that  pivots  in  an  overhead  bar.	4:8	[4,  7]	86:89	[41,  44]	
bar	mag_1860_556997.txt-31-47	fic_1987_780057.txt-1105-25	Having  determined  to  apply  himself  to  the  mysteries  of  Coke  and  Blackstone,  he  commenced  his  legal  studies  in  the  office  of  William  Lewis,  of  whom  a  graphic  portrait  was  presented  by  Mr.  Horace  Binney,  in  his  reminiscences  of   "  The  Leaders  of  the  Old  Bar  of  Philadelphia,   "  a  work  reviewed  in  our  pages  for  January  of  this  year.	had  been  a  tall,  proud  man  named  Alfroid;  I  remembered  him  with  some  affection,  since  he  could  tie  loose  knots  in  iron  bars,  and  had  drunk  me  under  the  table  one  evening  --  no,  an  evening  and  a  morning  and  part  of  an  afternoon.	251:254	[-1,  2]	119:123	[119,  122]	
bar	news_2003_603945.txt-25-2	fic_2000_13995.txt-480-6	Raising  the  bar  Twenty  years  after  Louisiana  Tech's  record,  UConn  appears  poised  to  set  a  tough  standard.   "	MATT  MICKELSON  Was  he  in  the  bar  Tuesday  night?	12:15	[12,  15]	29:32	[29,  32]	
bar	fic_1963_23799.txt-145-1	fic_1987_780057.txt-1105-25	The  bar  was  very  dark  and  cool,  and  my  parents  would  have  Tom  Collinses  while  I  drank  ginger  ale.	had  been  a  tall,  proud  man  named  Alfroid;  I  remembered  him  with  some  affection,  since  he  could  tie  loose  knots  in  iron  bars,  and  had  drunk  me  under  the  table  one  evening  --  no,  an  evening  and  a  morning  and  part  of  an  afternoon.	4:7	[4,  7]	119:123	[119,  122]	
bar	mag_1851_525821.txt-154-28	news_2006_629441.txt-53-23	Crossing  the  Takhoma  branch,  here  thirty  yards  wide,  we  kept  up  the  main  river,  crossing  and  recrossing  the  stream  frequently,  and  toiling  over  rocky  bars  for  four  miles,  a  distance  which  consumed  five  hours,  owing  to  the  difficulties  of  the  way.	But  he  and  his  wife  occasionally  spend  time  alone  over  a  plate  of  fresh,  inventive  sushi  at  Sakana  Japanese  Grill  &;  Sushi  Bar.   "	150:154	[150,  153]	123:126	[-1,  2]	
bar	mag_2002_421274.txt-153-12	fic_1993_25016.txt-1330-5	Most  states  now  issue  driver's  licenses  that  include  a  credit  card-like  bar  code  on  the  back  that  can  be  linked  to  a  DMV  database.   "	She  gave  out  Three  Musketeers  bars  at  our  class  Halloween  party.	72:75	[72,  75]	30:34	[30,  33]	
bar	news_1997_632266.txt-80-10	fic_2000_52518.txt-317-5	Champagne,  hors  d'oeuvres,  a  five-course  dinner,  open  bar,  live  entertainment  (Michael  Lerich  &;  His  Orchestra)  and  dancing,  champagne  and  balloon  drop  are  on  tap.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	54:57	[54,  57]	21:24	[21,  24]	
bar	news_2003_603945.txt-25-2	fic_2002_47139.txt-175-11	Raising  the  bar  Twenty  years  after  Louisiana  Tech's  record,  UConn  appears  poised  to  set  a  tough  standard.   "	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	12:15	[12,  15]	59:62	[59,  62]	
bar	fic_1970_782004.txt-928-31	news_2006_629441.txt-53-23	The  future  was  here,  thought  |  The  Nightman  as  his  eyes,  lidded  and  heavy,  moved  past  the  closed  door  of  the  poolroom  toilet  and  settled  on  the  iron  bars  covering  the  back  window.   "	But  he  and  his  wife  occasionally  spend  time  alone  over  a  plate  of  fresh,  inventive  sushi  at  Sakana  Japanese  Grill  &;  Sushi  Bar.   "	149:153	[149,  152]	123:126	[-1,  2]	
bar	mag_1843_565272.txt-372-29	fic_1824_7022.txt-122-23	At  last,  on  Monday  the  3d  of  January,  1642,  the  first  business  day  of  that  year,  the  king  sent  a  sergeant  at  arms  to  the  bar  of  the  house,  to  demand  of  the  speaker  five  of  the  most  distinguished  members	Du  Quesne,  with  whom  we  must  at  present  continue,  repaired  to  New-York,  where,  upon  his  being  admitted  to  the  bar,  as  in  due  time  he  was,  his  mysterious  supply  of  money  was  withheld,  and  he  was  left  without  relatives  or  connexions,  to  make  the  usual  slow  and  uncertain  progress  in  the  business  of  his  profession.	121:124	[121,  124]	110:113	[110,  113]	
bar	nf_1834_747938.txt-891-22	mag_1977_490789.txt-112-14	These  were  composed  of  a  box  9,  feet  long,  and  about  the  same  width  and  depth,  formed  by  light  bars,  with  stronger  bars  at  the  corners.	Between  1913  and  1931,  for  instance,  well-meaning  but  misguided  caretakers  embedded  iron  bars  in  some  of  the  fragile  ruins;  the  bars  have  rusted,  and  the  oxidation  has  caused  expansion  and  cracked  the  surrounding  marble.	95:99	[95,  98]	89:93	[89,  92]	
bar	fic_1982_13389.txt-1305-4	mag_1854_555974.txt-331-28	You  sit  in  the  bar  all  ready  to  tell  your  best  stories  and  you  forget  half  of  them.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	15:18	[15,  18]	128:132	[128,  131]	
bar	nf_1841_747644.txt-1703-81	news_2006_629441.txt-53-23	This  shrewd  argument  not  being  thought  convincing,  the  secretary  continued  to  read,  that  '  the  execution  of  the  sentence,  instead  of  an  act  of  justice,  would  appear  to  all  the  world,  and  particularly  to  their  allies,  the  American  States,  as  an  act  of  vengeance,  and  that  if  he  were  sufficiently  master  of  the  French  language,  he  would,  in  the  name  of  his  brethren  of  America,  present  a  petition  at  their  bar  against  the  execution  of	But  he  and  his  wife  occasionally  spend  time  alone  over  a  plate  of  fresh,  inventive  sushi  at  Sakana  Japanese  Grill  &;  Sushi  Bar.   "	404:407	[404,  407]	123:126	[-1,  2]	
bar	fic_1856_2470.txt-4333-27	mag_1854_555965.txt-99-21	After  alluding  to  the  gratitude  his  hearers  ought  to  feel  at  not  being  thus  hurried,  like  poor  Sill,  without  time  for  preparation,  before  the  bar  of  Judgment,  who,  however,  he  hoped	Before  a  legal  tribunal,  the  want  of  conclusive  testimony  of  guilt  justifies  an  assumption  of  innocence;  but  at  the  bar  of  public  opinion,  a  man  who  fails  to  repel  suspicion  and  reproach  virtually  indorses  the  correctness  of  the  popular  verdict.	142:145	[142,  145]	116:119	[116,  119]	
bar	fic_1843_7074.txt-2687-54	mag_1854_555965.txt-99-21	The  animals  manifestly  enjoyed  the  affair;  hens  of  maternal  character  clucked  mid  late  broods,  and  some  wallowed  in  dust;  geese  hissed;  ducks  quacked;  and  dogs,  in  all  quarters,  ran,  barked,  and  wagged  their  very  tails  for  gladness;  while  shaggy  horses  peeped  in  wonder  over  bars,  or  hung  tenderly  about  the  barn  and  corn  cribs.	Before  a  legal  tribunal,  the  want  of  conclusive  testimony  of  guilt  justifies  an  assumption  of  innocence;  but  at  the  bar  of  public  opinion,  a  man  who  fails  to  repel  suspicion  and  reproach  virtually  indorses  the  correctness  of  the  popular  verdict.	275:279	[183,  186]	116:119	[116,  119]	
bar	fic_1970_782002.txt-1125-14	fic_2002_47139.txt-175-11	Murchison  sat  alone,  signing  the  bill,  and  the  street  door  of  the  bar  was  just  then  closing,  perhaps  even  with  Bernard's  departure.	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	66:69	[66,  69]	59:62	[59,  62]	
bar	mag_1821_553342.txt-352-17	fic_1820_7562.txt-1590-3	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	Before  the  awful  bar,  th  '  almighty  throne,  In  dread  I've  stood  th  '  Eternal  Judge  to  see;  And  fix'd  in  bliss,  or  doom'd  to  ceaseless  moan,  Have  heard  the  long,  the  unreversed  decree:   "  Nor  earth  must  know  the  rest.   "	102:105	[102,  105]	17:20	[17,  20]	
bar	mag_1828_553911.txt-101-18	mag_1854_555965.txt-99-21	Besides,  nothing  was  more  common  in  America,  than  for  young  men  who  were  intended  for  the  bar  to  enter  in  the  first  instance  upon  a  course  of  theology,  as  it  also  was  for  ecclesiastics,  to  devote  themselves  to  the  profession  of  the  law.	Before  a  legal  tribunal,  the  want  of  conclusive  testimony  of  guilt  justifies  an  assumption  of  innocence;  but  at  the  bar  of  public  opinion,  a  man  who  fails  to  repel  suspicion  and  reproach  virtually  indorses  the  correctness  of  the  popular  verdict.	90:93	[90,  93]	116:119	[116,  119]	
bar	fic_1963_23799.txt-145-1	news_2006_629441.txt-53-23	The  bar  was  very  dark  and  cool,  and  my  parents  would  have  Tom  Collinses  while  I  drank  ginger  ale.	But  he  and  his  wife  occasionally  spend  time  alone  over  a  plate  of  fresh,  inventive  sushi  at  Sakana  Japanese  Grill  &;  Sushi  Bar.   "	4:7	[4,  7]	123:126	[-1,  2]	
bar	fic_1999_28744.txt-4-23	nf_1827_748059.txt-780-6	We  were  luckier  with  the  staying  power  of  our  craving  for  things  like  pretzels,  potato  chips,  jelly  doughnuts,  and  chocolate  bars.	In  another  set  of  experiments  upon  bars  of  willow  3  feet  long  and  1.5  inch  square,  the  mean  strength  of  6  uncut  bars  was  525  lbs.	125:129	[125,  128]	35:39	[35,  38]	
bar	mag_1851_525821.txt-154-28	mag_1854_555965.txt-99-21	Crossing  the  Takhoma  branch,  here  thirty  yards  wide,  we  kept  up  the  main  river,  crossing  and  recrossing  the  stream  frequently,  and  toiling  over  rocky  bars  for  four  miles,  a  distance  which  consumed  five  hours,  owing  to  the  difficulties  of  the  way.	Before  a  legal  tribunal,  the  want  of  conclusive  testimony  of  guilt  justifies  an  assumption  of  innocence;  but  at  the  bar  of  public  opinion,  a  man  who  fails  to  repel  suspicion  and  reproach  virtually  indorses  the  correctness  of  the  popular  verdict.	150:154	[150,  153]	116:119	[116,  119]	
bar	fic_1849_7333.txt-947-13	fic_1824_7022.txt-122-23	For  a  long  time,  Mr.  Wirt's  chief  opponent  at  the  Baltimore  bar,  was  Mr.  Taney,  the  present  Chief  Justice  of  the  United  States.	Du  Quesne,  with  whom  we  must  at  present  continue,  repaired  to  New-York,  where,  upon  his  being  admitted  to  the  bar,  as  in  due  time  he  was,  his  mysterious  supply  of  money  was  withheld,  and  he  was  left  without  relatives  or  connexions,  to  make  the  usual  slow  and  uncertain  progress  in  the  business  of  his  profession.	60:63	[60,  63]	110:113	[110,  113]	
bar	news_2000_633241.txt-70-5	fic_1964_16147.txt-1777-7	I  shouted  across  the  quiet  bar  to  ask  Bob  and  Rod  if  they  knew  any  Charlie  Rich  songs.	Dissolve  to:  110  Interior:  Stonemount  Bar,  Night  Vincent  sits  alone  at  a  table.	27:30	[27,  30]	38:41	[-1,  2]	
bar	news_2003_603945.txt-25-2	mag_1854_555974.txt-331-28	Raising  the  bar  Twenty  years  after  Louisiana  Tech's  record,  UConn  appears  poised  to  set  a  tough  standard.   "	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	12:15	[12,  15]	128:132	[128,  131]	
bar	fic_1978_10636.txt-27104-7	fic_2002_47139.txt-175-11	Hear  him  first  at  the  Oxford  Union  bar:   "  Worse  than  the  Visigoths,  worse  than  the  Tartars.	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	35:38	[35,  38]	59:62	[59,  62]	
bar	mag_1853_590222.txt-112-20	nf_1969_774314.txt-1846-17	,  the  United  States,  through  the  efforts  of  the  Britisb  press,  have  been  placed  as  criminals  before  the  bar  of  '  the  Christian  world,  and  almost  ostracized  from  all  community  with  civilized  nations.	Usually  the  bell  is  mounted  on  a  movable  bar  with  an  elbow  that  pivots  in  an  overhead  bar.	104:107	[104,  107]	86:89	[41,  44]	
bar	nf_1832_758144.txt-1047-14	fic_1824_7022.txt-122-23	Nor  was  this  all:  his  nephew  was  at  the  time  preparing  for  the  bar,  and  soon  after  the  above  circumstance  occurred  his  certificates  were  presented,  and  refused,  with  this  declaration,   "  that  no  man  of  the  name  and  family  of  F.  should  be  admitted.   "	Du  Quesne,  with  whom  we  must  at  present  continue,  repaired  to  New-York,  where,  upon  his  being  admitted  to  the  bar,  as  in  due  time  he  was,  his  mysterious  supply  of  money  was  withheld,  and  he  was  left  without  relatives  or  connexions,  to  make  the  usual  slow  and  uncertain  progress  in  the  business  of  his  profession.	63:66	[63,  66]	110:113	[110,  113]	
bar	nf_1833_747463.txt-185-12	news_1982_668343.txt-120-14	The  Commons,  who  are  the  people,  when  ordered  to  the  bar  of  the  Lords,  humbly  present  themselves  bareheaded  before  the  peers,  who  remain  covered.	One  scary  thing  happened  in  Oakland  this  week  when  a  foul  tip  smashed  the  bar  on  umpire  Larry  Barnett  '  s  face  mask,  sending  him  to  the  hospital.	53:56	[53,  56]	74:77	[74,  77]	
bar	mag_1854_590346.txt-70-32	mag_2007_390968.txt-43-4	the  dry,  severe,  and  technical  learning  of  the  law,  and  accordingly  upon  the  completion  of  the  customary  term  *  f  legal  study,  he  was  not  admitted  to  the  bar.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	154:157	[154,  157]	26:29	[-1,  2]	
bar	mag_1841_554975.txt-467-21	nf_1969_774314.txt-1305-14	Losing  sight  of  this  ship  in  a  storm,  he  sailed  for  the  harbour  of  St.  Augustine,  passed  over  the  bar,  and  engaged  two  armed  vessels  for  an  hour  and  a  quarter,  with  the  Intention  to  hoard  them;  but  they  pushed  towards  the  town  and  were  rescued  by  six  galleys,  which  came  out  and  joined  in  the  action.	They  may  be  made  of  %  -  inch  or  1/2  -  inch  rod  or  bar  from  12-  to  18-inches  long,  depending  on  use  and  need.	98:101	[98,  101]	50:53	[50,  53]	
bar	mag_1821_553342.txt-352-17	mag_1983_432145.txt-116-0	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	Bars  and  restaurants  cloned  from  Washington  establishments  do  brisk  summer  trade.	102:105	[102,  105]	0:4	[-1,  2]	
bar	nf_1996_777016.txt-84-41	mag_1854_555965.txt-99-21	//  However,  even  given  the  fact  that  I  was  not  prohibited  by  Rule  3.6,  or  by  the  presumption  of  innocence,  I  would  normally  have  felt  it  unseemly  and  in  poor  taste  for  me,  a  member  of  the  bar,  or  for  any  public  official  to  speak  out  on  an  accused's  guilt  before  the  verdict,  and  this  was  the  very  first  time  I  ever  did  so.	Before  a  legal  tribunal,  the  want  of  conclusive  testimony  of  guilt  justifies  an  assumption  of  innocence;  but  at  the  bar  of  public  opinion,  a  man  who  fails  to  repel  suspicion  and  reproach  virtually  indorses  the  correctness  of  the  popular  verdict.	188:191	[188,  191]	116:119	[116,  119]	
bar	mag_1854_555974.txt-331-28	nf_1850_748019.txt-94-1	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	Mill  bars  made  in  the  bloomeries  in  Essex  County  cost  forty-five  dollars,  delivered  at  Troy.	128:132	[128,  131]	5:9	[5,  8]	
bar	fic_2000_29964.txt-36-7	news_2006_629441.txt-53-23	 "  Hey,  don't  set  the  bar  so  high.	But  he  and  his  wife  occasionally  spend  time  alone  over  a  plate  of  fresh,  inventive  sushi  at  Sakana  Japanese  Grill  &;  Sushi  Bar.   "	21:24	[21,  24]	123:126	[-1,  2]	
bar	fic_1839_7068.txt-800-5	mag_2005_396762.txt-36-69	I  view  thy  lattice  --  bars  unfold  --  Thy  footstep  lingers  near:  Fond  trembler  lull  those  feverish  throbs,  No  ill  can  reach  thee  here.	NUTRITIONAL  LOWDOWN  180-190  cal,  10  g  pro,  27-28  g  carb,  3-5  g  fat,  1.5-2.5  g  sat  fat,  0  mg  chol,  1-2  g  fiber,  140-170  mg  sodium  FLAVORS  Berry  Banana  Buzz,  Peanut  Butter  n  '  Honey,  Rocket  Chocolate,  Apple  Cinnamon  with  Cranberries  PRICE  PER  BAR  AND  WHERE  TO  BUY  $1.69,  EMS  stores  and  www.honeystinger.com  PRODUCT  CLIF  Nectar  DESCRIPTION  Each  bar  contains  up  to  five  organic  ingredients  and  two  servings  of  fruit.	22:26	[22,  25]	342:345	[342,  345]	
bar	nf_1834_747938.txt-891-26	news_2006_629441.txt-53-23	These  were  composed  of  a  box  9,  feet  long,  and  about  the  same  width  and  depth,  formed  by  light  bars,  with  stronger  bars  at  the  corners.	But  he  and  his  wife  occasionally  spend  time  alone  over  a  plate  of  fresh,  inventive  sushi  at  Sakana  Japanese  Grill  &;  Sushi  Bar.   "	115:119	[95,  98]	123:126	[-1,  2]	
bar	fic_1970_782002.txt-1125-14	mag_2007_390968.txt-43-4	Murchison  sat  alone,  signing  the  bill,  and  the  street  door  of  the  bar  was  just  then  closing,  perhaps  even  with  Bernard's  departure.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	66:69	[66,  69]	26:29	[-1,  2]	
bar	nf_1844_747607.txt-3721-35	nf_1857_753133.txt-433-14	This  the  ancient  Hebrew  writers  describe  as  in  the  central  parts  of  the  earth;  a  vast  repository,  surrounded  by  an  impassable  wall,  and  fortified  with  huge  gates  of  brass,  and  massive  bars  of  iron,  which  our  Saviour  by  his  *  Those  who  wish  to  see  this  subject  fully  and  learnedly  discussed,  I  beg  leave  to  refer  to  Dr.  Horsely's  Critical  Notes  on  Ilosea,  page  257,  &c.,;  pages  200,  201;  and  page  46,  note  7i;  and  also  his  sermon  on  Christ's  Descent  into  Hell.	My  impression  is,  that  in  point  of  skill  and  professional  ability  the  Minnesota  bar  is  a  little  above  the  average  of  territorial  bars.	184:188	[184,  187]	80:83	[80,  83]	
bar	fic_1969_10517.txt-622-7	mag_1999_408585.txt-67-25	The  funny  thing  is  that  both  the  bars  and  the  arms  are  bolted  to  the  doors  and  also  to  the  walls  and  I  can't  figure  out  how  they  open.	If  you  enlarge  the  window,  you  may  be  able  to  see  some  of  the  folder's  contents,  but  since  the  window  lacks  scroll  bars,  you  won't  get  very  far.	33:37	[33,  36]	115:119	[115,  118]	
bar	nf_1997_746546.txt-5-2	fic_1987_780057.txt-1105-25	The  American  Bar  Association  has  recently  completed  a  comprehensive  recodification  of  the  Standards  for  Approval  of  Law  Schools  and  Interpretations.	had  been  a  tall,  proud  man  named  Alfroid;  I  remembered  him  with  some  affection,  since  he  could  tie  loose  knots  in  iron  bars,  and  had  drunk  me  under  the  table  one  evening  --  no,  an  evening  and  a  morning  and  part  of  an  afternoon.	13:16	[-1,  2]	119:123	[119,  122]	
bar	fic_1843_7208.txt-8758-13	mag_2007_390968.txt-43-4	He  speeded  swiftly  into  the  hall;  unfastened  the  door  --  the  old  bar  crumbled  as  he  pulled  it  down  --  and  was  in  the  open  air.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	65:68	[65,  68]	26:29	[-1,  2]	
bar	fic_2005_32805.txt-98-8	fic_2009_36731.txt-175-10	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	Wilner  looked  to  where  his  wife  was  standing  at  the  bar.	33:36	[33,  36]	52:55	[52,  55]	
bar	fic_1987_780057.txt-1105-25	fic_2000_13995.txt-480-6	had  been  a  tall,  proud  man  named  Alfroid;  I  remembered  him  with  some  affection,  since  he  could  tie  loose  knots  in  iron  bars,  and  had  drunk  me  under  the  table  one  evening  --  no,  an  evening  and  a  morning  and  part  of  an  afternoon.	MATT  MICKELSON  Was  he  in  the  bar  Tuesday  night?	119:123	[119,  122]	29:32	[29,  32]	
bar	fic_2005_32805.txt-98-8	fic_1966_10473.txt-3245-16	He'd  lined  up  the  bottles  on  the  bar  in  front  of  him,  green  pickets.	He  turned  away  from  the  window,  climbed  onto  one  of  the  stools  at  the  breakfast  bar.	33:36	[33,  36]	80:83	[80,  83]	
bar	fic_1848_7193.txt-12821-20	mag_1825_553676.txt-2-14	Husband  of  my  soul,  to  rank  and  power;  aye  with  your  gold,  I  will  unloose  the  prison  bars  of  Poverty,  and  let  Genius  spread  its  wings,  and  seek  the  Sun.	Edited  by  THOMAS  SERGEANT  and  JOHN  C.  LOWBER,  Esqrs,  of  the  Philadelphia  Bar.	85:89	[85,  88]	73:76	[-1,  2]	
bar	fic_1840_8565.txt-260-13	mag_1854_555965.txt-99-21	But  as  for  you,  you  damned  skulking  scoundrel,  know  that  neither  bars,  bolts  nor  red  coats  can  detain  a  true  American  soldier  against  his  will,  even  at  the  head  quarters  of  General  Clinton  himself.	Before  a  legal  tribunal,  the  want  of  conclusive  testimony  of  guilt  justifies  an  assumption  of  innocence;  but  at  the  bar  of  public  opinion,  a  man  who  fails  to  repel  suspicion  and  reproach  virtually  indorses  the  correctness  of  the  popular  verdict.	65:69	[65,  68]	116:119	[116,  119]	
bar	news_1997_632266.txt-80-10	mag_1977_490789.txt-112-14	Champagne,  hors  d'oeuvres,  a  five-course  dinner,  open  bar,  live  entertainment  (Michael  Lerich  &;  His  Orchestra)  and  dancing,  champagne  and  balloon  drop  are  on  tap.	Between  1913  and  1931,  for  instance,  well-meaning  but  misguided  caretakers  embedded  iron  bars  in  some  of  the  fragile  ruins;  the  bars  have  rusted,  and  the  oxidation  has  caused  expansion  and  cracked  the  surrounding  marble.	54:57	[54,  57]	89:93	[89,  92]	
bar	mag_1827_553811.txt-127-14	fic_2002_47139.txt-175-11	At  length,  in  the  year  1789,  he  was  called  to  the  Irish  bar;  but  he  declares  with  his  usual  na  *  vet6,  that  though  he  went  circuit  three  times,  and  dressed  himself  in  a  foolish  wig  and  gown,  yet  he  was  modestly  speaking,  one  of  the  most  ignorant  barristers  in  the  Four  Courts.  '	Mr.  Benson  tipped  his  glass  to  our  reflections  in  the  long  bar  mirror  before  he  turned  to  the  pool  table-It  ain't  the  drank.	56:59	[56,  59]	59:62	[59,  62]	
bar	nf_1969_774314.txt-1242-6	mag_1854_555974.txt-331-28	To  make  a  trammel,  this  bar  is  drawn  out  on  the  end  to  a  1/4  -  inch-  square  tang  3-  or  4-inches  long.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	24:27	[24,  27]	128:132	[128,  131]	
bar	nf_1833_747716.txt-118-0	fic_2000_13995.txt-480-6	bar  of  the  House,  against  the  matter  of  the  charges  exhibited  against  him,  and  praying,  also,  for  a  copy  of  the  charges;  both  of  which  were  granted.	MATT  MICKELSON  Was  he  in  the  bar  Tuesday  night?	0:3	[0,  3]	29:32	[29,  32]	
