lemma	attacker_indexes	spearman_correlation	error_distance	real_order	attacker_order
fixed	[2, 1, 3]	0.5	2	['nf_2006_775510.txt-112-0', 'fic_1847_7152.txt-1569-4', 'fic_2007_52477.txt-270-44']	['fic_1847_7152.txt-1569-4', 'nf_2006_775510.txt-112-0', 'fic_2007_52477.txt-270-44']
fixed	[1, 2, 3]	1.0	0	['mag_1853_504777.txt-419-24', 'fic_1986_782032.txt-994-11', 'nf_1849_749269.txt-626-4']	['mag_1853_504777.txt-419-24', 'fic_1986_782032.txt-994-11', 'nf_1849_749269.txt-626-4']
fixed	[3, 1, 2]	-0.5	4	['fic_1980_782023.txt-2137-4', 'nf_1849_749269.txt-626-4', 'fic_1833_7028.txt-1089-12']	['fic_1833_7028.txt-1089-12', 'fic_1980_782023.txt-2137-4', 'nf_1849_749269.txt-626-4']
fixed	[2, 1, 3]	0.5	2	['fic_1965_780079.txt-1535-10', 'mag_2002_410849.txt-34-0', 'nf_1849_749269.txt-626-4']	['mag_2002_410849.txt-34-0', 'fic_1965_780079.txt-1535-10', 'nf_1849_749269.txt-626-4']
fixed	[2, 1, 3]	0.5	2	['news_1964_724389.txt-48-3', 'fic_1854_8328.txt-1757-74', 'nf_2005_776573.txt-14-1']	['fic_1854_8328.txt-1757-74', 'news_1964_724389.txt-48-3', 'nf_2005_776573.txt-14-1']
fixed	[2, 1, 3]	0.5	2	['fic_1999_30451.txt-2-15', 'fic_2001_14559.txt-2980-18', 'nf_1849_749269.txt-626-4']	['fic_2001_14559.txt-2980-18', 'fic_1999_30451.txt-2-15', 'nf_1849_749269.txt-626-4']
fixed	[2, 1, 3]	0.5	2	['mag_2000_367703.txt-12-11', 'fic_1846_7136.txt-2439-26', 'fic_1853_2486.txt-1107-21']	['fic_1846_7136.txt-2439-26', 'mag_2000_367703.txt-12-11', 'fic_1853_2486.txt-1107-21']
fixed	[2, 3, 1]	-0.5	4	['fic_1972_10562.txt-1809-10', 'fic_1853_2486.txt-1107-21', 'fic_1999_45414.txt-501-23']	['fic_1853_2486.txt-1107-21', 'fic_1999_45414.txt-501-23', 'fic_1972_10562.txt-1809-10']
fixed	[1, 2, 3]	1.0	0	['fic_1968_781998.txt-6486-37', 'fic_1826_314.txt-701-4', 'fic_1972_10554.txt-3758-10']	['fic_1968_781998.txt-6486-37', 'fic_1826_314.txt-701-4', 'fic_1972_10554.txt-3758-10']
fixed	[2, 1, 3]	0.5	2	['nf_1832_747409.txt-1053-69', 'fic_1830_8629.txt-186-17', 'mag_1994_393643.txt-73-10']	['fic_1830_8629.txt-186-17', 'nf_1832_747409.txt-1053-69', 'mag_1994_393643.txt-73-10']
fixed	[1, 2, 3]	1.0	0	['fic_1997_54593.txt-116-14', 'mag_1966_211235.txt-8-4', 'mag_1999_404075.txt-254-9']	['fic_1997_54593.txt-116-14', 'mag_1966_211235.txt-8-4', 'mag_1999_404075.txt-254-9']
fixed	[2, 3, 1]	-0.5	4	['fic_1860_9072.txt-3702-25', 'mag_1999_404075.txt-254-9', 'mag_1966_211235.txt-8-4']	['mag_1999_404075.txt-254-9', 'mag_1966_211235.txt-8-4', 'fic_1860_9072.txt-3702-25']
fixed	[3, 1, 2]	-0.5	4	['nf_1838_747482.txt-1930-7', 'mag_1847_524175.txt-916-3', 'mag_1848_565755.txt-427-5']	['mag_1848_565755.txt-427-5', 'nf_1838_747482.txt-1930-7', 'mag_1847_524175.txt-916-3']
fixed	[2, 3, 1]	-0.5	4	['mag_1963_269445.txt-16-39', 'nf_1843_748690.txt-1049-25', 'fic_1843_7039.txt-3001-5']	['nf_1843_748690.txt-1049-25', 'fic_1843_7039.txt-3001-5', 'mag_1963_269445.txt-16-39']
fixed	[1, 2, 3]	1.0	0	['nf_1838_747585.txt-1531-29', 'nf_1843_748690.txt-1154-34', 'mag_1847_524175.txt-916-3']	['nf_1838_747585.txt-1531-29', 'nf_1843_748690.txt-1154-34', 'mag_1847_524175.txt-916-3']
fixed	[1, 3, 2]	0.5	2	['fic_1993_1040075.txt-591-5', 'fic_1993_1040075.txt-370-6', 'fic_1843_7208.txt-2339-7']	['fic_1993_1040075.txt-591-5', 'fic_1843_7208.txt-2339-7', 'fic_1993_1040075.txt-370-6']
fixed	[2, 3, 1]	-0.5	4	['fic_1845_7317.txt-4325-19', 'fic_1975_10598.txt-6073-22', 'nf_1836_748113.txt-1250-63']	['fic_1975_10598.txt-6073-22', 'nf_1836_748113.txt-1250-63', 'fic_1845_7317.txt-4325-19']
fixed	[1, 2, 4, 3]	0.7999999999999999	2	['mag_2004_416046.txt-55-2', 'fic_1967_10486.txt-2261-15', 'nf_1851_747930.txt-141-2', 'mag_2005_424824.txt-73-5']	['mag_2004_416046.txt-55-2', 'fic_1967_10486.txt-2261-15', 'mag_2005_424824.txt-73-5', 'nf_1851_747930.txt-141-2']
fixed	[4, 1, 2, 3]	-0.19999999999999998	6	['mag_2004_416046.txt-55-2', 'fic_1823_7249.txt-942-61', 'mag_1979_480129.txt-32-13', 'mag_1827_553853.txt-237-20']	['mag_1827_553853.txt-237-20', 'mag_2004_416046.txt-55-2', 'fic_1823_7249.txt-942-61', 'mag_1979_480129.txt-32-13']
fixed	[2, 1, 4, 3]	0.6000000000000001	4	['mag_2002_414884.txt-39-4', 'fic_1835_7281.txt-1358-22', 'mag_1990_342665.txt-15-8', 'fic_1823_7249.txt-942-61']	['fic_1835_7281.txt-1358-22', 'mag_2002_414884.txt-39-4', 'fic_1823_7249.txt-942-61', 'mag_1990_342665.txt-15-8']
fixed	[1, 2, 3]	1.0	0	['fic_1987_780087.txt-2935-4', 'fic_1971_10544.txt-1029-25', 'mag_2004_416046.txt-55-2']	['fic_1987_780087.txt-2935-4', 'fic_1971_10544.txt-1029-25', 'mag_2004_416046.txt-55-2']
fixed	[1, 3, 2]	0.5	2	['fic_2004_780511.txt-2666-15', 'fic_2007_34283.txt-0-19', 'fic_1836_7052.txt-121-7']	['fic_2004_780511.txt-2666-15', 'fic_1836_7052.txt-121-7', 'fic_2007_34283.txt-0-19']
fixed	[1, 3, 2, 4]	0.7999999999999999	2	['fic_1982_10690.txt-8911-15', 'fic_1993_25008.txt-4285-5', 'fic_1836_7052.txt-121-7', 'mag_2005_424824.txt-73-5']	['fic_1982_10690.txt-8911-15', 'fic_1836_7052.txt-121-7', 'fic_1993_25008.txt-4285-5', 'mag_2005_424824.txt-73-5']
fixed	[2, 4, 1, 3]	0.0	6	['news_1985_669476.txt-14-16', 'mag_1827_553853.txt-237-20', 'fic_1995_53078.txt-343-9', 'news_1985_671429.txt-20-24']	['mag_1827_553853.txt-237-20', 'news_1985_671429.txt-20-24', 'news_1985_669476.txt-14-16', 'fic_1995_53078.txt-343-9']
fixed	[1, 3, 2]	0.5	2	['fic_1849_7216.txt-7668-5', 'fic_1975_10598.txt-6073-22', 'mag_2005_424824.txt-73-5']	['fic_1849_7216.txt-7668-5', 'mag_2005_424824.txt-73-5', 'fic_1975_10598.txt-6073-22']
fixed	[2, 1, 3]	0.5	2	['mag_2002_396610.txt-150-5', 'nf_1827_747521.txt-883-28', 'fic_1965_23823.txt-131-41']	['nf_1827_747521.txt-883-28', 'mag_2002_396610.txt-150-5', 'fic_1965_23823.txt-131-41']
fixed	[3, 1, 4, 2]	0.0	6	['fic_1839_7088.txt-70-44', 'fic_1853_4303.txt-4574-29', 'fic_1836_7052.txt-121-7', 'mag_2005_424824.txt-73-5']	['fic_1836_7052.txt-121-7', 'fic_1839_7088.txt-70-44', 'mag_2005_424824.txt-73-5', 'fic_1853_4303.txt-4574-29']
fixed	[4, 2, 1, 3]	-0.39999999999999997	6	['fic_1853_4303.txt-4461-13', 'fic_2004_780511.txt-2666-15', 'news_1972_730361.txt-21-49', 'mag_2005_424824.txt-73-5']	['mag_2005_424824.txt-73-5', 'fic_2004_780511.txt-2666-15', 'fic_1853_4303.txt-4461-13', 'news_1972_730361.txt-21-49']
fixed	[1, 4, 3, 2]	0.19999999999999998	4	['fic_1822_7243.txt-5662-12', 'nf_1837_757476.txt-3416-14', 'mag_2004_416046.txt-55-2', 'fic_2007_34283.txt-0-19']	['fic_1822_7243.txt-5662-12', 'fic_2007_34283.txt-0-19', 'mag_2004_416046.txt-55-2', 'nf_1837_757476.txt-3416-14']
fixed	[1, 2, 4, 3]	0.7999999999999999	2	['mag_1832_564345.txt-20-16', 'nf_1838_747585.txt-1283-14', 'fic_1987_23990.txt-44-12', 'fic_1995_53078.txt-343-9']	['mag_1832_564345.txt-20-16', 'nf_1838_747585.txt-1283-14', 'fic_1995_53078.txt-343-9', 'fic_1987_23990.txt-44-12']
fixed	[1, 2, 3, 4]	1.0	0	['fic_1826_314.txt-1522-7', 'fic_1856_3447.txt-6732-16', 'mag_2005_424824.txt-73-5', 'news_1966_725407.txt-30-6']	['fic_1826_314.txt-1522-7', 'fic_1856_3447.txt-6732-16', 'mag_2005_424824.txt-73-5', 'news_1966_725407.txt-30-6']
fixed	[3, 1, 2, 4]	0.39999999999999997	4	['fic_2004_780511.txt-2666-15', 'fic_1823_7249.txt-942-61', 'nf_1851_747930.txt-141-2', 'news_1972_730361.txt-21-49']	['nf_1851_747930.txt-141-2', 'fic_2004_780511.txt-2666-15', 'fic_1823_7249.txt-942-61', 'news_1972_730361.txt-21-49']
fixed	[1, 2, 4, 3]	0.7999999999999999	2	['mag_1828_553921.txt-240-1', 'fic_1967_10486.txt-2261-15', 'mag_1990_342665.txt-15-8', 'news_1966_725407.txt-30-6']	['mag_1828_553921.txt-240-1', 'fic_1967_10486.txt-2261-15', 'news_1966_725407.txt-30-6', 'mag_1990_342665.txt-15-8']
fixed	[2, 1, 3]	0.5	2	['fic_2004_780511.txt-2666-15', 'mag_2005_424824.txt-73-5', 'fic_1975_10598.txt-6073-22']	['mag_2005_424824.txt-73-5', 'fic_2004_780511.txt-2666-15', 'fic_1975_10598.txt-6073-22']
fixed	[1, 2, 3]	1.0	0	['nf_1841_747926.txt-651-45', 'nf_1996_774086.txt-1975-18', 'news_1972_730361.txt-21-49']	['nf_1841_747926.txt-651-45', 'nf_1996_774086.txt-1975-18', 'news_1972_730361.txt-21-49']
fixed	[3, 1, 2]	-0.5	4	['fic_1836_7052.txt-121-7', 'fic_2005_26969.txt-33-5', 'fic_1987_23990.txt-44-12']	['fic_1987_23990.txt-44-12', 'fic_1836_7052.txt-121-7', 'fic_2005_26969.txt-33-5']
fixed	[2, 3, 1]	-0.5	4	['fic_1836_7052.txt-121-7', 'fic_1971_10544.txt-8885-5', 'fic_1993_25008.txt-4285-5']	['fic_1971_10544.txt-8885-5', 'fic_1993_25008.txt-4285-5', 'fic_1836_7052.txt-121-7']
fixed	[1, 2, 3]	1.0	0	['fic_1848_7341.txt-2277-6', 'mag_1979_480129.txt-32-13', 'news_1972_730361.txt-21-49']	['fic_1848_7341.txt-2277-6', 'mag_1979_480129.txt-32-13', 'news_1972_730361.txt-21-49']
fixed	[1, 2, 3]	1.0	0	['nf_1968_774136.txt-1105-9', 'nf_1853_747976.txt-1622-22', 'mag_2005_424824.txt-73-5']	['nf_1968_774136.txt-1105-9', 'nf_1853_747976.txt-1622-22', 'mag_2005_424824.txt-73-5']
fixed	[2, 1, 3]	0.5	2	['fic_1987_780087.txt-2935-4', 'nf_1847_754437.txt-3006-26', 'fic_1995_53078.txt-343-9']	['nf_1847_754437.txt-3006-26', 'fic_1987_780087.txt-2935-4', 'fic_1995_53078.txt-343-9']
fixed	[2, 1, 3, 4]	0.7999999999999999	2	['nf_1836_748113.txt-2066-7', 'fic_1852_2751.txt-5921-19', 'news_1987_670107.txt-15-34', 'mag_1999_403149.txt-73-11']	['fic_1852_2751.txt-5921-19', 'nf_1836_748113.txt-2066-7', 'news_1987_670107.txt-15-34', 'mag_1999_403149.txt-73-11']
fixed	[1, 2, 3]	1.0	0	['nf_1969_774314.txt-113-27', 'nf_1838_747585.txt-1283-14', 'fic_1995_53078.txt-343-9']	['nf_1969_774314.txt-113-27', 'nf_1838_747585.txt-1283-14', 'fic_1995_53078.txt-343-9']
fixed	[2, 1, 4, 3]	0.6000000000000001	4	['nf_1841_747926.txt-651-45', 'fic_1856_3677.txt-3100-4', 'mag_1979_480129.txt-32-13', 'news_1985_669476.txt-14-16']	['fic_1856_3677.txt-3100-4', 'nf_1841_747926.txt-651-45', 'news_1985_669476.txt-14-16', 'mag_1979_480129.txt-32-13']
fixed	[1, 2, 3]	1.0	0	['nf_1851_747930.txt-141-2', 'fic_1966_10477.txt-5230-21', 'fic_1836_7052.txt-121-7']	['nf_1851_747930.txt-141-2', 'fic_1966_10477.txt-5230-21', 'fic_1836_7052.txt-121-7']
fixed	[1, 3, 2]	0.5	2	['fic_1993_25008.txt-4285-5', 'mag_2006_397778.txt-93-8', 'mag_1828_553921.txt-240-1']	['fic_1993_25008.txt-4285-5', 'mag_1828_553921.txt-240-1', 'mag_2006_397778.txt-93-8']
fixed	[1, 4, 2, 3]	0.39999999999999997	4	['news_1987_670107.txt-15-34', 'mag_2004_416046.txt-55-2', 'fic_1845_7316.txt-2581-17', 'news_1966_726006.txt-25-15']	['news_1987_670107.txt-15-34', 'news_1966_726006.txt-25-15', 'mag_2004_416046.txt-55-2', 'fic_1845_7316.txt-2581-17']
fixed	[3, 4, 1, 2]	-0.6000000000000001	8	['mag_1993_409448.txt-71-5', 'nf_1854_750818.txt-2813-25', 'fic_1849_7230.txt-2372-16', 'fic_1844_7148.txt-1167-19']	['fic_1849_7230.txt-2372-16', 'fic_1844_7148.txt-1167-19', 'mag_1993_409448.txt-71-5', 'nf_1854_750818.txt-2813-25']
fixed	[1, 2, 3]	1.0	0	['mag_1999_403149.txt-73-11', 'mag_1979_480129.txt-32-13', 'nf_1851_747930.txt-141-2']	['mag_1999_403149.txt-73-11', 'mag_1979_480129.txt-32-13', 'nf_1851_747930.txt-141-2']
fixed	[1, 2, 3]	1.0	0	['fic_1843_7155.txt-1549-20', 'news_1987_670107.txt-15-34', 'fic_1987_23990.txt-44-12']	['fic_1843_7155.txt-1549-20', 'news_1987_670107.txt-15-34', 'fic_1987_23990.txt-44-12']
fixed	[1, 2, 3]	1.0	0	['fic_1853_4303.txt-4467-15', 'fic_1995_53078.txt-343-9', 'fic_1987_23990.txt-44-12']	['fic_1853_4303.txt-4467-15', 'fic_1995_53078.txt-343-9', 'fic_1987_23990.txt-44-12']
fixed	[4, 1, 2, 3]	-0.19999999999999998	6	['mag_1828_553921.txt-240-1', 'nf_1851_747930.txt-141-2', 'fic_1837_7358.txt-2123-38', 'nf_1823_747803.txt-436-30']	['nf_1823_747803.txt-436-30', 'mag_1828_553921.txt-240-1', 'nf_1851_747930.txt-141-2', 'fic_1837_7358.txt-2123-38']
fixed	[2, 1, 3]	0.5	2	['nf_1854_750818.txt-2813-25', 'fic_1967_780080.txt-3522-12', 'fic_1837_7358.txt-2123-38']	['fic_1967_780080.txt-3522-12', 'nf_1854_750818.txt-2813-25', 'fic_1837_7358.txt-2123-38']
fixed	[1, 2, 3]	1.0	0	['fic_1965_23823.txt-131-41', 'mag_1858_566917.txt-85-28', 'fic_1823_7249.txt-942-61']	['fic_1965_23823.txt-131-41', 'mag_1858_566917.txt-85-28', 'fic_1823_7249.txt-942-61']
fixed	[1, 2, 4, 3]	0.7999999999999999	2	['nf_1853_747976.txt-869-30', 'news_1987_670107.txt-15-34', 'news_1994_614359.txt-31-5', 'news_1972_730361.txt-21-49']	['nf_1853_747976.txt-869-30', 'news_1987_670107.txt-15-34', 'news_1972_730361.txt-21-49', 'news_1994_614359.txt-31-5']
fixed	[2, 1, 3, 4]	0.7999999999999999	2	['nf_1854_750818.txt-2813-25', 'nf_1841_747926.txt-651-45', 'news_1985_671429.txt-20-24', 'fic_1837_7358.txt-2123-38']	['nf_1841_747926.txt-651-45', 'nf_1854_750818.txt-2813-25', 'news_1985_671429.txt-20-24', 'fic_1837_7358.txt-2123-38']
fixed	[1, 2, 3]	1.0	0	['fic_1987_780087.txt-2935-4', 'mag_1857_556336.txt-377-24', 'news_1966_725407.txt-30-6']	['fic_1987_780087.txt-2935-4', 'mag_1857_556336.txt-377-24', 'news_1966_725407.txt-30-6']
fixed	[2, 3, 1, 4]	0.39999999999999997	4	['nf_1996_774086.txt-1975-18', 'mag_1981_297525.txt-2-13', 'nf_1836_748113.txt-2066-7', 'fic_1987_23990.txt-44-12']	['mag_1981_297525.txt-2-13', 'nf_1836_748113.txt-2066-7', 'nf_1996_774086.txt-1975-18', 'fic_1987_23990.txt-44-12']
fixed	[1, 2, 3, 4]	1.0	0	['fic_1971_10544.txt-8885-5', 'fic_1835_7172.txt-9351-26', 'fic_1823_7249.txt-942-61', 'mag_2004_416046.txt-55-2']	['fic_1971_10544.txt-8885-5', 'fic_1835_7172.txt-9351-26', 'fic_1823_7249.txt-942-61', 'mag_2004_416046.txt-55-2']
fixed	[1, 2, 3]	1.0	0	['fic_1971_10544.txt-8885-5', 'fic_1835_7172.txt-9351-26', 'fic_1836_7052.txt-121-7']	['fic_1971_10544.txt-8885-5', 'fic_1835_7172.txt-9351-26', 'fic_1836_7052.txt-121-7']
fixed	[1, 3, 2]	0.5	2	['mag_1832_564345.txt-20-16', 'fic_1997_42211.txt-1064-14', 'fic_2004_28060.txt-219-4']	['mag_1832_564345.txt-20-16', 'fic_2004_28060.txt-219-4', 'fic_1997_42211.txt-1064-14']
fixed	[1, 4, 3, 2]	0.19999999999999998	4	['fic_1835_7172.txt-9351-26', 'fic_2004_28060.txt-219-4', 'mag_2004_416046.txt-55-2', 'fic_1857_9075.txt-6296-25']	['fic_1835_7172.txt-9351-26', 'fic_1857_9075.txt-6296-25', 'mag_2004_416046.txt-55-2', 'fic_2004_28060.txt-219-4']
fixed	[1, 2, 3]	1.0	0	['fic_1852_593.txt-3124-19', 'fic_1853_9142.txt-3541-10', 'fic_1995_53078.txt-343-9']	['fic_1852_593.txt-3124-19', 'fic_1853_9142.txt-3541-10', 'fic_1995_53078.txt-343-9']
fixed	[1, 4, 3, 2]	0.19999999999999998	4	['nf_1976_774399.txt-105-7', 'mag_2005_424824.txt-73-5', 'mag_1979_480129.txt-32-13', 'mag_1858_566917.txt-85-28']	['nf_1976_774399.txt-105-7', 'mag_1858_566917.txt-85-28', 'mag_1979_480129.txt-32-13', 'mag_2005_424824.txt-73-5']
fixed	[2, 1, 3]	0.5	2	['fic_1995_53078.txt-343-9', 'mag_2006_397778.txt-93-8', 'fic_1853_4303.txt-4467-15']	['mag_2006_397778.txt-93-8', 'fic_1995_53078.txt-343-9', 'fic_1853_4303.txt-4467-15']
fixed	[1, 3, 4, 2]	0.39999999999999997	4	['news_1994_614359.txt-31-5', 'news_1985_671429.txt-20-24', 'fic_1987_23990.txt-44-12', 'news_1987_670107.txt-15-34']	['news_1994_614359.txt-31-5', 'fic_1987_23990.txt-44-12', 'news_1987_670107.txt-15-34', 'news_1985_671429.txt-20-24']
fixed	[3, 1, 2]	-0.5	4	['fic_2002_28174.txt-257-64', 'fic_1823_7249.txt-942-61', 'mag_2002_414884.txt-39-4']	['mag_2002_414884.txt-39-4', 'fic_2002_28174.txt-257-64', 'fic_1823_7249.txt-942-61']
fixed	[2, 1, 3]	0.5	2	['nf_1821_749178.txt-2092-9', 'nf_1820_753470.txt-2701-5', 'fic_1853_4303.txt-4467-15']	['nf_1820_753470.txt-2701-5', 'nf_1821_749178.txt-2092-9', 'fic_1853_4303.txt-4467-15']
fixed	[1, 2, 3]	1.0	0	['mag_2002_414884.txt-39-4', 'fic_2000_30562.txt-3-21', 'fic_1987_23990.txt-44-12']	['mag_2002_414884.txt-39-4', 'fic_2000_30562.txt-3-21', 'fic_1987_23990.txt-44-12']
fixed	[1, 3, 2]	0.5	2	['mag_1981_297437.txt-5-20', 'fic_1849_7230.txt-2372-16', 'nf_1841_747926.txt-651-45']	['mag_1981_297437.txt-5-20', 'nf_1841_747926.txt-651-45', 'fic_1849_7230.txt-2372-16']
fixed	[2, 3, 1]	-0.5	4	['fic_1985_10731.txt-8264-5', 'fic_1993_25028.txt-653-3', 'fic_1847_7194.txt-110-34']	['fic_1993_25028.txt-653-3', 'fic_1847_7194.txt-110-34', 'fic_1985_10731.txt-8264-5']
fixed	[2, 1, 3]	0.5	2	['nf_1854_750818.txt-2813-25', 'mag_1993_395881.txt-39-29', 'fic_1837_7358.txt-2123-38']	['mag_1993_395881.txt-39-29', 'nf_1854_750818.txt-2813-25', 'fic_1837_7358.txt-2123-38']
fixed	[2, 3, 1]	-0.5	4	['fic_1975_10598.txt-6073-22', 'mag_1999_403149.txt-73-11', 'fic_1835_7271.txt-1540-6']	['mag_1999_403149.txt-73-11', 'fic_1835_7271.txt-1540-6', 'fic_1975_10598.txt-6073-22']
fixed	[2, 1, 3, 4]	0.7999999999999999	2	['fic_1855_2965.txt-2059-5', 'nf_1854_750818.txt-2813-25', 'fic_1976_10617.txt-1820-0', 'nf_1976_774399.txt-105-7']	['nf_1854_750818.txt-2813-25', 'fic_1855_2965.txt-2059-5', 'fic_1976_10617.txt-1820-0', 'nf_1976_774399.txt-105-7']
fixed	[3, 2, 1]	-1.0	4	['nf_1841_747926.txt-651-45', 'mag_1851_525821.txt-323-0', 'mag_1981_297437.txt-5-20']	['mag_1981_297437.txt-5-20', 'mag_1851_525821.txt-323-0', 'nf_1841_747926.txt-651-45']
fixed	[3, 1, 4, 2]	0.0	6	['fic_1854_7764.txt-737-13', 'fic_1995_53078.txt-343-9', 'fic_1856_3447.txt-6732-16', 'news_1972_730361.txt-21-49']	['fic_1856_3447.txt-6732-16', 'fic_1854_7764.txt-737-13', 'news_1972_730361.txt-21-49', 'fic_1995_53078.txt-343-9']
fixed	[1, 2, 3]	1.0	0	['fic_1993_1040095.txt-1669-8', 'mag_1979_480129.txt-32-13', 'mag_1858_566917.txt-85-28']	['fic_1993_1040095.txt-1669-8', 'mag_1979_480129.txt-32-13', 'mag_1858_566917.txt-85-28']
fixed	[3, 1, 2]	-0.5	4	['fic_1995_53078.txt-343-9', 'mag_1981_297437.txt-5-20', 'nf_2005_775709.txt-39-19']	['nf_2005_775709.txt-39-19', 'fic_1995_53078.txt-343-9', 'mag_1981_297437.txt-5-20']
fixed	[1, 3, 2]	0.5	2	['mag_2006_397778.txt-93-8', 'fic_1823_7249.txt-942-61', 'news_1985_669476.txt-14-16']	['mag_2006_397778.txt-93-8', 'news_1985_669476.txt-14-16', 'fic_1823_7249.txt-942-61']
fixed	[1, 3, 4, 2]	0.39999999999999997	4	['fic_1851_1184.txt-816-10', 'nf_1836_748113.txt-2066-7', 'fic_1995_53078.txt-343-9', 'fic_1971_10544.txt-8885-5']	['fic_1851_1184.txt-816-10', 'fic_1995_53078.txt-343-9', 'fic_1971_10544.txt-8885-5', 'nf_1836_748113.txt-2066-7']
fixed	[1, 3, 4, 2]	0.39999999999999997	4	['news_1966_725407.txt-30-6', 'fic_1823_7249.txt-942-61', 'fic_1987_23990.txt-44-12', 'fic_1837_7358.txt-2123-38']	['news_1966_725407.txt-30-6', 'fic_1987_23990.txt-44-12', 'fic_1837_7358.txt-2123-38', 'fic_1823_7249.txt-942-61']
fixed	[1, 2, 4, 3]	0.7999999999999999	2	['fic_1853_4303.txt-4467-15', 'nf_1823_747803.txt-436-30', 'fic_1965_23823.txt-131-41', 'news_1972_730361.txt-21-49']	['fic_1853_4303.txt-4467-15', 'nf_1823_747803.txt-436-30', 'news_1972_730361.txt-21-49', 'fic_1965_23823.txt-131-41']
fixed	[2, 1, 3]	0.5	2	['fic_1971_10544.txt-8885-5', 'fic_1845_7316.txt-2581-17', 'fic_1965_23823.txt-131-41']	['fic_1845_7316.txt-2581-17', 'fic_1971_10544.txt-8885-5', 'fic_1965_23823.txt-131-41']
fixed	[1, 2, 3]	1.0	0	['mag_1827_553853.txt-237-20', 'fic_1971_10544.txt-8885-5', 'mag_1981_297437.txt-5-20']	['mag_1827_553853.txt-237-20', 'fic_1971_10544.txt-8885-5', 'mag_1981_297437.txt-5-20']
fixed	[1, 2, 3, 4]	1.0	0	['nf_2005_775709.txt-39-19', 'fic_1837_7358.txt-2123-38', 'news_1966_726006.txt-25-15', 'nf_1827_747521.txt-195-7']	['nf_2005_775709.txt-39-19', 'fic_1837_7358.txt-2123-38', 'news_1966_726006.txt-25-15', 'nf_1827_747521.txt-195-7']
fixed	[1, 3, 2]	0.5	2	['fic_1987_23990.txt-44-12', 'fic_1823_7249.txt-942-61', 'mag_1858_566917.txt-85-28']	['fic_1987_23990.txt-44-12', 'mag_1858_566917.txt-85-28', 'fic_1823_7249.txt-942-61']
fixed	[2, 3, 1]	-0.5	4	['fic_1965_23823.txt-131-41', 'fic_1849_7230.txt-2372-16', 'mag_1981_297437.txt-5-20']	['fic_1849_7230.txt-2372-16', 'mag_1981_297437.txt-5-20', 'fic_1965_23823.txt-131-41']
fixed	[1, 2, 3]	1.0	0	['fic_2001_45760.txt-1496-10', 'fic_2009_36542.txt-368-9', 'mag_1834_554263.txt-165-90']	['fic_2001_45760.txt-1496-10', 'fic_2009_36542.txt-368-9', 'mag_1834_554263.txt-165-90']
fixed	[3, 1, 2]	-0.5	4	['fic_2009_36429.txt-34-41', 'fic_1853_9040.txt-3170-14', 'news_2004_617201.txt-34-2']	['news_2004_617201.txt-34-2', 'fic_2009_36429.txt-34-41', 'fic_1853_9040.txt-3170-14']
fixed	[2, 1, 3]	0.5	2	['fic_1835_7328.txt-2745-25', 'fic_2009_36542.txt-368-9', 'mag_1834_554263.txt-165-90']	['fic_2009_36542.txt-368-9', 'fic_1835_7328.txt-2745-25', 'mag_1834_554263.txt-165-90']
fixed	[1, 3, 2]	0.5	2	['fic_1848_7193.txt-5670-15', 'news_2004_617201.txt-34-2', 'fic_2003_28322.txt-2-8']	['fic_1848_7193.txt-5670-15', 'fic_2003_28322.txt-2-8', 'news_2004_617201.txt-34-2']
fixed	[1, 2, 3, 4]	1.0	0	['fic_1844_7114.txt-1101-31', 'fic_2006_51206.txt-319-15', 'fic_2003_28322.txt-2-8', 'news_2004_617201.txt-34-2']	['fic_1844_7114.txt-1101-31', 'fic_2006_51206.txt-319-15', 'fic_2003_28322.txt-2-8', 'news_2004_617201.txt-34-2']
fixed	[1, 2, 4, 3]	0.7999999999999999	2	['mag_1848_524903.txt-319-4', 'nf_1855_747674.txt-193-12', 'fic_1853_3465.txt-99-8', 'fic_1988_780086.txt-3273-17']	['mag_1848_524903.txt-319-4', 'nf_1855_747674.txt-193-12', 'fic_1988_780086.txt-3273-17', 'fic_1853_3465.txt-99-8']
fixed	[1, 2, 3]	1.0	0	['fic_1971_782006.txt-553-8', 'fic_1994_16037.txt-2694-9', 'fic_1999_45409.txt-229-21']	['fic_1971_782006.txt-553-8', 'fic_1994_16037.txt-2694-9', 'fic_1999_45409.txt-229-21']
fixed	[1, 2, 3]	1.0	0	['fic_1996_54394.txt-2232-9', 'fic_1999_44469.txt-416-0', 'mag_1834_554263.txt-165-90']	['fic_1996_54394.txt-2232-9', 'fic_1999_44469.txt-416-0', 'mag_1834_554263.txt-165-90']
fixed	[2, 1, 3]	0.5	2	['fic_1996_54394.txt-2232-9', 'fic_1999_44469.txt-416-0', 'mag_1834_554263.txt-165-90']	['fic_1999_44469.txt-416-0', 'fic_1996_54394.txt-2232-9', 'mag_1834_554263.txt-165-90']
fixed	[2, 1, 3]	0.5	2	['mag_1848_524903.txt-319-4', 'mag_1834_554263.txt-165-90', 'fic_1996_54394.txt-549-18']	['mag_1834_554263.txt-165-90', 'mag_1848_524903.txt-319-4', 'fic_1996_54394.txt-549-18']
