	identifier1	identifier2	lemma	dataset	annotator2	annotator5	annotator4	annotator0	annotator1	annotator3	annotator6	annotator8	annotator9	annotator7	median_label	non_nan_count
399	2532889X_1955-11-26_01_036.tcf.xml-220-37	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de				4.0	4.0						4.0	2
400	2532889X_1955-11-26_01_036.tcf.xml-220-37	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de	2.0			2.0		2.0					2.0	3
401	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1956-11-06_01_007.tcf.xml-13-17	zersetzen	dwug_de					4.0	4.0					4.0	2
402	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1958-01-25_01_095.tcf.xml-87-29	zersetzen	dwug_de	4.0					4.0					4.0	2
403	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1958-11-05_01_013.tcf.xml-12-20	zersetzen	dwug_de	4.0			4.0	4.0						4.0	3
404	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1959-10-09_01_097.tcf.xml-57-15	zersetzen	dwug_de				2.0		2.0					2.0	2
407	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1966-12-11_01_233.tcf.xml-4-23	zersetzen	dwug_de				2.0		2.0					2.0	2
408	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1968-05-14_01_017.tcf.xml-3-49	zersetzen	dwug_de	4.0			4.0		4.0					4.0	3
409	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1969-04-19_01_193.tcf.xml-2-20	zersetzen	dwug_de	2.0				2.0						2.0	2
412	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1970-03-17_01_079.tcf.xml-19-15	zersetzen	dwug_de					4.0	4.0					4.0	2
415	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1972-09-23_01_175.tcf.xml-5-16	zersetzen	dwug_de				2.0	2.0	4.0					2.0	3
417	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1973-12-28_01_119.tcf.xml-5-34	zersetzen	dwug_de	2.0		3.0	4.0							3.0	3
419	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1976-11-20_01_219.tcf.xml-25-15	zersetzen	dwug_de	2.0			2.0	2.0						2.0	3
420	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1979-01-09_01_166.tcf.xml-17-1	zersetzen	dwug_de	4.0			4.0		3.0					4.0	3
421	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1981-02-18_01_108.tcf.xml-6-53	zersetzen	dwug_de					2.0	4.0	4.0				4.0	3
422	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1984-10-27_01_180.tcf.xml-1-11	zersetzen	dwug_de				2.0	2.0						2.0	2
425	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1989-09-09_01_213.tcf.xml-7-19	zersetzen	dwug_de	2.0			2.0	2.0						2.0	3
426	2532889X_1955-12-08_01_054.tcf.xml-14-10	2532889X_1990-08-31_01_211.tcf.xml-27-17	zersetzen	dwug_de	2.0					2.0					2.0	2
429	2532889X_1955-12-08_01_054.tcf.xml-14-10	26120215_1956_11_25_02_177.tcf.xml-15-18	zersetzen	dwug_de			2.0		2.0		3.0				2.0	3
430	2532889X_1955-12-08_01_054.tcf.xml-14-10	26120215_1957_10_24_01_021.tcf.xml-76-33	zersetzen	dwug_de	4.0			3.0							3.5	2
435	2532889X_1955-12-08_01_054.tcf.xml-14-10	26120215_1970_08_16_01_038.tcf.xml-40-25	zersetzen	dwug_de		3.0				4.0					3.5	2
437	2532889X_1955-12-08_01_054.tcf.xml-14-10	26120215_1973_07_08_01_244.tcf.xml-2-4	zersetzen	dwug_de	2.0			2.0							2.0	2
438	2532889X_1955-12-08_01_054.tcf.xml-14-10	26120215_1975_09_30_01_207.tcf.xml-23-63	zersetzen	dwug_de				3.0	2.0	3.0					3.0	3
439	2532889X_1955-12-08_01_054.tcf.xml-14-10	26120215_1981_10_20_01_064.tcf.xml-32-26	zersetzen	dwug_de				4.0		4.0					4.0	2
442	2532889X_1955-12-08_01_054.tcf.xml-14-10	26120215_1988_11_26_01_391.tcf.xml-6-6	zersetzen	dwug_de	2.0			2.0	2.0						2.0	3
444	2532889X_1955-12-08_01_054.tcf.xml-14-10	26120215_1990_04_28_01_478.tcf.xml-3-2	zersetzen	dwug_de	2.0			2.0	2.0						2.0	3
448	2532889X_1955-12-08_01_054.tcf.xml-14-10	beck_eisen02_1895-2517-58	zersetzen	dwug_de				2.0		2.0					2.0	2
450	2532889X_1955-12-08_01_054.tcf.xml-14-10	beck_eisen04_1899-6971-37	zersetzen	dwug_de	2.0			2.0							2.0	2
451	2532889X_1955-12-08_01_054.tcf.xml-14-10	brandes_naturlehre03_1832-3271-13	zersetzen	dwug_de	2.0			2.0							2.0	2
452	2532889X_1955-12-08_01_054.tcf.xml-14-10	brehm_thierleben04_1867-20795-21	zersetzen	dwug_de				2.0		2.0					2.0	2
453	2532889X_1955-12-08_01_054.tcf.xml-14-10	chamberlain_grundlagen02_1899-4790-26	zersetzen	dwug_de				4.0	3.0						3.5	2
454	2532889X_1955-12-08_01_054.tcf.xml-14-10	curtius_alterthum01_1875-2280-20	zersetzen	dwug_de			4.0	1.0		4.0					4.0	3
457	2532889X_1955-12-08_01_054.tcf.xml-14-10	dilthey_geisteswissenschaften_1883-4629-18	zersetzen	dwug_de	4.0				3.0	3.0					3.0	3
458	2532889X_1955-12-08_01_054.tcf.xml-14-10	ganswindt_faerberei_1889-7592-19	zersetzen	dwug_de	2.0				2.0	2.0					2.0	3
459	2532889X_1955-12-08_01_054.tcf.xml-14-10	gottschall_poetik_1858-5415-85	zersetzen	dwug_de	4.0				4.0	4.0					4.0	3
462	2532889X_1955-12-08_01_054.tcf.xml-14-10	hegel_phaenomenologie_1807-1346-11	zersetzen	dwug_de	4.0		4.0		3.0		3.0				3.5	4
466	2532889X_1955-12-08_01_054.tcf.xml-14-10	jhering_recht03_1865-194-80	zersetzen	dwug_de	4.0			3.0		4.0					4.0	3
467	2532889X_1955-12-08_01_054.tcf.xml-14-10	kerl_metallurgische_1866-1440-7	zersetzen	dwug_de	2.0	2.0	2.0		2.0	2.0	2.0				2.0	6
469	2532889X_1955-12-08_01_054.tcf.xml-14-10	kerl_metallurgische_1866-3147-17	zersetzen	dwug_de	2.0					2.0					2.0	2
472	2532889X_1955-12-08_01_054.tcf.xml-14-10	kerl_metallurgische_1866-7448-10	zersetzen	dwug_de	2.0				2.0	2.0					2.0	3
475	2532889X_1955-12-08_01_054.tcf.xml-14-10	ledebur_eisenhuettenkunde_1884-2649-16	zersetzen	dwug_de					2.0	2.0					2.0	2
476	2532889X_1955-12-08_01_054.tcf.xml-14-10	liebig_agricultur_1840-1742-66	zersetzen	dwug_de		2.0		2.0							2.0	2
479	2532889X_1955-12-08_01_054.tcf.xml-14-10	nn_oktavgfeo79_1828-3406-15	zersetzen	dwug_de	2.0		2.0	2.0			3.0				2.0	4
480	2532889X_1955-12-08_01_054.tcf.xml-14-10	quenstedt_mineralogie_1854-12985-4	zersetzen	dwug_de	2.0			2.0							2.0	2
481	2532889X_1955-12-08_01_054.tcf.xml-14-10	quenstedt_mineralogie_1854-6244-1	zersetzen	dwug_de	2.0				2.0	2.0					2.0	3
483	2532889X_1955-12-08_01_054.tcf.xml-14-10	schleiden_pflanze_1848-1508-22	zersetzen	dwug_de		2.0				2.0	3.0				2.0	3
484	2532889X_1955-12-08_01_054.tcf.xml-14-10	siemens_telegraphie_1866-211-23	zersetzen	dwug_de				2.0	2.0	2.0					2.0	3
485	2532889X_1955-12-08_01_054.tcf.xml-14-10	thaer_landwirthschaft02_1810-2627-11	zersetzen	dwug_de				2.0	2.0						2.0	2
486	2532889X_1955-12-08_01_054.tcf.xml-14-10	thaer_landwirthschaft02_1810-4102-27	zersetzen	dwug_de	2.0			3.0	2.0	2.0					2.0	4
491	2532889X_1955-12-08_01_054.tcf.xml-14-10	urbanitzky_electricitaet_1885-4651-33	zersetzen	dwug_de				2.0	2.0						2.0	2
503	2532889X_1956-03-01_01_023.tcf.xml-18-24	2532889X_1957-08-18_01_088.tcf.xml-44-12	zersetzen	dwug_de	4.0					4.0					4.0	2
512	2532889X_1956-11-06_01_007.tcf.xml-13-17	treviranus_biologie04_1814-4295-33	zersetzen	dwug_de	2.0			2.0	2.0	1.0					2.0	4
558	2532889X_1957-08-18_01_088.tcf.xml-44-12	2532889X_1966-04-17_01_023.tcf.xml-9-24	zersetzen	dwug_de	4.0			4.0	4.0						4.0	3
561	2532889X_1957-08-18_01_088.tcf.xml-44-12	2532889X_1978-07-22_01_205.tcf.xml-9-21	zersetzen	dwug_de	2.0			2.0							2.0	2
562	2532889X_1957-08-18_01_088.tcf.xml-44-12	2532889X_1984-10-27_01_180.tcf.xml-1-11	zersetzen	dwug_de	2.0					2.0					2.0	2
563	2532889X_1957-08-18_01_088.tcf.xml-44-12	2532889X_1987-10-24_01_365.tcf.xml-5-1	zersetzen	dwug_de	2.0					2.0					2.0	2
564	2532889X_1957-08-18_01_088.tcf.xml-44-12	26120215_1955_12_17_01_303.tcf.xml-41-23	zersetzen	dwug_de	3.0					4.0					3.5	2
565	2532889X_1957-08-18_01_088.tcf.xml-44-12	26120215_1956_11_25_02_177.tcf.xml-15-18	zersetzen	dwug_de	3.0	2.0		2.0	2.0	2.0	3.0				2.0	6
566	2532889X_1957-08-18_01_088.tcf.xml-44-12	26120215_1969_10_16_01_070.tcf.xml-6-42	zersetzen	dwug_de	4.0				4.0	3.0					4.0	3
567	2532889X_1957-08-18_01_088.tcf.xml-44-12	26120215_1970_09_13_01_522.tcf.xml-11-11	zersetzen	dwug_de	2.0				2.0	2.0	1.0				2.0	4
570	2532889X_1957-08-18_01_088.tcf.xml-44-12	dilthey_geisteswissenschaften_1883-4629-18	zersetzen	dwug_de					4.0	3.0					3.5	2
571	2532889X_1957-08-18_01_088.tcf.xml-44-12	ganswindt_faerberei_1889-7592-19	zersetzen	dwug_de					2.0	2.0					2.0	2
575	2532889X_1957-08-18_01_088.tcf.xml-44-12	kerl_metallurgische_1866-7448-10	zersetzen	dwug_de	3.0			2.0	2.0	2.0					2.0	4
576	2532889X_1957-08-18_01_088.tcf.xml-44-12	ledebur_eisenhuettenkunde_1884-1845-36	zersetzen	dwug_de	2.0			2.0							2.0	2
578	2532889X_1957-08-18_01_088.tcf.xml-44-12	patzig_msgermfol841842_1828-4674-1	zersetzen	dwug_de					2.0	2.0					2.0	2
580	2532889X_1957-08-18_01_088.tcf.xml-44-12	quenstedt_mineralogie_1854-7983-7	zersetzen	dwug_de	2.0			2.0	2.0	2.0					2.0	4
582	2532889X_1957-08-18_01_088.tcf.xml-44-12	samter_erfindungen_1896-8919-24	zersetzen	dwug_de	2.0				2.0						2.0	2
583	2532889X_1957-08-18_01_088.tcf.xml-44-12	thaer_landwirthschaft02_1810-2627-11	zersetzen	dwug_de	2.0			2.0		2.0					2.0	3
584	2532889X_1957-08-18_01_088.tcf.xml-44-12	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de	3.0		2.0	3.0	2.0		3.0				3.0	5
586	2532889X_1957-08-18_01_088.tcf.xml-44-12	thaer_landwirthschaft04_1812-2451-11	zersetzen	dwug_de				2.0		2.0					2.0	2
588	2532889X_1958-01-25_01_095.tcf.xml-87-29	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de	4.0				3.0						3.5	2
591	2532889X_1958-01-25_01_095.tcf.xml-87-29	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de	2.0			2.0							2.0	2
595	2532889X_1958-11-05_01_013.tcf.xml-12-20	26120215_1968_11_26_01_253.tcf.xml-4-17	zersetzen	dwug_de				4.0		4.0					4.0	2
596	2532889X_1958-11-05_01_013.tcf.xml-12-20	kerl_metallurgische_1866-7448-10	zersetzen	dwug_de					2.0	2.0					2.0	2
610	2532889X_1959-10-09_01_097.tcf.xml-57-15	beck_eisen02_1895-2517-58	zersetzen	dwug_de		2.0	4.0								3.0	2
613	2532889X_1959-10-09_01_097.tcf.xml-57-15	samter_erfindungen_1896-12317-16	zersetzen	dwug_de				4.0	4.0						4.0	2
645	2532889X_1960-07-06_01_172.tcf.xml-206-17	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de	4.0				4.0						4.0	2
653	2532889X_1961-05-15_01_041.tcf.xml-98-27	treviranus_biologie04_1814-4295-33	zersetzen	dwug_de				2.0		2.0					2.0	2
855	2532889X_1966-04-17_01_023.tcf.xml-9-24	2532889X_1969-08-20_01_110.tcf.xml-64-28	zersetzen	dwug_de	4.0				4.0						4.0	2
867	2532889X_1966-11-18_01_119.tcf.xml-7-29	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de	4.0			4.0	4.0	4.0					4.0	4
868	2532889X_1966-11-18_01_119.tcf.xml-7-29	26120215_1987_02_07_01_156.tcf.xml-13-10	zersetzen	dwug_de	2.0				2.0		3.0				2.0	3
870	2532889X_1966-11-18_01_119.tcf.xml-7-29	beck_eisen02_1895-2517-58	zersetzen	dwug_de			2.0			2.0					2.0	2
872	2532889X_1966-12-11_01_233.tcf.xml-4-23	2532889X_1978-07-22_01_205.tcf.xml-9-21	zersetzen	dwug_de					4.0	4.0	4.0				4.0	3
875	2532889X_1966-12-11_01_233.tcf.xml-4-23	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de	2.0			2.0	2.0	3.0					2.0	4
878	2532889X_1966-12-11_01_233.tcf.xml-4-23	baumstark_encyclopaedie_1835-4445-7	zersetzen	dwug_de			4.0		4.0						4.0	2
883	2532889X_1966-12-11_01_233.tcf.xml-4-23	paul_katzenberger01_1809-1358-66	zersetzen	dwug_de				4.0		4.0					4.0	2
886	2532889X_1966-12-11_01_233.tcf.xml-4-23	thaer_landwirthschaft04_1812-2451-11	zersetzen	dwug_de					4.0	4.0	3.0				4.0	3
887	2532889X_1966-12-11_01_233.tcf.xml-4-23	urbanitzky_electricitaet_1885-8670-27	zersetzen	dwug_de		4.0	4.0								4.0	2
888	2532889X_1966-12-23_01_112.tcf.xml-36-27	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de				4.0	4.0						4.0	2
890	2532889X_1966-12-23_01_112.tcf.xml-36-27	kerl_metallurgische_1866-7448-10	zersetzen	dwug_de	2.0			2.0	2.0	2.0					2.0	4
923	2532889X_1968-05-14_01_017.tcf.xml-3-49	quenstedt_mineralogie_1854-13504-9	zersetzen	dwug_de					2.0	2.0					2.0	2
932	2532889X_1968-10-07_01_198.tcf.xml-210-35	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de	2.0			2.0	2.0						2.0	3
934	2532889X_1968-10-26_01_124.tcf.xml-94-17	26120215_1968_09_13_01_018.tcf.xml-40-31	zersetzen	dwug_de				2.0		2.0					2.0	2
938	2532889X_1968-10-26_01_124.tcf.xml-94-17	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de		4.0			4.0						4.0	2
947	2532889X_1969-04-19_01_193.tcf.xml-2-20	baumstark_encyclopaedie_1835-4301-17	zersetzen	dwug_de			4.0			4.0					4.0	2
954	2532889X_1969-06-21_01_297.tcf.xml-24-18	brehm_thierleben03_1866-13960-9	zersetzen	dwug_de			2.0		2.0						2.0	2
955	2532889X_1969-06-21_01_297.tcf.xml-24-18	dilthey_geisteswissenschaften_1883-1341-83	zersetzen	dwug_de					3.0	3.0					3.0	2
971	2532889X_1970-03-17_01_079.tcf.xml-19-15	2532889X_1976-11-13_01_450.tcf.xml-16-15	zersetzen	dwug_de					2.0	2.0					2.0	2
980	2532889X_1970-12-14_01_109.tcf.xml-24-19	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de				4.0	4.0	4.0					4.0	3
981	2532889X_1970-12-14_01_109.tcf.xml-24-19	quenstedt_mineralogie_1854-13504-9	zersetzen	dwug_de	2.0			2.0							2.0	2
985	2532889X_1971-08-09_01_029.tcf.xml-6-8	thaer_landwirthschaft02_1810-4483-15	zersetzen	dwug_de		4.0	4.0								4.0	2
989	2532889X_1971-08-13_01_075.tcf.xml-9-16	dilthey_geisteswissenschaften_1883-1341-83	zersetzen	dwug_de				3.0	3.0						3.0	2
1078	2532889X_1972-09-23_01_175.tcf.xml-5-16	2532889X_1976-11-20_01_219.tcf.xml-25-15	zersetzen	dwug_de			4.0				4.0				4.0	2
1081	2532889X_1972-09-23_01_175.tcf.xml-5-16	humboldt_aequinoktial02_1859-988-24	zersetzen	dwug_de				3.0	4.0						3.5	2
1082	2532889X_1972-09-23_01_175.tcf.xml-5-16	paul_katzenberger01_1809-1358-66	zersetzen	dwug_de			4.0		3.0	3.0					3.0	3
1087	2532889X_1972-12-21_01_183.tcf.xml-52-16	26120215_1956_11_25_02_177.tcf.xml-15-18	zersetzen	dwug_de					2.0	2.0	3.0				2.0	3
1088	2532889X_1972-12-21_01_183.tcf.xml-52-16	26120215_1970_08_16_01_038.tcf.xml-40-25	zersetzen	dwug_de					4.0	4.0					4.0	2
1112	2532889X_1973-07-12_01_153.tcf.xml-60-34	humboldt_aequinoktial02_1859-988-24	zersetzen	dwug_de		1.0	2.0			4.0					2.0	3
1114	2532889X_1973-07-12_01_153.tcf.xml-60-34	quenstedt_mineralogie_1854-7983-7	zersetzen	dwug_de					2.0	2.0					2.0	2
1115	2532889X_1973-08-09_01_122.tcf.xml-5-21	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de				4.0		4.0					4.0	2
1116	2532889X_1973-08-09_01_122.tcf.xml-5-21	lasswitz_seife_1890-606-28	zersetzen	dwug_de					2.0	2.0					2.0	2
1175	2532889X_1976-11-13_01_450.tcf.xml-16-15	kerl_metallurgische_1866-7448-10	zersetzen	dwug_de	4.0			4.0		4.0					4.0	3
1176	2532889X_1976-11-13_01_450.tcf.xml-16-15	siemens_abhandlungen_1881-408-21	zersetzen	dwug_de		3.0			4.0						3.5	2
1181	2532889X_1976-11-20_01_219.tcf.xml-25-15	26120215_1949_09_03_01_046.tcf.xml-6-2	zersetzen	dwug_de			2.0			2.0	3.0				2.0	3
1182	2532889X_1976-11-20_01_219.tcf.xml-25-15	26120215_1983_06_04_01_467.tcf.xml-21-10	zersetzen	dwug_de		3.0			4.0	4.0					4.0	3
1183	2532889X_1976-11-20_01_219.tcf.xml-25-15	baumstark_encyclopaedie_1835-4445-7	zersetzen	dwug_de		3.0				4.0					3.5	2
1184	2532889X_1976-11-20_01_219.tcf.xml-25-15	carus_psyche_1846-1790-25	zersetzen	dwug_de			4.0			4.0					4.0	2
1185	2532889X_1976-11-20_01_219.tcf.xml-25-15	ganswindt_faerberei_1889-7592-19	zersetzen	dwug_de			4.0			4.0					4.0	2
1191	2532889X_1976-11-20_01_219.tcf.xml-25-15	quenstedt_mineralogie_1854-7202-21	zersetzen	dwug_de					4.0		4.0				4.0	2
1192	2532889X_1976-11-20_01_219.tcf.xml-25-15	sachs_botanik_1875-3854-12	zersetzen	dwug_de			4.0		4.0						4.0	2
1194	2532889X_1976-11-20_01_219.tcf.xml-25-15	siemens_telegraphie_1866-211-23	zersetzen	dwug_de			4.0		4.0						4.0	2
1196	2532889X_1976-11-20_01_219.tcf.xml-25-15	urbanitzky_electricitaet_1885-4589-11	zersetzen	dwug_de		4.0				4.0					4.0	2
1254	2532889X_1978-07-22_01_205.tcf.xml-9-21	brandes_naturlehre02_1831-517-41	zersetzen	dwug_de						4.0	4.0				4.0	2
1256	2532889X_1978-07-22_01_205.tcf.xml-9-21	lasswitz_seife_1890-606-28	zersetzen	dwug_de		2.0					4.0			2.0	2.0	3
1257	2532889X_1978-07-22_01_205.tcf.xml-9-21	quenstedt_mineralogie_1854-7983-7	zersetzen	dwug_de		3.0					4.0				3.5	2
1258	2532889X_1978-07-22_01_205.tcf.xml-9-21	wagner_zukunft_1850-798-58	zersetzen	dwug_de			2.0	3.0						2.0	2.0	3
1265	2532889X_1979-01-09_01_166.tcf.xml-17-1	26120215_1956_11_25_02_177.tcf.xml-15-18	zersetzen	dwug_de	2.0		2.0	3.0	2.0	2.0					2.0	5
1286	2532889X_1981-02-18_01_108.tcf.xml-6-53	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de	4.0					3.0					3.5	2
1288	2532889X_1981-02-18_01_108.tcf.xml-6-53	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de				2.0		2.0					2.0	2
1392	2532889X_1984-10-27_01_180.tcf.xml-1-11	quenstedt_mineralogie_1854-12985-4	zersetzen	dwug_de			4.0				4.0				4.0	2
1393	2532889X_1984-10-27_01_180.tcf.xml-1-11	thaer_landwirthschaft02_1810-2279-27	zersetzen	dwug_de		3.0	4.0								3.5	2
1449	2532889X_1986-04-05_01_411.tcf.xml-34-14	beck_eisen02_1895-2517-58	zersetzen	dwug_de		2.0			3.0		2.0				2.0	3
1451	2532889X_1986-04-05_01_411.tcf.xml-34-14	quenstedt_mineralogie_1854-11674-36	zersetzen	dwug_de		2.0			4.0	4.0					4.0	3
1518	2532889X_1987-10-24_01_365.tcf.xml-5-1	kerl_metallurgische_1866-7448-10	zersetzen	dwug_de					4.0	4.0					4.0	2
1521	2532889X_1987-10-24_01_365.tcf.xml-5-1	thaer_landwirthschaft02_1810-3149-27	zersetzen	dwug_de			4.0				4.0				4.0	2
1552	2532889X_1989-09-09_01_213.tcf.xml-7-19	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de	2.0				2.0						2.0	2
1554	2532889X_1989-09-09_01_213.tcf.xml-7-19	humboldt_aequinoktial01_1859-3347-78	zersetzen	dwug_de		3.0	4.0								3.5	2
1555	2532889X_1989-09-09_01_213.tcf.xml-7-19	lasswitz_seife_1890-606-28	zersetzen	dwug_de	4.0		3.0	4.0							4.0	3
1556	2532889X_1989-09-09_01_213.tcf.xml-7-19	quenstedt_mineralogie_1854-12985-4	zersetzen	dwug_de			4.0		3.0						3.5	2
1559	2532889X_1989-09-18_01_176.tcf.xml-8-14	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de	4.0					4.0					4.0	2
1594	2532889X_1990-08-31_01_211.tcf.xml-27-17	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de	2.0			2.0		2.0					2.0	3
1596	2532889X_1990-08-31_01_211.tcf.xml-27-17	baumstark_encyclopaedie_1835-4445-7	zersetzen	dwug_de		3.0	4.0			4.0					4.0	3
1597	2532889X_1990-08-31_01_211.tcf.xml-27-17	quenstedt_mineralogie_1854-11674-36	zersetzen	dwug_de		2.0								3.0	2.5	2
1598	2532889X_1990-08-31_01_211.tcf.xml-27-17	samter_erfindungen_1896-12317-16	zersetzen	dwug_de					4.0	4.0					4.0	2
1643	26120215_1948_09_11_01_125.tcf.xml-151-10	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de				4.0		4.0					4.0	2
1644	26120215_1948_09_11_01_125.tcf.xml-151-10	26120215_1987_02_07_01_156.tcf.xml-13-10	zersetzen	dwug_de	2.0		2.0	2.0	2.0	2.0					2.0	5
1650	26120215_1949_09_03_01_046.tcf.xml-6-2	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de		3.0			3.0	3.0	2.0			2.0	3.0	5
1651	26120215_1949_09_03_01_046.tcf.xml-6-2	26120215_1990_04_28_01_478.tcf.xml-3-2	zersetzen	dwug_de		2.0		2.0		2.0					2.0	3
1652	26120215_1949_09_03_01_046.tcf.xml-6-2	baumstark_encyclopaedie_1835-4445-7	zersetzen	dwug_de					2.0	2.0					2.0	2
1654	26120215_1949_09_03_01_046.tcf.xml-6-2	hegel_phaenomenologie_1807-1346-11	zersetzen	dwug_de				3.0		3.0					3.0	2
1655	26120215_1949_09_03_01_046.tcf.xml-6-2	marx_kapital01_1867-5268-10	zersetzen	dwug_de				2.0		3.0					2.5	2
1658	26120215_1949_09_03_01_046.tcf.xml-6-2	thaer_landwirthschaft02_1810-2270-31	zersetzen	dwug_de				2.0		2.0					2.0	2
1660	26120215_1949_09_03_01_046.tcf.xml-6-2	thaer_landwirthschaft02_1810-3602-12	zersetzen	dwug_de					2.0	2.0					2.0	2
1666	26120215_1949_11_26_01_020.tcf.xml-10-28	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de	4.0					4.0					4.0	2
1743	26120215_1956_03_04_02_033.tcf.xml-29-63	brehm_thierleben03_1866-13960-9	zersetzen	dwug_de						4.0	4.0				4.0	2
1746	26120215_1956_03_04_02_033.tcf.xml-29-63	wundt_medizinische_1867-8117-25	zersetzen	dwug_de					3.0	4.0					3.5	2
1776	26120215_1956_11_25_02_177.tcf.xml-15-18	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de	3.0		2.0	2.0	2.0	2.0	3.0				2.0	6
1778	26120215_1956_11_25_02_177.tcf.xml-15-18	avelallemant_gaunerthum03_1862-946-47	zersetzen	dwug_de	2.0		2.0				3.0				2.0	3
1779	26120215_1956_11_25_02_177.tcf.xml-15-18	brandes_naturlehre03_1832-1749-21	zersetzen	dwug_de	4.0				4.0	4.0					4.0	3
1780	26120215_1956_11_25_02_177.tcf.xml-15-18	darwin_pflanzen_1876-4967-52	zersetzen	dwug_de				4.0		4.0					4.0	2
1781	26120215_1956_11_25_02_177.tcf.xml-15-18	gottschall_poetik_1858-5415-85	zersetzen	dwug_de				2.0	2.0		1.0				2.0	3
1782	26120215_1956_11_25_02_177.tcf.xml-15-18	liebig_agricultur_1840-1742-66	zersetzen	dwug_de	4.0				4.0	4.0					4.0	3
1785	26120215_1956_11_25_02_177.tcf.xml-15-18	nn_oktavgfeo79_1828-3406-15	zersetzen	dwug_de	4.0				4.0	4.0					4.0	3
1786	26120215_1956_11_25_02_177.tcf.xml-15-18	quenstedt_mineralogie_1854-13504-9	zersetzen	dwug_de					3.0	4.0	4.0				4.0	3
1787	26120215_1956_11_25_02_177.tcf.xml-15-18	quenstedt_mineralogie_1854-5781-5	zersetzen	dwug_de				4.0	4.0						4.0	2
1788	26120215_1956_11_25_02_177.tcf.xml-15-18	quenstedt_mineralogie_1854-7983-7	zersetzen	dwug_de				4.0	4.0	4.0	4.0				4.0	4
1790	26120215_1956_11_25_02_177.tcf.xml-15-18	siemens_telegraphie_1866-211-23	zersetzen	dwug_de	4.0			4.0	4.0	4.0					4.0	4
1812	26120215_1957_10_24_01_021.tcf.xml-76-33	26120215_1961_02_02_01_067.tcf.xml-19-12	zersetzen	dwug_de		2.0	4.0	2.0		3.0	2.0				2.0	5
1813	26120215_1957_10_24_01_021.tcf.xml-76-33	lasswitz_seife_1890-606-28	zersetzen	dwug_de	2.0			3.0	2.0						2.0	3
1825	26120215_1960_06_02_01_197.tcf.xml-33-20	quenstedt_mineralogie_1854-11674-36	zersetzen	dwug_de	2.0					2.0					2.0	2
1834	26120215_1961_02_02_01_067.tcf.xml-19-12	26120215_1968_09_13_01_018.tcf.xml-40-31	zersetzen	dwug_de	4.0				4.0						4.0	2
1835	26120215_1961_02_02_01_067.tcf.xml-19-12	26120215_1968_10_07_01_194.tcf.xml-98-35	zersetzen	dwug_de				4.0	4.0						4.0	2
1838	26120215_1961_02_02_01_067.tcf.xml-19-12	26120215_1970_08_16_01_038.tcf.xml-40-25	zersetzen	dwug_de				4.0	4.0						4.0	2
1839	26120215_1961_02_02_01_067.tcf.xml-19-12	26120215_1970_09_13_01_522.tcf.xml-11-11	zersetzen	dwug_de		2.0	2.0			2.0	3.0				2.0	4
