	identifier1	identifier2	lemma	dataset	annotator2	annotator5	annotator4	annotator0	annotator1	annotator3	annotator6	annotator8	annotator9	annotator7	median_label	non_nan_count
352	2532889X_1986-12-30_01_048.tcf.xml-58-32	baumstark_encyclopaedie_1835-3530-19	abbauen	dwug_de					2.0	2.0					2.0	2
353	2532889X_1986-12-30_01_048.tcf.xml-58-32	beck_eisen01_1884-8131-33	abbauen	dwug_de				2.0		2.0					2.0	2
354	2532889X_1986-12-30_01_048.tcf.xml-58-32	beck_eisen02_1895-13263-28	abbauen	dwug_de	2.0					2.0					2.0	2
355	2532889X_1986-12-30_01_048.tcf.xml-58-32	beck_eisen02_1895-18933-5	abbauen	dwug_de	2.0					2.0					2.0	2
357	2532889X_1986-12-30_01_048.tcf.xml-58-32	beck_eisen02_1895-19646-33	abbauen	dwug_de	2.0			2.0							2.0	2
358	2532889X_1986-12-30_01_048.tcf.xml-58-32	beck_eisen02_1895-19648-14	abbauen	dwug_de	2.0				2.0						2.0	2
360	2532889X_1986-12-30_01_048.tcf.xml-58-32	beck_eisen03_1897-15223-9	abbauen	dwug_de				2.0	2.0						2.0	2
361	2532889X_1986-12-30_01_048.tcf.xml-58-32	beck_eisen03_1897-15224-3	abbauen	dwug_de					2.0	2.0					2.0	2
362	2532889X_1986-12-30_01_048.tcf.xml-58-32	beck_eisen03_1897-17058-5	abbauen	dwug_de				2.0	2.0						2.0	2
363	2532889X_1986-12-30_01_048.tcf.xml-58-32	berg_ostasien04_1873-4792-15	abbauen	dwug_de	2.0				2.0						2.0	2
366	2532889X_1986-12-30_01_048.tcf.xml-58-32	humboldt_aequinoktial03_1859-726-26	abbauen	dwug_de				2.0		2.0					2.0	2
367	2532889X_1986-12-30_01_048.tcf.xml-58-32	humboldt_aequinoktial04_1859-3573-22	abbauen	dwug_de		2.0	1.0		2.0	2.0					2.0	4
368	2532889X_1986-12-30_01_048.tcf.xml-58-32	humboldt_bogota_1853-228-17	abbauen	dwug_de			1.0		4.0	1.0					1.0	3
369	2532889X_1986-12-30_01_048.tcf.xml-58-32	humboldt_gutachten_1838-60-41	abbauen	dwug_de	2.0				2.0						2.0	2
372	2532889X_1986-12-30_01_048.tcf.xml-58-32	quenstedt_mineralogie_1854-11664-6	abbauen	dwug_de					2.0	1.0					1.5	2
374	2532889X_1986-12-30_01_048.tcf.xml-58-32	quenstedt_mineralogie_1854-14140-32	abbauen	dwug_de	2.0		1.0	2.0							2.0	3
375	2532889X_1986-12-30_01_048.tcf.xml-58-32	quenstedt_mineralogie_1854-14153-23	abbauen	dwug_de	2.0					2.0					2.0	2
376	2532889X_1986-12-30_01_048.tcf.xml-58-32	urbanitzky_electricitaet_1885-14714-7	abbauen	dwug_de			1.0		2.0	2.0					2.0	3
377	2532889X_1987-03-18_01_013.tcf.xml-25-46	26120215_1990_07_28_01_810.tcf.xml-15-12	abbauen	dwug_de	2.0	4.0			4.0						4.0	3
381	2532889X_1987-11-27_01_026.tcf.xml-8-26	26120215_1970_07_23_01_183.tcf.xml-22-11	abbauen	dwug_de				2.0	2.0	3.0					2.0	3
382	2532889X_1987-11-27_01_026.tcf.xml-8-26	26120215_1974_02_16_01_247.tcf.xml-4-30	abbauen	dwug_de				4.0	3.0						3.5	2
383	2532889X_1987-11-27_01_026.tcf.xml-8-26	26120215_1979_07_18_01_037.tcf.xml-75-26	abbauen	dwug_de					2.0	3.0					2.5	2
384	2532889X_1987-11-27_01_026.tcf.xml-8-26	26120215_1984_11_18_01_041.tcf.xml-9-21	abbauen	dwug_de		4.0				4.0					4.0	2
388	2532889X_1987-11-27_01_026.tcf.xml-8-26	beck_eisen03_1897-15223-9	abbauen	dwug_de			2.0	3.0	3.0	2.0				2.0	2.0	5
392	2532889X_1987-11-27_01_026.tcf.xml-8-26	lehnert_seehaefen01_1891-4737-54	abbauen	dwug_de	4.0		1.0		2.0		2.0				2.0	4
394	2532889X_1987-12-23_01_055.tcf.xml-32-12	beck_eisen02_1895-703-21	abbauen	dwug_de	2.0			3.0		1.0					2.0	3
395	2532889X_1988-03-25_01_045.tcf.xml-6-23	humboldt_bogota_1853-257-34	abbauen	dwug_de			1.0	2.0	3.0		3.0				2.5	4
396	2532889X_1988-04-05_01_089.tcf.xml-26-45	26120215_1982_01_30_01_155.tcf.xml-21-5	abbauen	dwug_de		4.0				4.0					4.0	2
397	2532889X_1988-04-05_01_089.tcf.xml-26-45	26120215_1990_07_28_01_810.tcf.xml-15-12	abbauen	dwug_de	4.0					3.0					3.5	2
398	2532889X_1988-10-01_01_582.tcf.xml-5-13	beck_eisen02_1895-1381-74	abbauen	dwug_de	2.0			4.0	4.0						4.0	3
402	2532889X_1989-04-10_01_050.tcf.xml-50-50	humboldt_gutachten_1838-109-17	abbauen	dwug_de	3.0				2.0	2.0					2.0	3
403	2532889X_1989-05-27_01_118.tcf.xml-19-9	26120215_1956_09_28_01_084.tcf.xml-4-19	abbauen	dwug_de				2.0	2.0	2.0					2.0	3
409	2532889X_1989-12-21_01_041.tcf.xml-17-12	humboldt_bogota_1853-257-34	abbauen	dwug_de		2.0	1.0		2.0	2.0					2.0	4
410	2532889X_1990-04-26_01_220.tcf.xml-8-7	26120215_1970_07_23_01_183.tcf.xml-22-11	abbauen	dwug_de	3.0					3.0					3.0	2
412	2532889X_1990-04-28_01_305.tcf.xml-4-29	26120215_1966_02_09_01_027.tcf.xml-55-17	abbauen	dwug_de					4.0		3.0				3.5	2
413	2532889X_1990-04-28_01_305.tcf.xml-4-29	humboldt_aequinoktial02_1859-3475-27	abbauen	dwug_de				2.0		2.0					2.0	2
415	2532889X_1990-05-09_01_014.tcf.xml-6-18	26120215_1990_07_28_01_810.tcf.xml-15-12	abbauen	dwug_de					3.0	3.0					3.0	2
419	26120215_1946_05_09_01_023.tcf.xml-24-10	26120215_1990_07_28_01_810.tcf.xml-15-12	abbauen	dwug_de			2.0	2.0		2.0					2.0	3
421	26120215_1947_10_29_01_105.tcf.xml-3-18	beck_eisen02_1895-1381-74	abbauen	dwug_de	4.0					3.0					3.5	2
425	26120215_1947_11_18_01_017.tcf.xml-3-16	humboldt_bogota_1853-257-34	abbauen	dwug_de	4.0		2.0		2.0						2.0	3
430	26120215_1955_07_30_01_004.tcf.xml-20-38	baumstark_encyclopaedie_1835-3530-19	abbauen	dwug_de					2.0		2.0				2.0	2
431	26120215_1955_07_30_01_004.tcf.xml-20-38	beck_eisen02_1895-1381-74	abbauen	dwug_de	4.0			2.0		1.0					2.0	3
434	26120215_1955_07_30_01_004.tcf.xml-20-38	peschel_voelkerkunde_1874-3546-43	abbauen	dwug_de		2.0			2.0		2.0				2.0	3
437	26120215_1956_09_28_01_084.tcf.xml-4-19	26120215_1970_07_23_01_183.tcf.xml-22-11	abbauen	dwug_de	4.0				4.0						4.0	2
442	26120215_1956_09_28_01_084.tcf.xml-4-19	26120215_1984_11_18_01_041.tcf.xml-9-21	abbauen	dwug_de	3.0		2.0				2.0				2.0	3
443	26120215_1956_09_28_01_084.tcf.xml-4-19	26120215_1985_03_06_01_091.tcf.xml-14-8	abbauen	dwug_de	4.0				4.0						4.0	2
446	26120215_1956_09_28_01_084.tcf.xml-4-19	beck_eisen01_1884-1203-25	abbauen	dwug_de				3.0	2.0						2.5	2
447	26120215_1956_09_28_01_084.tcf.xml-4-19	beck_eisen01_1884-8131-33	abbauen	dwug_de				2.0	3.0	2.0					2.0	3
449	26120215_1956_09_28_01_084.tcf.xml-4-19	beck_eisen03_1897-17045-9	abbauen	dwug_de	2.0		1.0	2.0							2.0	3
450	26120215_1956_09_28_01_084.tcf.xml-4-19	berg_ostasien04_1873-4058-13	abbauen	dwug_de				2.0	2.0	2.0					2.0	3
451	26120215_1956_09_28_01_084.tcf.xml-4-19	humboldt_aequinoktial02_1859-3475-27	abbauen	dwug_de	3.0			2.0	2.0						2.0	3
452	26120215_1956_09_28_01_084.tcf.xml-4-19	humboldt_gutachten_1838-109-17	abbauen	dwug_de	3.0			2.0	2.0	2.0					2.0	4
453	26120215_1956_09_28_01_084.tcf.xml-4-19	ledebur_eisenhuettenkunde_1884-9090-10	abbauen	dwug_de	2.0			2.0	2.0	2.0					2.0	4
454	26120215_1956_09_28_01_084.tcf.xml-4-19	peschel_voelkerkunde_1874-3546-36	abbauen	dwug_de				2.0	2.0						2.0	2
455	26120215_1956_09_28_01_084.tcf.xml-4-19	quenstedt_mineralogie_1854-14153-23	abbauen	dwug_de	2.0			2.0							2.0	2
457	26120215_1960_05_12_01_117.tcf.xml-12-4	humboldt_aequinoktial02_1859-3475-27	abbauen	dwug_de	2.0			2.0		2.0					2.0	3
459	26120215_1962_01_05_01_035.tcf.xml-141-16	beck_eisen02_1895-1009-4	abbauen	dwug_de				2.0	2.0						2.0	2
460	26120215_1963_04_07_01_034.tcf.xml-54-28	humboldt_aequinoktial02_1859-3475-27	abbauen	dwug_de	2.0			2.0	2.0	2.0					2.0	4
467	26120215_1966_04_29_01_295.tcf.xml-3-18	26120215_1984_11_18_01_041.tcf.xml-9-21	abbauen	dwug_de				2.0	2.0						2.0	2
468	26120215_1967_06_02_01_258.tcf.xml-7-3	26120215_1978_06_09_01_160.tcf.xml-6-24	abbauen	dwug_de				2.0	2.0						2.0	2
469	26120215_1967_06_02_01_258.tcf.xml-7-3	26120215_1979_07_18_01_037.tcf.xml-75-26	abbauen	dwug_de		3.0				4.0					3.5	2
470	26120215_1967_06_02_01_258.tcf.xml-7-3	26120215_1981_07_08_01_073.tcf.xml-4-23	abbauen	dwug_de					2.0	2.0					2.0	2
477	26120215_1967_06_02_01_258.tcf.xml-7-3	beck_eisen02_1895-1381-74	abbauen	dwug_de	4.0				2.0	2.0					2.0	3
478	26120215_1967_06_02_01_258.tcf.xml-7-3	beck_eisen02_1895-19457-11	abbauen	dwug_de		2.0				1.0					1.5	2
480	26120215_1967_06_02_01_258.tcf.xml-7-3	berg_ostasien04_1873-4058-13	abbauen	dwug_de				4.0	3.0						3.5	2
481	26120215_1967_06_02_01_258.tcf.xml-7-3	berg_ostasien04_1873-4792-15	abbauen	dwug_de			3.0			4.0	4.0				4.0	3
482	26120215_1967_06_02_01_258.tcf.xml-7-3	gerstner_mechanik03_1834-8939-9	abbauen	dwug_de		3.0								2.0	2.5	2
483	26120215_1968_01_24_01_005.tcf.xml-140-27	26120215_1984_11_18_01_041.tcf.xml-9-21	abbauen	dwug_de	2.0			3.0		2.0					2.0	3
488	26120215_1970_07_23_01_183.tcf.xml-22-11	26120215_1984_11_18_01_041.tcf.xml-9-21	abbauen	dwug_de		2.0		3.0	2.0	4.0	2.0				2.0	5
489	26120215_1970_07_23_01_183.tcf.xml-22-11	26120215_1990_08_21_01_363.tcf.xml-5-26	abbauen	dwug_de	4.0			3.0							3.5	2
491	26120215_1970_07_23_01_183.tcf.xml-22-11	baumstark_encyclopaedie_1835-3425-45	abbauen	dwug_de	2.0			2.0	2.0	2.0					2.0	4
492	26120215_1970_07_23_01_183.tcf.xml-22-11	baumstark_encyclopaedie_1835-3477-6	abbauen	dwug_de	2.0				3.0	2.0					2.0	3
493	26120215_1970_07_23_01_183.tcf.xml-22-11	beck_eisen01_1884-1203-25	abbauen	dwug_de	2.0					2.0					2.0	2
496	26120215_1970_07_23_01_183.tcf.xml-22-11	beck_eisen02_1895-1381-74	abbauen	dwug_de	3.0			2.0		1.0	2.0				2.0	4
497	26120215_1970_07_23_01_183.tcf.xml-22-11	beck_eisen03_1897-15223-9	abbauen	dwug_de	2.0			2.0							2.0	2
499	26120215_1970_07_23_01_183.tcf.xml-22-11	humboldt_aequinoktial02_1859-3475-27	abbauen	dwug_de	3.0		2.0		2.0						2.0	3
500	26120215_1970_07_23_01_183.tcf.xml-22-11	humboldt_gutachten_1838-109-17	abbauen	dwug_de	2.0			2.0	1.0	2.0					2.0	4
502	26120215_1970_07_23_01_183.tcf.xml-22-11	quenstedt_mineralogie_1854-11683-34	abbauen	dwug_de	2.0			2.0		2.0					2.0	3
503	26120215_1970_09_26_01_179.tcf.xml-10-20	26120215_1981_07_08_01_073.tcf.xml-4-23	abbauen	dwug_de				4.0	2.0	4.0					4.0	3
507	26120215_1970_09_26_01_179.tcf.xml-10-20	berg_ostasien04_1873-4792-15	abbauen	dwug_de					3.0	2.0	4.0				3.0	3
509	26120215_1971_08_01_01_017.tcf.xml-8-8	26120215_1984_11_18_01_041.tcf.xml-9-21	abbauen	dwug_de					2.0	2.0					2.0	2
511	26120215_1974_02_16_01_247.tcf.xml-4-30	26120215_1984_11_18_01_041.tcf.xml-9-21	abbauen	dwug_de						3.0	4.0				3.5	2
514	26120215_1974_02_16_01_247.tcf.xml-4-30	beck_eisen02_1895-19457-11	abbauen	dwug_de		3.0	1.0	2.0							2.0	3
521	26120215_1978_06_09_01_160.tcf.xml-6-24	26120215_1990_07_28_01_810.tcf.xml-15-12	abbauen	dwug_de				3.0	3.0						3.0	2
525	26120215_1979_07_18_01_037.tcf.xml-75-26	baumstark_encyclopaedie_1835-12861-16	abbauen	dwug_de					3.0	3.0	3.0				3.0	3
528	26120215_1979_07_18_01_037.tcf.xml-75-26	beck_eisen03_1897-15224-3	abbauen	dwug_de		2.0			2.0						2.0	2
529	26120215_1979_07_18_01_037.tcf.xml-75-26	berg_ostasien04_1873-4058-13	abbauen	dwug_de			4.0			4.0					4.0	2
532	26120215_1979_07_18_01_037.tcf.xml-75-26	gerstner_mechanik03_1834-7860-24	abbauen	dwug_de			4.0		2.0	4.0					4.0	3
533	26120215_1979_07_18_01_037.tcf.xml-75-26	humboldt_aequinoktial02_1859-3475-27	abbauen	dwug_de	4.0		1.0		4.0						4.0	3
535	26120215_1979_07_18_01_037.tcf.xml-75-26	quenstedt_mineralogie_1854-14153-23	abbauen	dwug_de		3.0					3.0				3.0	2
537	26120215_1981_07_08_01_073.tcf.xml-4-23	26120215_1984_11_18_01_041.tcf.xml-9-21	abbauen	dwug_de				4.0						4.0	4.0	2
538	26120215_1981_07_08_01_073.tcf.xml-4-23	26120215_1990_07_28_01_810.tcf.xml-15-12	abbauen	dwug_de					2.0	2.0					2.0	2
539	26120215_1981_07_08_01_073.tcf.xml-4-23	baumstark_encyclopaedie_1835-12861-16	abbauen	dwug_de		3.0					2.0				2.5	2
542	26120215_1981_07_08_01_073.tcf.xml-4-23	beck_eisen02_1895-8983-27	abbauen	dwug_de			2.0		3.0	2.0					2.0	3
546	26120215_1981_07_08_01_073.tcf.xml-4-23	peschel_voelkerkunde_1874-3546-43	abbauen	dwug_de					2.0	2.0					2.0	2
547	26120215_1982_01_21_01_056.tcf.xml-8-30	26120215_1984_11_18_01_041.tcf.xml-9-21	abbauen	dwug_de	2.0			2.0	3.0						2.0	3
549	26120215_1982_01_30_01_155.tcf.xml-21-5	beck_eisen03_1897-14128-14	abbauen	dwug_de				2.0	2.0	2.0					2.0	3
551	26120215_1984_08_02_01_043.tcf.xml-10-15	baumstark_encyclopaedie_1835-3348-26	abbauen	dwug_de				4.0	4.0	4.0					4.0	3
557	26120215_1984_08_02_01_043.tcf.xml-10-15	humboldt_aequinoktial02_1859-3475-27	abbauen	dwug_de	4.0	2.0		1.0							2.0	3
558	26120215_1984_11_18_01_041.tcf.xml-9-21	26120215_1989_07_26_01_156.tcf.xml-20-11	abbauen	dwug_de	2.0			2.0		2.0					2.0	3
559	26120215_1984_11_18_01_041.tcf.xml-9-21	26120215_1990_07_28_01_810.tcf.xml-15-12	abbauen	dwug_de				3.0	2.0		3.0				3.0	3
563	26120215_1984_11_18_01_041.tcf.xml-9-21	baumstark_encyclopaedie_1835-3425-45	abbauen	dwug_de					3.0	3.0	4.0				3.0	3
564	26120215_1984_11_18_01_041.tcf.xml-9-21	baumstark_encyclopaedie_1835-3477-40	abbauen	dwug_de			4.0				4.0				4.0	2
567	26120215_1984_11_18_01_041.tcf.xml-9-21	beck_eisen03_1897-15223-9	abbauen	dwug_de	4.0			1.0	2.0	2.0					2.0	4
569	26120215_1984_11_18_01_041.tcf.xml-9-21	berg_ostasien04_1873-4058-13	abbauen	dwug_de				3.0		4.0					3.5	2
570	26120215_1984_11_18_01_041.tcf.xml-9-21	berg_ostasien04_1873-4792-15	abbauen	dwug_de	4.0				4.0	2.0	4.0			4.0	4.0	5
571	26120215_1984_11_18_01_041.tcf.xml-9-21	gerstner_mechanik03_1834-7860-24	abbauen	dwug_de	4.0			4.0	4.0	4.0					4.0	4
572	26120215_1984_11_18_01_041.tcf.xml-9-21	humboldt_gutachten_1838-109-17	abbauen	dwug_de	4.0			1.0	2.0	1.0					1.5	4
573	26120215_1984_11_18_01_041.tcf.xml-9-21	quenstedt_mineralogie_1854-14153-23	abbauen	dwug_de		2.0	1.0		2.0						2.0	3
574	26120215_1985_09_11_01_030.tcf.xml-63-27	humboldt_gutachten_1838-109-17	abbauen	dwug_de	2.0					2.0					2.0	2
577	26120215_1986_10_10_01_075.tcf.xml-7-19	baumstark_encyclopaedie_1835-3530-19	abbauen	dwug_de			1.0		2.0						1.5	2
580	26120215_1988_11_23_01_007.tcf.xml-33-33	beck_eisen02_1895-1381-74	abbauen	dwug_de					2.0	2.0	3.0				2.0	3
583	26120215_1990_07_28_01_810.tcf.xml-15-12	26120215_1990_09_29_01_919.tcf.xml-4-19	abbauen	dwug_de	4.0					4.0					4.0	2
584	26120215_1990_07_28_01_810.tcf.xml-15-12	baumstark_encyclopaedie_1835-3348-3	abbauen	dwug_de				3.0	3.0						3.0	2
585	26120215_1990_07_28_01_810.tcf.xml-15-12	baumstark_encyclopaedie_1835-3469-13	abbauen	dwug_de	2.0	2.0			3.0						2.0	3
586	26120215_1990_07_28_01_810.tcf.xml-15-12	baumstark_encyclopaedie_1835-3510-14	abbauen	dwug_de	2.0			2.0							2.0	2
587	26120215_1990_07_28_01_810.tcf.xml-15-12	beck_eisen02_1895-1009-4	abbauen	dwug_de		2.0			3.0	2.0					2.0	3
588	26120215_1990_07_28_01_810.tcf.xml-15-12	beck_eisen03_1897-15223-9	abbauen	dwug_de				2.0		2.0					2.0	2
592	26120215_1990_07_28_01_810.tcf.xml-15-12	humboldt_bogota_1853-257-34	abbauen	dwug_de	3.0			3.0							3.0	2
593	26120215_1990_07_28_01_810.tcf.xml-15-12	humboldt_gutachten_1838-109-17	abbauen	dwug_de	3.0			2.0	2.0	2.0					2.0	4
594	26120215_1990_08_21_01_363.tcf.xml-5-26	beck_eisen02_1895-19646-33	abbauen	dwug_de				2.0	2.0	2.0					2.0	3
596	baumstark_encyclopaedie_1835-12861-16	lehnert_seehaefen01_1891-4737-54	abbauen	dwug_de		2.0					4.0				3.0	2
603	baumstark_encyclopaedie_1835-3361-21	baumstark_encyclopaedie_1835-3510-14	abbauen	dwug_de			1.0			4.0					2.5	2
606	baumstark_encyclopaedie_1835-3361-21	beck_eisen03_1897-15223-9	abbauen	dwug_de	4.0			4.0		4.0					4.0	3
607	baumstark_encyclopaedie_1835-3361-21	beck_eisen03_1897-15224-3	abbauen	dwug_de					3.0		4.0				3.5	2
608	baumstark_encyclopaedie_1835-3361-21	gerstner_mechanik03_1834-7858-11	abbauen	dwug_de				3.0	3.0						3.0	2
613	baumstark_encyclopaedie_1835-3421-18	beck_eisen03_1897-17045-9	abbauen	dwug_de					4.0	1.0					2.5	2
615	baumstark_encyclopaedie_1835-3425-29	beck_eisen02_1895-18933-5	abbauen	dwug_de		2.0			3.0						2.5	2
623	baumstark_encyclopaedie_1835-3425-45	humboldt_gutachten_1838-109-17	abbauen	dwug_de					3.0		2.0				2.5	2
624	baumstark_encyclopaedie_1835-3469-13	beck_eisen03_1897-15223-9	abbauen	dwug_de		4.0			4.0		4.0				4.0	3
625	baumstark_encyclopaedie_1835-3469-13	berg_ostasien04_1873-4792-15	abbauen	dwug_de			1.0		3.0		2.0				2.0	3
627	baumstark_encyclopaedie_1835-3469-13	humboldt_aequinoktial03_1859-726-26	abbauen	dwug_de		3.0			3.0						3.0	2
628	baumstark_encyclopaedie_1835-3477-40	beck_eisen02_1895-18933-5	abbauen	dwug_de		3.0					4.0				3.5	2
629	baumstark_encyclopaedie_1835-3477-40	humboldt_gutachten_1838-109-17	abbauen	dwug_de					3.0		4.0				3.5	2
631	baumstark_encyclopaedie_1835-3477-6	beck_eisen02_1895-703-21	abbauen	dwug_de		2.0			2.0		3.0				2.0	3
633	baumstark_encyclopaedie_1835-3477-6	gerstner_mechanik03_1834-7860-24	abbauen	dwug_de		2.0				2.0					2.0	2
634	baumstark_encyclopaedie_1835-3481-17	beck_eisen02_1895-1381-74	abbauen	dwug_de	4.0			4.0	3.0						4.0	3
635	baumstark_encyclopaedie_1835-3510-14	berg_ostasien04_1873-4058-13	abbauen	dwug_de				4.0	3.0						3.5	2
640	baumstark_encyclopaedie_1835-3510-14	quenstedt_mineralogie_1854-11664-6	abbauen	dwug_de					3.0	2.0					2.5	2
650	beck_eisen01_1884-1203-25	humboldt_aequinoktial03_1859-726-26	abbauen	dwug_de		3.0					4.0				3.5	2
651	beck_eisen01_1884-1203-25	peschel_voelkerkunde_1874-3546-43	abbauen	dwug_de		4.0				4.0					4.0	2
655	beck_eisen01_1884-8131-33	beck_eisen02_1895-8983-27	abbauen	dwug_de		4.0			4.0	4.0	4.0				4.0	4
659	beck_eisen02_1895-1004-17	humboldt_aequinoktial02_1859-3475-27	abbauen	dwug_de			4.0		4.0	4.0					4.0	3
663	beck_eisen02_1895-13263-28	beck_eisen02_1895-19457-11	abbauen	dwug_de			4.0				4.0				4.0	2
664	beck_eisen02_1895-13263-28	beck_eisen02_1895-8983-27	abbauen	dwug_de			4.0			4.0					4.0	2
665	beck_eisen02_1895-13263-28	berg_ostasien04_1873-4792-15	abbauen	dwug_de						3.0	3.0				3.0	2
666	beck_eisen02_1895-13263-28	humboldt_aequinoktial02_1859-3475-27	abbauen	dwug_de			4.0			4.0					4.0	2
671	beck_eisen02_1895-1381-74	humboldt_bogota_1853-257-34	abbauen	dwug_de				4.0	4.0						4.0	2
672	beck_eisen02_1895-1381-74	humboldt_gutachten_1838-109-17	abbauen	dwug_de		4.0		3.0	4.0		4.0				4.0	4
674	beck_eisen02_1895-1381-74	quenstedt_mineralogie_1854-11664-6	abbauen	dwug_de	4.0				4.0	4.0					4.0	3
675	beck_eisen02_1895-1381-74	quenstedt_mineralogie_1854-14140-32	abbauen	dwug_de	4.0					3.0					3.5	2
678	beck_eisen02_1895-1384-18	beck_eisen03_1897-15223-9	abbauen	dwug_de				4.0	4.0						4.0	2
681	beck_eisen02_1895-18933-5	humboldt_aequinoktial02_1859-3475-27	abbauen	dwug_de				4.0	4.0						4.0	2
682	beck_eisen02_1895-18933-5	humboldt_aequinoktial03_1859-726-26	abbauen	dwug_de		4.0	1.0				4.0				4.0	3
684	beck_eisen02_1895-18933-5	quenstedt_mineralogie_1854-11683-34	abbauen	dwug_de		3.0	3.0		3.0						3.0	3
686	beck_eisen02_1895-19457-11	beck_eisen03_1897-15223-9	abbauen	dwug_de				4.0	4.0	4.0					4.0	3
688	beck_eisen02_1895-19457-11	peschel_voelkerkunde_1874-3546-36	abbauen	dwug_de			4.0				4.0				4.0	2
693	beck_eisen02_1895-703-21	beck_eisen03_1897-15223-9	abbauen	dwug_de	4.0					4.0					4.0	2
694	beck_eisen02_1895-703-21	beck_eisen03_1897-17058-5	abbauen	dwug_de					3.0		4.0				3.5	2
698	beck_eisen02_1895-8983-27	humboldt_gutachten_1838-109-17	abbauen	dwug_de	4.0			4.0	4.0						4.0	3
703	beck_eisen03_1897-15223-9	humboldt_bogota_1853-257-34	abbauen	dwug_de		4.0	4.0		4.0						4.0	3
705	beck_eisen03_1897-15223-9	lehnert_seehaefen01_1891-4737-54	abbauen	dwug_de	4.0			4.0							4.0	2
706	beck_eisen03_1897-15223-9	nn_maehrisches166_1893-368-17	abbauen	dwug_de					2.0	2.0					2.0	2
707	beck_eisen03_1897-15224-3	gerstner_mechanik03_1834-7860-24	abbauen	dwug_de					2.0		2.0				2.0	2
715	berg_ostasien04_1873-4058-13	humboldt_bogota_1853-228-17	abbauen	dwug_de				2.0	3.0	3.0					3.0	3
716	berg_ostasien04_1873-4792-15	humboldt_aequinoktial03_1859-726-26	abbauen	dwug_de			4.0		2.0					3.0	3.0	3
719	berg_ostasien04_1873-4792-15	peschel_voelkerkunde_1874-3546-36	abbauen	dwug_de			1.0			3.0	2.0				2.0	3
1980	gerstner_mechanik01_1831-5298-15	humboldt_gutachten_1838-109-17	abbauen	dwug_de	4.0	3.0		2.0		2.0	2.0				2.0	5
1983	gerstner_mechanik03_1834-8939-9	humboldt_gutachten_1838-109-17	abbauen	dwug_de	4.0					4.0					4.0	2
1984	humboldt_aequinoktial02_1859-3475-27	humboldt_aequinoktial03_1859-726-26	abbauen	dwug_de	4.0				3.0						3.5	2
1985	humboldt_aequinoktial02_1859-3475-27	humboldt_gutachten_1838-109-17	abbauen	dwug_de		4.0				4.0	4.0				4.0	3
1987	humboldt_aequinoktial03_1859-726-26	humboldt_gutachten_1838-60-41	abbauen	dwug_de			2.0		3.0						2.5	2
1990	humboldt_aequinoktial04_1859-3573-22	humboldt_bogota_1853-257-34	abbauen	dwug_de	4.0			4.0							4.0	2
1992	humboldt_bogota_1853-257-34	quenstedt_mineralogie_1854-14158-25	abbauen	dwug_de				4.0	4.0	4.0					4.0	3
1994	humboldt_gutachten_1838-109-17	peschel_voelkerkunde_1874-3546-36	abbauen	dwug_de				4.0	4.0						4.0	2
1995	humboldt_gutachten_1838-109-17	peschel_voelkerkunde_1874-3546-43	abbauen	dwug_de					4.0	4.0	4.0				4.0	3
1997	humboldt_gutachten_1838-60-41	peschel_voelkerkunde_1874-3546-43	abbauen	dwug_de		4.0			4.0		4.0				4.0	3
