lemma	identifier	context	indexes_target_token	context_normalized
Naturschönheit	pfeiffer_frauenfahrt03_1850-1121-1	Die Naturschönheiten dieser Insel übertreffen bei weitem jene auf Bombay.	4:20	Die Naturschönheiten dieser Insel übertreffen bei weitem jene auf Bombay .
Naturschönheit	vischer_aesthetik0201_1847-1542-52	Er ist nicht Material, passiver, formloser Stoff wie der Klang, er ist aber auch nicht eine rohe und dumpfe, widerspenstige, sondern bereits eine freiere, seelenvollere, in Rhythmus anklingende, und so scheint er denn in dem Sinne Stoff zu sein, wie es die übrige Naturschönheit für die Kunst ist, nämlich Vorlage, Vorbild.	264:278	Er ist nicht Material , passiver , formloser Stoff wie der Klang , er ist aber auch nicht eine rohe und dumpfe , widerspenstige , sondern bereits eine freiere , seelenvollere , in Rhythmus anklingende , und so scheint er denn in dem Sinne Stoff zu sein , wie es die übrige Naturschönheit für die Kunst ist , nämlich Vorlage , Vorbild .
Naturschönheit	schreber_kallipaedie_1858-1664-28	Wir sollen, wie es die Gelegenheit bietet, zuweilen erhebende und heiligende Empfindungen einziehen lassen, aber nur durch Wahrnehmungen, hervorgerufen besonders durch sinnige Betrachtungen von Naturschönheiten aller Art (von Blumen, Thieren, Wald, Fluren, von erhebenden Bildern der Erdoberfläche und des Himmels) oder durch passives Anschauen anderer zur Andacht erhebender Scenen, z. B. durch einen kurzdauernden Blick auf eine andächtige Gemeinde u. dgl. Fragt das Kind hier oder da nach dem Urquelle der Dinge, so nennen wir ihm Gott als den liebenden Weltvater, brechen aber hier ab und antworten, wenn es tiefer eindringen will mit seinen Fragen: „das Weitere sollst du später erfahren.“	194:210	Wir sollen , wie es die Gelegenheit bietet , zuweilen erhebende und heiligende Empfindungen einziehen lassen , aber nur durch Wahrnehmungen , hervorgerufen besonders durch sinnige Betrachtungen von Naturschönheiten aller Art ( von Blumen , Tieren , Wald , Fluren , von erhebenden Bildern der Erdoberfläche und des Himmels ) oder durch passives Anschauen anderer zur Andacht erhebender Szenen , z. B. durch einen kurzdauernden Blick auf eine andächtige Gemeinde u. dgl. Fragt das Kind hier oder da nach dem Urquelle der Dinge , so nennen wir ihm Gott als den liebenden Weltvater , brechen aber hier ab und antworten , wenn es tiefer eindringen will mit seinen Fragen : " das Weitere sollst du später erfahren . "
Naturschönheit	pfeiffer_frauenfahrt03_1850-3774-14	Die Gegenden Griechenlands, die ich bisher gesehen, waren weder sehr reich an Naturschönheiten, noch gut cultivirt, noch stark bevölkert.	78:94	Die Gegenden Griechenlands , die ich bisher gesehen , waren weder sehr reich an Naturschönheiten , noch gut kultiviert , noch stark bevölkert .
Naturschönheit	rein_japan01_1881-1221-12	Solche Pilgerfahrten entsprachen überdiess den Neigungen des japanischen Volkes zur Beschauung der Naturschönheiten, für welche dasselbe, wie bekannt, in hohem Grade Verständniss und Empfänglichkeit zeigt.	99:115	Solche Pilgerfahrten entsprachen überdies den Neigungen des japanischen Volkes zur Beschauung der Naturschönheiten , für welche dasselbe , wie bekannt , in hohem Grade Verständnis und Empfänglichkeit zeigt .
Naturschönheit	vischer_aesthetik0201_1847-168-1	Die Naturschönheit ist daher keineswegs Vorlage der Kunst im Sinne des bloßen Ausgangspunkts und Stoffs, wie wir dieß Wort verstehen, sondern sie ist wirkliches „Vorbild, Muster oder Endziel“ derselben und der künstlerische Genius strebt ihr nach, weil er sich „wesentlich zugleich einer noch höher stehenden, aber andern Sphären angehörenden und deßhalb auf die Kunst nicht unmittelbar zu übertragenden Schönheit bewußt ist“ (S. 427).	4:18	Die Naturschönheit ist daher keineswegs Vorlage der Kunst im Sinne des bloßen Ausgangspunkts und Stoffs , wie wir dies Wort verstehen , sondern sie ist wirkliches " Vorbild , Muster oder Endziel " derselben und der künstlerische Genius strebt ihr nach , weil er sich " wesentlich zugleich einer noch höher stehenden , aber anderen Sphären angehörenden und deshalb auf die Kunst nicht unmittelbar zu übertragenden Schönheit bewußt ist " ( S. 427 ) .
Naturschönheit	werner_seeleben_1880-1652-13	Ich fühlte mich sehr gedrückt und zugleich apathisch, so daß selbst die Naturschönheiten von Anjer, wo wir behufs Einnehmen von Erfrischungen noch einmal einen kurzen Aufenthalt nahmen, mich gleichgiltig ließen.	72:88	Ich fühlte mich sehr gedrückt und zugleich apathisch , so daß selbst die Naturschönheiten von Anjer , wo wir behufs Einnehmen von Erfrischungen noch einmal einen kurzen Aufenthalt nahmen , mich gleichgültig ließen .
Naturschönheit	vischer_aesthetik0201_1847-3186-16	1. Wir haben hier ein Verhältniß wie in §. 346. Aegypten gibt im Abschnitt von der Naturschönheit geringen Stoff, die Semiten reichen; im Abschnitte von der Phantasie wird es sich umgekehrt verhalten, denn Aegypten hat eine reichere Mythologie, auch seine realen Stoffe, so arm sie sind, hat es productiv selbst benützt, die Semiten dagegen haben gehandelt, aber eine arme Mythologie und ebenso arme künstlerische Phantasie entwickelt.	83:97	1. Wir haben hier ein Verhältnis wie in §. 346. Ägypten gibt im Abschnitt von der Naturschönheit geringen Stoff , die Semiten reichen ; im Abschnitte von der Phantasie wird es sich umgekehrt verhalten , denn Ägypten hat eine reichere Mythologie , auch seine realen Stoffe , so arm sie sind , hat es produktiv selbst benützt , die Semiten dagegen haben gehandelt , aber eine arme Mythologie und ebenso arme künstlerische Phantasie entwickelt .
Naturschönheit	nn_maehrisches41_1898-327-14	Daher mag es wohl auch kommen, daß schon der Name des Genfersees alle Naturschönheiten vor unser geistiges Auge zaubert.	70:86	Daher mag es wohl auch kommen , daß schon der Name des Genfersees alle Naturschönheiten vor unser geistiges Auge zaubert .
Naturschönheit	vischer_aesthetik0202_1848-638-21	Zieht man nämlich nicht auf diesem Punkte ein gegebenes Object mit der vollen, ergreifenden, das Subject hinnehmenden Wirkung der Naturschönheit heraus aus der breiten Masse der Objecte, so wird man nie den Act der Zusammenschmelzung und Ineinsbildung finden können, den wir fordern.	130:144	Zieht man nämlich nicht auf diesem Punkte ein gegebenes Objekt mit der vollen , ergreifenden , das Subjekt hinnehmenden Wirkung der Naturschönheit heraus aus der breiten Maße der Objekte , so wird man nie den Akt der Zusammenschmelzung und Ineinsbildung finden können , den wir fordern .
Naturschönheit	vischer_aesthetik0201_1847-166-42	Die bloße Innerlichkeit ist noch ein Mangel, und während man meinen sollte, dieser Mangel werde eben durch die höhere Objectivität der Kunst getilgt, so ist vielmehr die letzte und höchste Station des in die Welt schimmernden absoluten Geistes die Naturschönheit.	248:262	Die bloße Innerlichkeit ist noch ein Mangel , und während man meinen sollte , dieser Mangel werde eben durch die höhere Objektivität der Kunst getilgt , so ist vielmehr die letzte und höchste Station des in die Welt schimmernden absoluten Geistes die Naturschönheit .
Naturschönheit	vischer_aesthetik0201_1847-147-2	Denn die Naturschönheit müßte dann höher sein als die Kunstschönheit, da doch jede Prüfung derselben zeigt, daß sie auf allen Punkten darum mangelhaft ist, weil sie nicht als solche gewollt ist, weil sie von keinem Bewußtsein des Schönen herrührt.	9:23	Denn die Naturschönheit müßte dann höher sein als die Kunstschönheit , da doch jede Prüfung derselben zeigt , daß sie auf allen Punkten darum mangelhaft ist , weil sie nicht als solche gewollt ist , weil sie von keinem Bewußtsein des Schönen herrührt .
Naturschönheit	lehnert_seehaefen02_1892-4827-47	Die Reichhaltigkeit des Bildes der hinter dem Orte ansteigenden Bergterrassen mit einer grossen Zahl von niedlichen Tempelbauten und ausgedehnten Friedhöfen entschädigt jedoch das Auge des Beschauers für den unansehnlichen Anblick der Stadt umsomehr, als die Friedhöfe durch die sorgsame Pflege, welche ihnen von den für Naturschönheiten begeisterten Japanern zutheil wird, das Unheimliche ihrer Bestimmung ganz vergessen lassen.	321:337	Die Reichhaltigkeit des Bildes der hinter dem Orte ansteigenden Bergterrassen mit einer großen Zahl von niedlichen Tempelbauten und ausgedehnten Friedhöfen entschädigt jedoch das Auge des Beschauers für den unansehnlichen Anblick der Stadt umsomehr , als die Friedhöfe durch die sorgsame Pflege , welche ihnen von den für Naturschönheiten begeisterten Japanern zuteil wird , das Unheimliche ihrer Bestimmung ganz vergessen lassen .
Naturschönheit	dohm_frauenfrage_1876-1450-13	Meine Seele erglüht gleich der des Mannes vom holden und erhabenen Zauber der Naturschönheit, ich fühle wie er den Schmerz um das Vaterland, wenn es bedroht wird, mein Herz schlägt wie das seine, wo es sich um die höchsten Güter der Menschheit handelt: um Liebe, Schönheit und Freiheit, um Fortschritt im Staat und in der Wissenschaft.	78:92	Meine Seele erglüht gleich der des Mannes vom holden und erhabenen Zauber der Naturschönheit , ich fühle wie er den Schmerz um das Vaterland , wenn es bedroht wird , mein Herz schlägt wie das seine , wo es sich um die höchsten Güter der Menschheit handelt : um Liebe , Schönheit und Freiheit , um Fortschritt im Staat und in der Wissenschaft .
Naturschönheit	pueckler_briefe04_1831-439-11	Von allem, was er gesehen, gab er, für Naturschönheiten, der Insel Madeira den Vorzug.	39:55	Von allem , was er gesehen , gab er , für Naturschönheiten , der Insel Madeira den Vorzug .
Naturschönheit	pfeiffer_frauenfahrt02_1850-1934-32	Ehe ich von dem Ganges scheide, muß ich bemerken, daß ich auf der ganzen Reise von ungefähr tausend Meilen nicht eine einzige Stelle gefunden habe, die sich durch besondere Naturschönheit ausgezeichnet oder eine pittoreske Ansicht gewährt hätte.	173:187	Ehe ich von dem Ganges scheide , muß ich bemerken , daß ich auf der ganzen Reise von ungefähr tausend Meilen nicht eine einzige Stelle gefunden habe , die sich durch besondere Naturschönheit ausgezeichnet oder eine pittoreske Ansicht gewährt hätte .
Naturschönheit	humboldt_aequinoktial01_1859-875-3	Wer Sinn für Naturschönheit hat, findet auf dieser köstlichen Insel noch kräftigere Heilmittel als das Klima.	13:27	Wer Sinn für Naturschönheit hat , findet auf dieser köstlichen Insel noch kräftigere Heilmittel als das Klima .
Naturschönheit	vischer_aesthetik0201_1847-176-28	Wer sich in der Frage über das Gewicht des Inhalts im Schönen so oder so entschieden hat, der hat sich in der andern über das Verhältniß der Naturschönheit zur Kunst noch keineswegs entschieden.	141:155	Wer sich in der Frage über das Gewicht des Inhalts im Schönen so oder so entschieden hat , der hat sich in der anderen über das Verhältnis der Naturschönheit zur Kunst noch keineswegs entschieden .
Naturschönheit	humboldt_kosmos02_1847-687-44	Die Wirkung der Landschaftmalerei ist, trotz der Vervielfältigung ihrer Erzeugnisse durch Kupferstiche und durch die neueste Vervollkommnung der Lithographie, doch beschränkter und minder anregend als der Eindruck, welchen der unmittelbare Anblick exotischer Pflanzengruppen in Gewächshäusern und freien Anlagen auf die für Naturschönheit empfänglichen Gemüther macht.	324:338	Die Wirkung der Landschaftmalerei ist , trotz der Vervielfältigung ihrer Erzeugnisse durch Kupferstiche und durch die neueste Vervollkommnung der Lithographie , doch beschränkter und minder anregend als der Eindruck , welchen der unmittelbare Anblick exotischer Pflanzengruppen in Gewächshäusern und freien Anlagen auf die für Naturschönheit empfänglichen Gemüter macht .
Naturschönheit	beyer_poetik01_1882-3568-5	Desgleichen Herder, der die Naturschönheit betonte, und Goethe, der die Kunstschönheit obenan setzte.	28:42	Desgleichen Herder , der die Naturschönheit betonte , und Goethe , der die Kunstschönheit obenan setzte .
Naturschönheit	vischer_aesthetik0201_1847-389-37	Es wird sich seines Orts allerdings zeigen, daß wir überall in das Naturschöne die reine Schönheit erst hineinschauen; ein ausdrücklicher und selbständiger Gegenstand der Untersuchung wird dieß aber erst da, wo die Mängel aller Naturschönheit zur Sprache kommen.	228:242	Es wird sich seines Orts allerdings zeigen , daß wir überall in das Naturschöne die reine Schönheit erst hineinschauen ; ein ausdrücklicher und selbständiger Gegenstand der Untersuchung wird dies aber erst da , wo die Mängel aller Naturschönheit zur Sprache kommen .
Naturschönheit	spielhagen_problematische03_1861-162-15	Ich wollte, er hätte mir außer seiner Figur auch seine unermeßliche Fähigkeit, für Naturschönheit schwärmen zu können, vererbt.	83:97	Ich wollte , er hätte mir außer seiner Figur auch seine unermeßliche Fähigkeit , für Naturschönheit schwärmen zu können , vererbt .
Naturschönheit	vischer_aesthetik0201_1847-391-43	Jetzt zeigt sich, daß der Zuschauer der unorganischen Natur etwas leihen muß, was sie nicht hat; dann wird sich zeigen, daß außer diesem Leihen noch etwas ganz Anderes geschehen muß, um ihre Mängel so wie die Mängel aller Naturschönheit zu tilgen und sie wahrhaft in das Schöne zu erheben.	222:236	Jetzt zeigt sich , daß der Zuschauer der unorganischen Natur etwas leihen muß , was sie nicht hat ; dann wird sich zeigen , daß außer diesem Leihen noch etwas ganz Anderes geschehen muß , um ihre Mängel so wie die Mängel aller Naturschönheit zu tilgen und sie wahrhaft in das Schöne zu erheben .
Naturschönheit	lehnert_seehaefen01_1891-4743-8	Mit dem Namen Neapel ist der Begriff sinnbestrickender Naturschönheit verbunden.	55:69	Mit dem Namen Neapel ist der Begriff sinnbestrickender Naturschönheit verbunden .
Naturschönheit	lasswitz_seife_1890-2773-5	Sie haben kein Gefühl für Naturschönheit,“ erwiderte der Blonde und warf eine Eierschale so dicht an dem Farnkraut vorüber, daß Tröpfchen vor Schreck bald ins Wasser gefallen wäre.	26:40	Sie haben kein Gefühl für Naturschönheit , " erwiderte der Blonde und warf eine Eierschale so dicht an dem Farnkraut vorüber , daß Tröpfchen vor Schreck bald ins Wasser gefallen wäre .
Naturschönheit	vischer_aesthetik01_1846-537-13	Dabei fällt der erste Abschnitt des zweiten Theils, die Lehre von der Naturschönheit, sogleich weg.	70:84	Dabei fällt der erste Abschnitt des zweiten Teils , die Lehre von der Naturschönheit , sogleich weg .
Naturschönheit	vischer_aesthetik0201_1847-738-57	Uebrigens versteht sich, daß in einem solchen gegebenen Ganzen allerdings Producte der Technik, Kleider, Pferdezeug, Fahnen, Mauerverkleidungen mit dem Licht der Sonne, des Feuers, den Farben der Erde, der Pflanzen-, der Thierwelt und dem Colorit des menschlichen Leibes zusammenwirken können, ohne daß wir darum das Gebiet der Naturschönheit verlassen, denn jene Producte des Kunstfleißes sind in diesem Zusammenhang, wiewohl an sich beabsichtigt, zufällige Schönheit.	328:342	Übrigens versteht sich , daß in einem solchen gegebenen Ganzen allerdings Produkte der Technik , Kleider , Pferdezeug , Fahnen , Mauerverkleidungen mit dem Licht der Sonne , des Feuers , den Farben der Erde , der Pflanzen- , der Tierwelt und dem Kolorit des menschlichen Leibes zusammenwirken können , ohne daß wir darum das Gebiet der Naturschönheit verlassen , denn jene Produkte des Kunstfleißes sind in diesem Zusammenhäng , wiewohl an sich beabsichtigt , zufällige Schönheit .
Naturschönheit	rein_japan01_1881-7873-40	5. Provinz Setsu, die volkreichste und jetzt wichtigste im Kinai, steigt vom flachen Strande zwischen Hiogo und Ôsaka zu 6—700 Meter hohen bewaldeten Bergen gen Westen empor und ist in diesem Theile gleich Yamato und Yamashiro reich an Naturschönheiten.	236:252	5. Provinz Setsu , die volkreichste und jetzt wichtigste im Kinai , steigt vom flachen Strande zwischen Hiogo und Osaka zu 6--700 Meter hohen bewaldeten Bergen gen Westen empor und ist in diesem Teile gleich Yamato und Yamashiro reich an Naturschönheiten .
Naturschönheit	vischer_aesthetik0202_1848-473-88	Wird aber dennoch von diesen willkührlichen Verbindungen Einiges hinübergenommen in die wahre Schöpfung der Schönheit, wie Centauren, das Gefolge des Bacchus, Engel, Teufel, Gespenster, Wunder aller Art, so ist wohl zu bedenken: erstens, daß diese Geschöpfe zu den Stoffen gehören, welche die künstlerische Phantasie von dem Volksglauben überkommt, welcher in dieser Richtung noch nicht wahrhaft ästhetisch, sondern in der unreifen Weise der Einbildungskraft gedichtet: Stoffe, welche die Phantasie nun hinnimmt, wie Objecte der Naturschönheit, so aber, daß sie sich thätig erweist, das wuchernde Uebermaaß zu beschneiden, die unstete Flucht zum Stehen zu bringen, das Wildfremde mehr und mehr zu vermenschlichen.	529:543	Wird aber dennoch von diesen willkürlichen Verbindungen Einiges hinübergenommen in die wahre Schöpfung der Schönheit , wie Kentauren , das Gefolge des Bacchus , Engel , Teufel , Gespenster , Wunder aller Art , so ist wohl zu bedenken : erstens , daß diese Geschöpfe zu den Stoffen gehören , welche die künstlerische Phantasie von dem Volksglauben überkommt , welcher in dieser Richtung noch nicht wahrhaft ästhetisch , sondern in der unreifen Weise der Einbildungskraft gedichtet : Stoffe , welche die Phantasie nun hinnimmt , wie Objekte der Naturschönheit , so aber , daß sie sich tätig erweist , das wuchernde Übermaß zu beschneiden , die unstete Flucht zum Stehen zu bringen , das Wildfremde mehr und mehr zu vermenschlichen .
Naturschönheit	vischer_aesthetik030204_1857-1316-12	Durch alle diese Eigenschaften hat endlich die Scalenbewegung 4) auch vollkommenste Naturschönheit, sie ist ein Naturschönes, das man nicht anders haben möchte, ein Naturschönes zwar von sehr großer Einfachheit und daher für sich allein nicht befriedigend, aber darin doch gefällig durch reine, unmittelbare, ungekünstelte Objectivität.	84:98	Durch alle diese Eigenschaften hat endlich die Skalenbewegung 4 ) auch vollkommenste Naturschönheit , sie ist ein Naturschönes , das man nicht anders haben möchte , ein Naturschönes zwar von sehr großer Einfachheit und daher für sich allein nicht befriedigend , aber darin doch gefällig durch reine , unmittelbare , ungekünstelte Objektivität .
Naturschönheit	vischer_aesthetik0202_1848-366-3	Sie schaut die Naturschönheit; sie könnte dieß nicht, wenn sie nicht auch das Gewöhnliche mit hellen Sinnen faßte, denn sie unterscheidet jene von diesem.	15:29	Sie schaut die Naturschönheit ; sie könnte dies nicht , wenn sie nicht auch das Gewöhnliche mit hellen Sinnen faßte , denn sie unterscheidet jene von diesem .
Naturschönheit	lehnert_seehaefen02_1892-2424-1	Die Naturschönheiten Cubas zeichnen sich durch ihre Lieblichkeit und Mannigfaltigkeit aus.	4:20	Die Naturschönheiten Cubas zeichnen sich durch ihre Lieblichkeit und Mannigfaltigkeit aus .
Naturschönheit	fontane_brandenburg01_1862-1083-19	Dies mag es zum Theil erklären, weshalb ein Punkt unserer heimathlichen Mark so völlig unbesucht bleibt, dessen Naturschönheiten mindestens nicht verächtlich zu behandeln und dessen historische Erinnerungen allerersten Ranges sind.	112:128	Dies mag es zum Teil erklären , weshalb ein Punkt unserer heimatlichen Mark so völlig unbesucht bleibt , dessen Naturschönheiten mindestens nicht verächtlich zu behandeln und dessen historische Erinnerungen allerersten Ranges sind .
Naturschönheit	michelis_reiseschule_1869-2397-64	Was er der Art findet, schreibt er aus, ordnet und gruppirt die Bruchstücke nach seinem Sinne, nimmt die ganze Collection mit auf jede seiner Reisen und versichert, daß alle Naturscenen, welche die Wirklichkeit ihm vorführt, ihn an diesen oder jenen Theil seiner Sammlung, und umgekehrt jeder Theil derselben, den er zu Hause liest, an genossene Naturschönheiten in der anregendsten Weise erinnere.	346:362	Was er der Art findet , schreibt er aus , ordnet und gruppiert die Bruchstücke nach seinem Sinne , nimmt die ganze Kollektion mit auf jede seiner Reisen und versichert , daß alle Naturszenen , welche die Wirklichkeit ihm vorführt , ihn an diesen oder jenen Teil seiner Sammlung , und umgekehrt jeder Teil derselben , den er zu Hause liest , an genossene Naturschönheiten in der anregendsten Weise erinnere .
Naturschönheit	vischer_aesthetik0201_1847-307-7	Beide Welten treten zweimal auf, als Naturschönheit, dann als ideal umgebildete Schönheit.	37:51	Beide Welten treten zweimal auf , als Naturschönheit , dann als ideal umgebildete Schönheit .
Naturschönheit	griesinger_psychische_1845-5055-12	Die Anstalt muss dabei in einer gesunden, und wo möglich an Naturschönheiten reichen Gegend liegen, vielleicht am besten in unmittelbarer Nähe eines kleinen Städtchens, aus welchem sie ihre Bedürfnisse bequem beziehen, mit dessen Bewohnern sie leicht einigen Verkehr unterhalten kann; sehr grosse Städte brauchen indessen gleichfalls Anstalten in ihrer Nähe, und solche haben den Vortheil, viele frische Fälle zu bekommen; unter keinen Umständen aber soll eine Anstalt innerhalb der Mauern einer Stadt errichtet werden.	60:76	Die Anstalt muss dabei in einer gesunden , und wo möglich an Naturschönheiten reichen Gegend liegen , vielleicht am besten in unmittelbarer Nähe eines kleinen Städtchens , aus welchem sie ihre Bedürfnisse bequem beziehen , mit dessen Bewohnern sie leicht einigen Verkehr unterhalten kann ; sehr große Städte brauchen indessen gleichfalls Anstalten in ihrer Nähe , und solche haben den Vorteil , viele frische Fälle zu bekommen ; unter keinen Umständen aber soll eine Anstalt innerhalb der Mauern einer Stadt errichtet werden .
Naturschönheit	lehnert_seehaefen02_1892-4399-4	Letzteres ist eine an Naturschönheiten überreiche, etwa 12 km lange Schlucht am oberen Merced River, welche von senkrechten Granitwänden eingefasst wird, über die zahlreiche Wasserfälle stürzen (darunter der Yosemité-Fall, 2600 engl. Fuss hoch, der höchste Wasserfall der Erde).	22:38	Letzteres ist eine an Naturschönheiten überreiche , etwa 12 km lange Schlucht am oberen Merced River , welche von senkrechten Granitwänden eingefasst wird , über die zahlreiche Wasserfälle stürzen ( darunter der Yosemite-Fall , 2600 engl. Fuß hoch , der höchste Wasserfall der Erde ) .
Naturschönheit	froelich_virginia01_1820-1290-6	Mit durstigen Zügen trank’ ich jede Naturschönheit, jede Frühlingslust, wie der heitere Sterbende noch begierig den Duft der Blüthen und die Strahlen des Lichts empfängt.	36:50	Mit durstigen Zügen trank ich jede Naturschönheit , jede Frühlingslust , wie der heitere Sterbende noch begierig den Duft der Blüten und die Strahlen des Lichts empfängt .
Naturschönheit	vischer_aesthetik0201_1847-3049-23	Ebenso ist es in der Aesthetik neu, daß diese Durchwanderung der Geschichte zu ihren Aufgaben, daß in die Lehre von der Naturschönheit auch eine Physiognomik der Geschichte gehört.	120:134	Ebenso ist es in der Ästhetik neu , daß diese Durchwanderung der Geschichte zu ihren Aufgaben , daß in die Lehre von der Naturschönheit auch eine Physiognomik der Geschichte gehört .
Naturschönheit	vischer_aesthetik0201_1847-3263-14	Hier ist wieder ein Punkt, wo besonders einleuchtet, warum wir von der Naturschönheit in dieser Breite reden; denn jeder weiß, daß diese Gelegenheit ungezwungenen Anblicks dem Künstler unersetzlich ist.	71:85	Hier ist wieder ein Punkt , wo besonders einleuchtet , warum wir von der Naturschönheit in dieser Breite reden ; denn jeder weiß , daß diese Gelegenheit ungezwungenen Anblicks dem Künstler unersetzlich ist .
Naturschönheit	lehnert_seehaefen01_1891-14638-7	Auf der grünen Insel, dem durch Naturschönheiten mancherlei Art interessanten, von einem eigenthümlichen, vom angelsächsischen Wesen ganz verschiedenen Menschenschlage bewohnten Irland begegnen wir einer an Buchten und natürlichen Häfen reichen Küstenentwicklung, welche den Bedürfnissen des Handels und der Schiffahrt zum Vortheile gereicht.	32:48	Auf der grünen Insel , dem durch Naturschönheiten mancherlei Art interessanten , von einem eigentümlichen , vom angelsächsischen Wesen ganz verschiedenen Menschenschlage bewohnten Irland begegnen wir einer an Buchten und natürlichen Häfen reichen Küstenentwicklung , welche den Bedürfnissen des Handels und der Schiffahrt zum Vorteile gereicht .
Naturschönheit	vischer_aesthetik0201_1847-3014-11	Diese Studien bilden den Erfahrungsstoff für die mimische Kunst; die Naturschönheit gibt auch hier die Vorlage, die vorausgehen muß, Niemand kann und darf die Kunst der Mimik abstract aus der Phantasie spinnen.	69:83	Diese Studien bilden den Erfahrungsstoff für die mimische Kunst ; die Naturschönheit gibt auch hier die Vorlage , die vorausgehen muß , Niemand kann und darf die Kunst der Mimik abstrakt aus der Phantasie spinnen .
Naturschönheit	vischer_aesthetik0202_1848-612-14	Der Genius geht, wie im folgenden §. wieder aufzufassen ist, von der Naturschönheit aus.	69:83	Der Genius geht , wie im folgenden §. wieder aufzufassen ist , von der Naturschönheit aus .
Naturschönheit	vischer_aesthetik01_1846-1590-60	Darum nicht, weil diese Einheit von Natur und Geist, wenn sie im Subjecte und durch dasselbe ihre wahre Wirklichkeit erhalten soll, vorher als allgemeine Wirklichkeit der Idee metaphysisch begriffen seyn muß und weil, wenn es sich auch als wahr erweisen wird, daß die Schönheit durch das Subject in den Gegenstand hineingetragen wird, sofern sie Naturschönheit, und daß sie von ihm ganz erst geschaffen wird, sofern sie Kunstschönheit ist, immer noch die Frage vorausgeht, was denn im Gegenstande es sey, wodurch das Subject zu jenem Hineintragen berechtigt und aufgefordert werde?	346:360	Darum nicht , weil diese Einheit von Natur und Geist , wenn sie im Subjekte und durch dasselbe ihre wahre Wirklichkeit erhalten soll , vorher als allgemeine Wirklichkeit der Idee metaphysisch begriffen sein muß und weil , wenn es sich auch als wahr erweisen wird , daß die Schönheit durch das Subjekt in den Gegenstand hineingetragen wird , sofern sie Naturschönheit , und daß sie von ihm ganz erst geschaffen wird , sofern sie Kunstschönheit ist , immer noch die Frage vorausgeht , was denn im Gegenstande es sei , wodurch das Subjekt zu jenem Hineintragen berechtigt und aufgefordert werde ?
Naturschönheit	vischer_aesthetik0202_1848-678-25	Genügt es nicht, daß Einführung einzelner Personen, daß einzelne Scenen, Züge auf Erinnerung an unmittelbar oder (durch Ueberlieferung) mittelbar geschaute Naturschönheit beruhen?	156:170	Genügt es nicht , daß Einführung einzelner Personen , daß einzelne Szenen , Züge auf Erinnerung an unmittelbar oder ( durch Überlieferung ) mittelbar geschaute Naturschönheit beruhen ?
Naturschönheit	vischer_aesthetik0201_1847-309-1	Die Naturschönheit erstreckt sich über die ganze Welt und das Ideal ebenfalls.	4:18	Die Naturschönheit erstreckt sich über die ganze Welt und das Ideal ebenfalls .
Naturschönheit	vischer_aesthetik01_1846-827-6	Nein; denn der Gegensatz der Naturschönheit und der aus dem Geiste hervorgebrachten Schönheit, der im Verlaufe auftreten wird, ist, wie sich zeigen wird, ein ganz anderer als der Gegensatz der natürlichen und geistigen Welt überhaupt; in der Lehre vom Naturschönen muß auch die geistige Welt dargestellt werden, wie sie verglichen mit der Kunst noch blose Natur ist, und somit ist auch der Uebergang der Metaphysik des Schönen in die Lehre vom Naturschönen ein ganz anderer, als der Uebergang der Metaphysik in die Naturphilosophie.	29:43	Nein ; denn der Gegensatz der Naturschönheit und der aus dem Geiste hervorgebrachten Schönheit , der im Verlaufe auftreten wird , ist , wie sich zeigen wird , ein ganz anderer als der Gegensatz der natürlichen und geistigen Welt überhaupt ; in der Lehre vom Naturschönen muß auch die geistige Welt dargestellt werden , wie sie verglichen mit der Kunst noch bloße Natur ist , und somit ist auch der Übergang der Metaphysik des Schönen in die Lehre vom Naturschönen ein ganz anderer , als der Übergang der Metaphysik in die Naturphilosophie .
Naturschönheit	vischer_aesthetik0201_1847-160-26	Nur Chr. H. Weiße macht Ernst aus der Logik der Transcendenz und stellt demgemäß das ganze System der Aesthetik auf den Kopf, indem er die Naturschönheit unter dem Namen „der Genius in objectiver Gestalt“ an den Schluß des Ganzen setzt.	139:153	Nur Chr. H. Weiße macht Ernst aus der Logik der Transzendenz und stellt demgemäß das ganze System der Ästhetik auf den Kopf , indem er die Naturschönheit unter dem Namen " der Genius in objektiver Gestalt " an den Schluß des Ganzen setzt .
Naturschönheit	pfeiffer_frauenfahrt03_1850-887-8	Ich war so entzückt über die Fülle der Naturschönheiten, daß ich mich zum erstenmale über mein schläfrig, langsam dahin wandelndes Ochsengespann freute.	39:55	Ich war so entzückt über die Fülle der Naturschönheiten , daß ich mich zum erstenmal über mein schläfrig , langsam dahin wandelndes Ochsengespann freute .
Naturschönheit	heine_reisebilder01_1826-1162-13	Ich suchte gleich die schöne Dame in ein Gespräch zu verflechten; denn Naturschönheiten genießt man erst recht, wenn man sich auf der Stelle darüber aussprechen kann.	71:87	Ich suchte gleich die schöne Dame in ein Gespräch zu verflechten ; denn Naturschönheiten genießt man erst recht , wenn man sich auf der Stelle darüber aussprechen kann .
