lemma	identifier	context	indexes_target_token	context_normalized
vorweisen	buechner_werke_1879-1466-19	Der sechzehnjährige Knabe machte sich beherzt auf den Weg, ward aber, als er im Arresthause die Vorladung vorwies, nicht vor den fremden Beamten geführt, sondern zufällig vor einen Darmstädter Richter, welcher die Brüder sehr genau kannte, da Dr. Büchner sein Hausarzt war.	106:113	Der sechzehnjährige Knabe machte sich beherzt auf den Weg , wurde aber , als er im Arresthause die Vorladung vorwies , nicht vor den fremden Beamten geführt , sondern zufällig vor einen Darmstädter Richter , welcher die Brüder sehr genau kannte , da Dr. Büchner sein Hausarzt war .
vorweisen	nn_nrhz289b_1849-102-46	Der Staatsrath fand am 24. für angemessen, alle schon früher ausgewiesenen oder seit den letzten Ereignissen ohne regelmäßiges Gesuch in das Land gekommenen Emigranten aus dem Kanton zu weisen; am 27. soll deshalb strenge Hausdurchsuchung genommen werden; alle Emigranten, die keine Erlaubniß vorweisen, werden an die Gränze geführt, ihre Wirthe mit 25 Fr. Buße für Jeden belegt.	293:302	Der Staatsrat fand am 24. für angemessen , alle schon früher ausgewiesenen oder seit den letzten Ereignissen ohne regelmäßiges Gesuch in das Land gekommenen Emigranten aus dem Kanton zu weisen ; am 27. soll deshalb strenge Hausdurchsuchung genommen werden ; alle Emigranten , die keine Erlaubnis vorweisen , werden an die Grenze geführt , ihre Wirte mit 25 Fr. Buße für Jeden belegt .
vorweisen	schiller_stuart_1801-656-8	Die hat man euch Schon neulich vor Gerichte vorgewiesen.	44:55	Die hat man euch Schon neulich vor Gerichte vorgewiesen .
vorweisen	nn_nrhz247_1849-171-24	Die verfolgenden Oesterreicher hatten hierorts weiter nichts, als den von einer Wiener Militärkommission an kaiserl. Behörden erlassenen und nur für solche verbindlichen Vorführungsbefehl vorgewiesen, und damit bei dem Vorstand einer civilisirten Stadt schleunigsten Gehorsam erlangt.	188:199	Die verfolgenden Österreicher hatten hierorts weiter nichts , als den von einer Wiener Militärkommission an kaiserl. Behörden erlassenen und nur für solche verbindlichen Vorführungsbefehl vorgewiesen , und damit bei dem Vorstand einer zivilisierten Stadt schleunigsten Gehorsam erlangt .
vorweisen	nettelbeck_lebensbeschreibung02_1821-1374-17	Beide wurden sofort gerufen; und es bedurfte nur, daß der Lootse vom Texel seine Ordonnanz vorwies, um darnach seine Forderung nach Fug und Billigkeit auszumitteln.	91:98	Beide wurden sofort gerufen ; und es bedurfte nur , daß der Lotse vom Texel seine Ordonnanz vorwies , um danach seine Forderung nach Fug und Billigkeit auszumitteln .
vorweisen	vogt_briefe02_1851-2852-56	Die Zunge ist dick, kurz, vorn etwas ausgeschnitten, das Auge sehr klein, rund und in ähnlicher Weise, wie bei den Schlangen, nur von einer durchsichtigen Hautkapsel, nicht aber von Augenlidern beschützt; ebenso überzieht die äußere Haut ganz vollständig das Paukenfell, so daß keine Spur vom Ohre sich vorweist.	303:311	Die Zunge ist dick , kurz , vorn etwas ausgeschnitten , das Auge sehr klein , rund und in ähnlicher Weise , wie bei den Schlangen , nur von einer durchsichtigen Hautkapsel , nicht aber von Augenlidern beschützt ; ebenso überzieht die äußere Haut ganz vollständig das Paukenfell , so daß keine Spur vom Ohr sich vorweist .
vorweisen	schwappach_forstpolitik_1894-4710-29	Wer den Fischfang ausserhalb eingefriedeter Örtlichkeiten ausübt, muss mit einer Bescheinigung seiner Befugnis zum Fischfange in dem betreffenden Fischwasser versehen sein und diese Bescheinigung den Aufsichtsorganen auf Verlangen vorweisen.	231:240	Wer den Fischfang außerhalb eingefriedeter Örtlichkeiten ausübt , muss mit einer Bescheinigung seiner Befugnis zum Fischfange in dem betreffenden Fischwasser versehen sein und diese Bescheinigung den Aufsichtsorganen auf Verlangen vorweisen .
vorweisen	schroeder_logik0201_1891-490-65	Uns an das mit der Wortsprache Gegebene haltend gelangen wir dagegen zur Anerkennung des Vorkommens von Aussagen variablen Sinnes, deren Sinn nämlich sich mit dem Zeitpunkt, in welchem die Aussage fällt, von selbst verschiebt, indem das Verbum mit seinem Tempus an die „relative“ Gegenwart anknüpft, nämlich auf die Gegenwart der Aussage (eventuell von dieser aus zurück-oder vor-verweisend) sich bezieht. [ „Absolute“ Gegenwart würde ich dagegen den durch Jahreszahl, Datum, Stunde und Minute etc., Berliner Zeit, fixirten Moment, in welchem ich soeben schreibe, dermalen nennen. ]	376:390	Uns an das mit der Wortsprache Gegebene haltend gelangen wir dagegen zur Anerkennung des Vorkommens von Aussagen variablen Sinnes , deren Sinn nämlich sich mit dem Zeitpunkt , in welchem die Aussage fällt , von selbst verschiebt , indem das Verbum mit seinem Tempus an die " relative " Gegenwart anknüpft , nämlich auf die Gegenwart der Aussage ( eventuell von dieser aus zurück- oder vorweisend ) sich bezieht . [ " Absolute " Gegenwart würde ich dagegen den durch Jahreszahl , Datum , Stunde und Minute etc. , Berliner Zeit , fixierten Moment , in welchem ich soeben schreibe , dermalen nennen . ]
vorweisen	bechstein_dunkelgraf_1854-4071-23	So erschien er als ein feiner, gebildeter Weltmann an manchem Hofe, überall räthselhaft schnell eingeführt durch wenige Zeilen, die er vorwies; man zog ihn zu den fürstlichen Tafeln, erzeigte ihm Aufmerksamkeiten, unterhielt sich gerne mit ihm in der beliebten Modesprache der Höfe; aber da er nirgend lange verweilte, so ging seine Erscheinung gleich andern flüchtig vorüber und wurde schnell wieder vergessen.	135:142	So erschien er als ein feiner , gebildeter Weltmann an manchem Hofe , überall rätselhaft schnell eingeführt durch wenige Zeilen , die er vorwies ; man zog ihn zu den fürstlichen Tafeln , erzeigte ihm Aufmerksamkeiten , unterhielt sich gerne mit ihm in der beliebten Modesprache der Höfe ; aber da er nirgend lange verweilte , so ging seine Erscheinung gleich anderen flüchtig vorüber und wurde schnell wieder vergessen .
vorweisen	dahlmann_geschichte_1845-3857-66	Der hat aus dem Schiffbruche der königlichen Habe glücklich am Sturmtage der Tuilerien vier Druckerpressen gekapert; nun nimmt er seine eigene Tribüne im Sitzungssaale des Gemeinderathes ein, bildet eine politische Macht, das heißt eine Macht zur Verfügung Dantons, welcher den schmutzigen, in seiner ganzen Erscheinung ekelhaften Menschen, diese Gosse für fremden Unrath und doch ein Talent der Feder, ungern vorwies, wie er denn der Frau Roland, welche das Meerwunder einmal bei sich zu sehen wünschte, es mit den Worten abschlug:	410:417	Der hat aus dem Schiffbruche der königlichen Habe glücklich am Sturmtage der Tuilerien vier Druckerpressen gekapert ; nun nimmt er seine eigene Tribüne im Sitzungssaale des Gemeinderates ein , bildet eine politische Macht , das heißt eine Macht zur Verfügung Dantons , welcher den schmutzigen , in seiner ganzen Erscheinung ekelhaften Menschen , diese Gosse für fremden Unrat und doch ein Talent der Feder , ungern vorwies , wie er denn der Frau Roland , welche das Meerwunder einmal bei sich zu sehen wünschte , es mit den Worten abschlug :
vorweisen	brunner_rechtsgeschichte02_1892-11402-5	Vermag der Beklagte eine Urkunde vorzuweisen, so ist er nach fränkischem Rechte in seiner Antwort von dem Zwange des Antwortformalismus befreit.	33:44	Vermag der Beklagte eine Urkunde vorzuweisen , so ist er nach fränkischem Rechte in seiner Antwort von dem Zwange des Antwortformalismus befreit .
vorweisen	jahn_volksthum_1810-2082-19	Es darf bei harter Ahndung kein junger Mensch in Dienst und Lehre genommen werden, der nicht seinen Schulentlassungsschein vorweiset.	123:132	Es darf bei harter Ahnung kein junger Mensch in Dienst und Lehre genommen werden , der nicht seinen Schulentlassungsschein vorweiset .
vorweisen	raabe_odfeld_1889-604-46	Gott sei's geschworen, ich wünsche ihnen nichts Schlimmes, als was sie täglich schon auf dem Nacken haben; ich sehe es ja wohl ein, sie haben ihr Theil auf dem Nacken; aber die blauen Mäler, die ich Ihm am Leibe vorweisen kann, die kann ich mir draußen als Soldatenfrau pläsirlicher holen, wie Tausend andere, die hier und bei mir zu Hause durchgezogen sind auf dem Bagagewagen und in Sicherheit gesungen haben, wo wir mit gezausten Haaren und Kleidern ihnen nachgeheult haben.	212:221	Gott sei es geschworen , ich wünsche ihnen nichts Schlimmes , als was sie täglich schon auf dem Nacken haben ; ich sehe es ja wohl ein , sie haben ihr Teil auf dem Nacken ; aber die blauen Male , die ich Ihm am Leibe vorweisen kann , die kann ich mir draußen als Soldatenfrau pläsierlicher holen , wie Tausend andere , die hier und bei mir zu Hause durchgezogen sind auf dem Bagagewagen und in Sicherheit gesungen haben , wo wir mit gezausten Haaren und Kleidern ihnen nachgeheult haben .
vorweisen	keller_sinngedicht_1882-1787-21	Engere Bekanntschaft machte ich mit diesem Mannelin in dem Bankhause, bei welchem ich empfohlen war und auch er seine Wechsel vorzuweisen hatte.	126:137	Engere Bekanntschaft machte ich mit diesem Mannelen in dem Bankhause , bei welchem ich empfohlen war und auch er seine Wechsel vorzuweisen hatte .
vorweisen	steinthal_grammatik_1855-2321-12	Der Gegenstand muß jedoch sogleich beim Eingange deutlich angegeben, bezeichnet, vorgewiesen werden, damit man von vornherein außer Zweifel darüber ist, wovon im Laufe der Untersuchung die Rede sein solle.	81:92	Der Gegenstand muß jedoch sogleich beim Eingange deutlich angegeben , bezeichnet , vorgewiesen werden , damit man von vornherein außer Zweifel darüber ist , wovon im Laufe der Untersuchung die Rede sein solle .
vorweisen	brunner_rechtsgeschichte02_1892-7409-18	Der indiculus commonitorius konnte dem Kläger übergeben werden, der damit zu dem Prozessgegner ging, um ihn vorzuweisen.	108:119	Der indiculus commonitorius konnte dem Kläger übergeben werden , der damit zu dem Prozessgegner ging , um ihn vorzuweisen .
vorweisen	26120215_1982_01_16_01_112.tcf.xml-6-15	„Der Rote Platz" ist ein Buch mit historischen Dimensionen, das einen Helden vorweist, der in seiner ganzen Individualität, in seiner Liebe, in seinen Beziehungen zur direkten Umwelt plastisch und greifbar wird.	77:85	
vorweisen	2532889X_1973-10-05_01_056.tcf.xml-30-12	Und das Kombinat kann am 7. Oktober einen Vorsprung von 30 Wohnungseinheiten vorweisen.	77:86	
vorweisen	26120215_1980_10_03_01_042.tcf.xml-32-8	Das kann die Industrie nicht in ausreichendem Maße vorweisen.	51:60	
vorweisen	26120215_1976_03_27_01_216.tcf.xml-7-10	Die Teilnehmerkarte Ist In Verbindung mit dem Personalauswels beim Einlaß vorzuweisen.	74:85	
vorweisen	26120215_1948_10_03_01_231.tcf.xml-98-48	4. Der Reiseverkehr von Mihtärpersonen, deren Familienmitgliedern und Zivilangestellten der Besatzunasmächte, die Staatsangehörige des Landes sind, dem diese Besatzungstruppen angehören, erfolgt in Militärzügen und Kraftwagen auf der Autobahn auf Grund von Personalausweisen, die diese Militärpersonen, deren Familienangehörige und die Zivilangestellten dieser Betatzungstruppen vorweisen können.	379:388	
vorweisen	2532889X_1970-04-08_01_009.tcf.xml-5-30	Unter der Überschrift, Eine Lehre, die die Welt verändert hebt er hervor, daß die Sowjetunion und die anderen Staaten der sozialistischen Gemeinschaft zum Lenin-Jubiläum eine hervorragende Bilanz vorzuweisen haben.	196:207	
vorweisen	2532889X_1979-09-29_01_156.tcf.xml-4-25	Salt Lake City die rund 600000 Einwohner zählende Hauptstadt des US-Bundesstaaites Utah, hat unter anderem „The largest manmade excavation in the' world" vorzuweisen, dae weltgrößte von Menschenhand geschaffene Erdaiushöhlung, das fast tausend Meter tiefe und über drei Kilometer weite Erdloch der Bingham Copper Mine, jener Grube, aus der die Kennecott Copper Corporation im Tagebau Kupfererze fördern läßt,	154:165	
vorweisen	2532889X_1963-11-25_01_055.tcf.xml-25-12	Andere, die schon verhandelten, können noch keine Beschlüsse von Wert vorweisen und müssen erneut zusammenkommen, um die von westdeutscher Seite wieder verschütteten Fundamente freizulegen.	70:79	
vorweisen	26120215_1956_04_28_01_196.tcf.xml-5-30	Zur Ablenkung von der peinlichen Affäre ließ er sich mit einer größeren Gruppe von Reportern nach Steinstücken schicken, um an der Grenze der DDR, da er keinen Passierschein vorweisen konnte, eine für ihn gewiß sehr aufschlußreiche Lektion darüber zu empfangen, daß die von der souveränen Regierung der DDR erlassenen Gesetze gleichermaßen für alle Gültigkeit haben, also auch für Herrn Dr. Suhr.	174:183	
vorweisen	2532889X_1986-03-07_01_091.tcf.xml-2-15	Das weltbekannte Fontane-Archiv in Potsdam hat bei der Pflege eines großen Erbes der Literatur Beachtliches vorzuweisen.	108:119	
vorweisen	2532889X_1977-01-06_01_191.tcf.xml-5-10	Die Teilnehmerkarte ist in Verbindung mit dem Personalausweis beim Einlaß vorzuweisen.	74:85	
vorweisen	26120215_1975_11_21_01_118.tcf.xml-9-17	Andere der jungen Männer zwischen 18 und 25, die alte den 10-Klassen-AbschluB sowie eine solide Berufsausbildung vorzuweisen haben, wollen später Verkehrspolizisten, Schutzpolizisten, Kriminalisten oder Feuerwehrmänner werden.	113:124	
vorweisen	2532889X_1989-06-30_01_133.tcf.xml-33-19	Immerhin: mit ihrem reifen Spinto-Sopran kann Maria Slatinaru, die Rumänin, eine herrliche Arie und das Duett vorweisen.	110:119	
vorweisen	26120215_1963_09_05_01_005.tcf.xml-23-20	Der Magistrat holte sie aus dem Stadtsäckel als Prämie für dieienigen Stadtbezirke, die eine gute Abschußliste während der Dreckspatzjagd vorweisen können.	138:147	
vorweisen	2532889X_1984-09-14_01_071.tcf.xml-42-42	Als letzter Redner des ersten Konferenztages betonte Prof. Dr. Wieslaw Iskra Erster Prorektor der Akademie für Gesellschaftswissenschaften des ZK der PVAP, daß die DDR dank dem Vertrauen der Arbeiterklasse in ihre marxistisch-leninistische Partei und ihrer klugen und konsequenten Führung große Erfolge vorweisen könne.	303:312	
vorweisen	26120215_1978_10_03_01_026.tcf.xml-13-8	Auch im Gesundheitswesen hat die DDR bedeutende Leistungen vorzuweisen, und ihr Bildungssystem garantiert in vorbildlicher Weise allen Schichten des Volkes gleiche Chancen."	59:70	
vorweisen	2532889X_1979-11-23_01_060.tcf.xml-32-10	Drei Patente zur Verbesserung der Technologie der Kaliverarbeitune kann ich vorweisen.	76:85	
vorweisen	2532889X_1976-08-21_01_350.tcf.xml-5-8	Man hat ein gewisses Ergebnis bei der Inflationsbekämpfung vorzuweisen, obwohl die Preissteigerungsrate noch immer um die 13 Prozent pendelt.	59:70	
vorweisen	2532889X_1968-03-08_01_081.tcf.xml-5-13	Die Resultate, die sie bei der ersten Wettbewerbsabrechnung auf dem X. Bauernkongreß vorweisen, werden gleichzeitig Resultate der großen Aussprache über unseren Verfassungsentwurf sein.	85:94	
vorweisen	2532889X_1964-08-02_01_076.tcf.xml-48-18	Das ist eine stolze Bilanz, die der ungarische Jugendverband auf seinem kommenden 2. KISZ-Kongreß im Dezember vorweisen kann.	110:119	
vorweisen	2532889X_1987-06-06_01_262.tcf.xml-21-8	„Dann können wir 800 Ehrendiplome und Medaillen vorweisen.	48:57	
vorweisen	26120215_1950_01_12_01_007.tcf.xml-13-15	Natürlich können sie das nicht wagen, denn dann müßten sie ja die veröffentlichten Listen vorweisen.	90:99	
vorweisen	2532889X_1987-04-24_01_149.tcf.xml-127-27	Dank ihrer Arbeit, ihrer oftmals über das normale Maß hinausgehenden Einsatzbereitschaft, die Politik unserer Partei in die Tat umzusetzen, hat unsere Republik eine Bilanz vorzuweisen, die sich sehen lassen kann.	172:183	
vorweisen	2532889X_1988-03-01_01_180.tcf.xml-35-40	Die Rede des Generalsekretars des ZK der SED und Vorsitzenden des Staatsrates, Erich Honecker, vor den 1. Sekretären der Kreisleitungen der SED verdeutlichte, daß wir in einer politisch bewegten Zeit wirken, in der wir große Erfolge vorweisen können und für die ein reiches geistig-kulturelles Leben bestimmend ist, eine Zeit, die Fragen und Probleme als Begleiter unseres Vorankommens hervorbringt, betonte der Redner.	233:242	
vorweisen	2532889X_1958-12-06_01_123.tcf.xml-14-4	Die wo wenig Bewußtsein vorzuweisen hatten, schwiegen sich aus; die.lungen Kosaken aber, welche in der Rotarmee gedient, haben gesprochen und gerufen:	24:35	
vorweisen	26120215_1973_01_11_01_051.tcf.xml-16-29	„Herr Brückner", sagte sie, „ich habe inzwischen den Bühnenportier Böttcher angewiesen, daß nur Personen das Haus verlassen dürfen, die ein solches Billett vorweisen."	156:165	
vorweisen	26120215_1954_06_15_01_011.tcf.xml-12-20	In Baden-Württemberg führte Kriminalpolizei Haussuchungen bei Jugendlichen sowie Vernehmungen durch, wobei die Kriminalbeamten in keinem Falle einen richterlichen Befehl vorweisen konnten.	170:179	
vorweisen	26120215_1953_05_06_01_008.tcf.xml-4-31	Bei dieser Absicht nützen der niedersächsischen Regierung auch die 5841 in der Zeit von August 1951 bis April 1953 eingekerkerten und verfolgten Friedenskämpfer nichts, die sie als „Erfolge" vorweisen kann; sie muß fallen.	191:200	
vorweisen	2532889X_1986-11-26_01_142.tcf.xml-5-27	Es spricht: Genosse Günter Sieber, Mitglied des ZK der SED, Leiter der Abteilung Internationale Verbindungen Einlaß ab 15.45 Uhr Die Teilnehmerkarte ist beim Einlaß vorzuweisen.	165:176	
vorweisen	2532889X_1986-01-10_01_053.tcf.xml-24-12	Eine so klar umrissene Perspektive kann auf der Welt nur der Sozialismus vorweisen", betonte der. Forscher	73:82	
vorweisen	2532889X_1972-10-06_01_161.tcf.xml-11-33	„In München, Frankfurt, Erlangen, Freiburg, Mainz und andernorts holten zivile und uniformierte Polizisten Menschen aus dem Bett, gegen die sie keinen Haftbefehl wegen Verdachts einer strafbaren Handlung vorweisen konnten und die nur eins gemeinsam haben: Sie sind arabi -	204:213	
vorweisen	2532889X_1969-07-22_01_174.tcf.xml-2-20	Ein Fangergebnis von 3.7 Milll onen Tonnen Fisch und anderen Meeresprodukten hat die sowj etische Fischereiflotte im ersten albjahr 1969 vorzuweisen.	137:148	
vorweisen	26120215_1965_10_31_01_067.tcf.xml-23-20	Schachtoto mit der Frage nach dem nächsten Zug des Rigaers veranstalten, die Zahl derjenigen, die einen richtigen Tip vorweisen könnten, wäre gering.	118:127	
vorweisen	26120215_1982_06_26_01_119.tcf.xml-12-22	Er erhält zwei Stempel, eine Ordnungsstrafe von 10 Mark und die Auflage die Papiere in den nächsten Tagen bei der Verkehrsbereitschaft vorzuweisen.	135:146	
vorweisen	2532889X_1975-04-19_01_158.tcf.xml-3-10	Die Teilnehmerkarte ist in Verbindung mit dem Personalausweis beim Einlaß vorzuweisen.	74:85	
vorweisen	2532889X_1983-08-22_01_041.tcf.xml-9-16	Die daraus gewonnenen Erkenntnisse würden ihr helfen, künftig an jedem Tag eine noch bessere Bilanz vorzuweisen.	100:111	
vorweisen	2532889X_1965-03-26_01_060.tcf.xml-16-19	Jung: Zumal. das Berliner Physiologische Institut auf dem Gebiet des Gleichgewichtssinnes und der Raumorientierung einmal wichtige Arbeitsergebnisse vorzuweisen hatte.	149:160	
vorweisen	26120215_1969_03_09_01_026.tcf.xml-67-25	Deshalb richtet die FDJ-Leitung besonderes Augenmerk auf die Teilnahme an den Zirkeln junger Sozialisten Es kommt nicht nur darauf an, gute Noten im Staatsbürgerkunde-Unterricht vorweisen zu können, sondern auf einen festen Klassenstandpunkt, den man sich erarbeiten und überall vertreten muß.	178:187	
vorweisen	2532889X_1986-04-17_01_060.tcf.xml-47-12	Der Künstlerverband und der Verlag für Agitations-und Anschauungsmittel haben eine Ausstellung vorzuweisen, die einen guten Beitrag zum XI. Parteitag der SED darstellt.	95:106	
vorweisen	2532889X_1976-10-27_01_110.tcf.xml-12-11	Obwohl sie zahlreiche Gutachten von Professoren und Ausbildungsleitern über ihre Eignung vorweisen konnte, fiel sie nach kurzem Unterricht in einer 5. und 7. Klasse im April 1975 den Berufsverbotspraktiken zum Opfer.	89:98	
vorweisen	2532889X_1985-10-26_01_196.tcf.xml-4-12	Und bei beiden Dingen hat unser Jugendforscherkollektiv -Entwicklung der Lichtwellenleiter-Technik" einiges vorzuweisen.	108:119	
vorweisen	2532889X_1983-05-26_01_159.tcf.xml-6-10	Die künftigen Gärtner können in diesem Jahr schon gute Produktionsergebnisse vorweisen: Sie ernteten im März 10000 Tulpen, außerdem zogen sie 600000 Salatpflanzen heran.	77:86	
vorweisen	2532889X_1982-12-15_01_052.tcf.xml-8-13	Und sie können, manchmal noch etwas verschämt ihre ersten eigenen lyrischen Versuche vorweisen.	85:94	
vorweisen	26120215_1976_01_24_01_314.tcf.xml-8-10	Die Teilnehmerkarte ist in Verbindung mit dem Personalausweis beim Einlaß vorzuweisen.	74:85	
vorweisen	26120215_1953_08_08_01_184.tcf.xml-10-8	Er konnte ein gutes Abgangszeugnis des 9. Schuljahres vorweisen und bekam glech eine ganze Reihe Angebote.	54:63	
vorweisen	26120215_1971_08_27_01_278.tcf.xml-7-7	Auch das Bitterfelder Kombinat hat gute Ergebnisse vorzuweisen, die die Arbeiter nicht allein durch Muskelkraft erreicht haben.	51:62	
vorweisen	26120215_1975_04_19_01_106.tcf.xml-5-10	Die Teilnehmerkarte ist in Verbindung mit dem Personalausweis beim Einlaß vorzuweisen.	74:85	
vorweisen	2532889X_1952-05-15_01_036.tcf.xml-2-46	Der Schuster Marek aus Ratibor n Oberschlesien unterhält sich in seinem Dialekt mit seinem Leidensgefährten Ho rst, einem jungen Düsseldorfer, der keine Zuzugsgenehmigung bekommt, weil se ine Eltern bei einem Bombenangriff in Düsseldorf ums Leben kamen und er je tzt keinen -Wohnsitz" vorweisen kann.	285:294	
vorweisen	2532889X_1962-12-11_01_115.tcf.xml-7-16	anwaltes nicht in der Lage, eine ordnungsgemäß verkündete gesetzliche Bestimmung für die Rechtsmäßigkeit ihrer Maßnahmen vorzuweisen.	121:132	
vorweisen	26120215_1974_07_22_01_028.tcf.xml-4-16	Getreidemäher un d Transportmittel erzielt, ausgezeichnete Qualität aller Arbeitsgänge erreicht un d beste ökonomische Ergebnisse vorweist. unser Foto: Getreidekombines bei der rnte von Wintergerste im Kolchos „Iskra im Kuban.	130:138	
vorweisen	2532889X_1979-10-31_01_153.tcf.xml-5-9	Gute Ergebnisse kann auf diesem Gebiet der Bahnhof Schöneweide vorweisen.	63:72	
vorweisen	2532889X_1977-03-04_01_119.tcf.xml-15-10	Die PPP kann beachtliche Erfolge der von ihr gestellten Regierung vorweisen.	66:75	
vorweisen	2532889X_1970-09-28_01_087.tcf.xml-6-7	In Rundfunkkommentaren wurde in diesem Zusammenhang darmil vorwiesen, clai. 'i es der PDC-Führuni; schlecht anstehe, die Rolle eines.. Rollers der Demokratie" spielen zu wollen.	59:68	
vorweisen	26120215_1984_08_11_01_131.tcf.xml-21-8	Kann er den Paß bei einer Kontrolle nicht vorweisen, bedeutet das sofortige Festnahme und Gefängnis.	42:51	
vorweisen	2532889X_1983-08-13_01_384.tcf.xml-18-17	Die Leunawerker handeln nach ihr mit Erfolg auch schon in diesem Jahr und haben recht gute Ergebnisse vorzuweisen.	102:113	
vorweisen	26120215_1973_04_04_01_018.tcf.xml-2-21	Die Regierungen der DRV und der RSV konnten jetzt in ^ Bilanzen der ersten 60 Tage seit Inkrafttreten des Pariser Vietnamabkommens vorweisen, daß sie alle Bestimmungen eingehalten und gewissenhaft erfü t haben.	131:140	
vorweisen	2532889X_1971-11-08_01_169.tcf.xml-11-23	' Grubenelektriker Dieter Bruska aus dem Mansfeld-Kombinat, 22 Jahre, Kandidat für die Volkskammer, ist einer, der das Mandat stolz vorweisen kann.	132:141	
vorweisen	2532889X_1954-12-23_01_074.tcf.xml-2-24	Die Abteilung Handel und Versorgung beim Magistrat von Groß-Berlin teilt dazu mit. daß westdeutsche und westberliner Bürger, die eine vorschriftsmäßige Aufenthaltsgenehmigung vorweisen können, weiterhin ihre Rechnungen in Deutscher Mark der Deutschen Notenbank begleichen können.	175:184	
vorweisen	26120215_1949_10_23_01_034.tcf.xml-10-17	Er behauptet es, und aus seinen Papieren geht es hervor, daß er den Verpflichtungsschein seinerzeit vorgewiesen hat.	100:111	
vorweisen	2532889X_1971-08-29_01_154.tcf.xml-19-7	Wir konnten mit vielen Werken neue Leistungen vorweisen, und wir freuen uns über Anerkennungen er Be -	46:55	
vorweisen	26120215_1965_10_31_01_549.tcf.xml-6-21	Und welche Schäden durch den Mißbrauch des Alkohols der Gesundheit des einzelnen zugefugt werden, darüber können die Mediziner erschütterndes Material vorweisen.	151:160	
vorweisen	2532889X_1956-02-12_01_020.tcf.xml-19-24	Was den Sender „Freies Europa" betreffe, so müsse natürlich auch er für die amerikanischen Gelder, die er erhalte, etwas vorweisen.	121:130	
vorweisen	26120215_1986_01_28_01_283.tcf.xml-18-16	Jetzt waren Gartenbesitzer gesellschaftlich integriert und auch organisiert, denn schließlich hatten sie ja auch etwas vorzuweisen, wie beispielsweise diese acht Kilogramm schwere Kohlrabiknolle im Goetheweg, die jeder, der im letzten Herbst hier vorbeikam, bestaukonnte.	119:130	
vorweisen	26120215_1948_04_01_01_009.tcf.xml-10-55	1. Alle militärischen wie auch zivilen Mitarbeiter der Militärverwaltung amerikanischer, britischer und französischer Staatsangehörigkeit sowie deren Familien, die die sowjetische Besatzungszone auf der Autobahn Berlin— Helmstedt passieren, müssen vom 1. April 1948 ab am Kontrollpunkt Marienborn und am Kontrollpunkt der an der Autobahn zwei Kilometer östlich von Nowawes errichtet wird, Dokumente vorweisen, aus denen sich ihre Person und ihre Zugehörigkeit zu den Organen der Militärverwaltung in Deutschland ergeben.	399:408	
vorweisen	26120215_1960_08_03_01_307.tcf.xml-8-35	Was wurden die Filmschaffenden beider Welten die hier unter dem verpflichtenden Motto.. Für edle Beziehungen zwischen den Menschen, für dauerhafte Freundschaft r.wisrhen den Völkern" zusammenkamen, 1960 an echten, bewegenden Kunstwerken vorweisen?	237:246	
vorweisen	2532889X_1970-04-29_01_061.tcf.xml-41-14	Bestehen bleibt die Kischsche Forderung, Künstlerschaft, Kenntnis und Kämpfertum in der Reportage vorzuweisen, ja, sie wird um so dringlicher, je mehr die Menschendarstellung in der Reportage in den Vordergrund rückt.	98:109	
vorweisen	2532889X_1969-06-14_01_220.tcf.xml-5-9	Die Meßgerätewerker im erzgebirglschen Zwönltz z. B. können einiges vorweisen: 81 von 96 Brigaden haben in letzter Zeit an ökonomisch-kulturellen Leistungsvergleichen teilgenommen.	68:77	
vorweisen	2532889X_1984-06-23_01_141.tcf.xml-22-14	Das..Marktrecht. ' soviel der Vollständigkeit halber erwirbt nur, wer die Festplakette vorweisen kann.	87:96	
vorweisen	26120215_1966_02_23_01_209.tcf.xml-13-18	Nein, der Grund war viel-Nein, mehr, daß jeder der angesprochenen Betriebe bereits einen Patenschaftsvertrag vorzuweisen hatte.	109:120	
vorweisen	2532889X_1978-08-27_01_028.tcf.xml-9-8	Er ist Autor von Veröffentlichungen und hat Erfindungen vorzuweisen.	56:67	
vorweisen	2532889X_1969-05-15_01_065.tcf.xml-54-12	Eine demokratische Zustimmung der westdeutschen Bevölkerung kann dieses Papier bis heute nicht vorweisen, ganz abgesehen davon, daß die wenigen demokratischen Rechte und Freiheiten, die es formal verkündet, in der Folgezeit systematisch durchlöchert wurden.	95:104	
vorweisen	26120215_1952_01_05_01_020.tcf.xml-29-7	Einige Erfolge in dieser Richtung sind schon vorzuweisen, wenn man sich die Entwicklung vor Augen hält: bei der Eröffnung des neuen Dessauer Hauses im Sommer 1949 gab es 2500 Volksbühnenmitglieder; heute sind es 11000.	45:56	
vorweisen	26120215_1981_06_01_01_051.tcf.xml-20-44	Ohne das an dieser Stelle bis auf den Grund ausloten zu können, sind vorrangig zu nennen: Zuverlässigkeit, Beharrlichkeit, Solidität, die in Gemeinsamkeit, Beständigkeit und Ausgeglichenheit produzieren, wie sie derzeit (außer Finalkontrahent Jena) keine andere Mannschaft vorzuweisen hat.	273:284	
vorweisen	2532889X_1956-01-03_01_116.tcf.xml-21-9	Eingelassen wurde nur, wer ein Mitgliedsbuch der SPD vorwies.	53:60	
