	identifier1	identifier2	lemma	dataset	annotator2	annotator5	annotator4	annotator0	annotator1	annotator3	annotator6	annotator8	annotator9	annotator7	median_label	non_nan_count
1212	26120215_1958_12_24_01_169.tcf.xml-28-12	davidis_kochbuch_1849-2034-12	abgebrüht	dwug_de				1.0	1.0						1.0	2
1213	26120215_1958_12_24_01_169.tcf.xml-28-12	davidis_kochbuch_1849-2082-9	abgebrüht	dwug_de		2.0				2.0					2.0	2
1215	26120215_1959_09_03_01_190.tcf.xml-12-7	brehm_thierleben06_1869-15516-1	abgebrüht	dwug_de	2.0			1.0		2.0					2.0	3
1228	26120215_1961_12_24_01_483.tcf.xml-31-38	davidis_kochbuch_1879-3332-4	abgebrüht	dwug_de	4.0					4.0					4.0	2
1233	26120215_1962_06_09_01_398.tcf.xml-98-13	26120215_1963_02_10_01_145.tcf.xml-31-23	abgebrüht	dwug_de	2.0	3.0		4.0		2.0					2.5	4
1235	26120215_1963_02_10_01_145.tcf.xml-31-23	26120215_1966_05_25_01_169.tcf.xml-16-4	abgebrüht	dwug_de	2.0			1.0			2.0				2.0	3
1237	26120215_1963_02_10_01_145.tcf.xml-31-23	26120215_1971_02_23_01_109.tcf.xml-10-13	abgebrüht	dwug_de	2.0				3.0	2.0	2.0				2.0	4
1241	26120215_1963_02_10_01_145.tcf.xml-31-23	brehm_thierleben06_1869-15516-1	abgebrüht	dwug_de				1.0		2.0					1.5	2
1242	26120215_1963_02_10_01_145.tcf.xml-31-23	davidis_kochbuch_1849-2034-12	abgebrüht	dwug_de	4.0		4.0								4.0	2
1243	26120215_1963_02_10_01_145.tcf.xml-31-23	davidis_kochbuch_1849-2069-31	abgebrüht	dwug_de		3.0			2.0	4.0					3.0	3
1244	26120215_1963_02_10_01_145.tcf.xml-31-23	davidis_kochbuch_1849-2082-9	abgebrüht	dwug_de				1.0	2.0						1.5	2
1246	26120215_1963_02_10_01_145.tcf.xml-31-23	davidis_kochbuch_1849-2392-7	abgebrüht	dwug_de				1.0	2.0	3.0					2.0	3
1248	26120215_1963_02_10_01_145.tcf.xml-31-23	davidis_kochbuch_1849-3498-5	abgebrüht	dwug_de		3.0				4.0					3.5	2
1249	26120215_1963_02_10_01_145.tcf.xml-31-23	davidis_kochbuch_1849-3625-6	abgebrüht	dwug_de			4.0			4.0	4.0				4.0	3
1250	26120215_1963_02_10_01_145.tcf.xml-31-23	davidis_kochbuch_1849-4797-34	abgebrüht	dwug_de			4.0	1.0	2.0	4.0					3.0	4
1252	26120215_1963_02_10_01_145.tcf.xml-31-23	davidis_kochbuch_1849-6071-10	abgebrüht	dwug_de			4.0	1.0		4.0					4.0	3
1253	26120215_1963_02_10_01_145.tcf.xml-31-23	davidis_kochbuch_1879-3332-4	abgebrüht	dwug_de				1.0	1.0	2.0					1.0	3
1254	26120215_1963_02_10_01_145.tcf.xml-31-23	davidis_kochbuch_1879-3696-8	abgebrüht	dwug_de	3.0	3.0		1.0							3.0	3
1256	26120215_1963_02_10_01_145.tcf.xml-31-23	davidis_kochbuch_1879-597-37	abgebrüht	dwug_de		2.0			3.0	4.0	4.0				3.5	4
1260	26120215_1963_02_10_01_145.tcf.xml-31-23	rein_japan02_1886-2847-26	abgebrüht	dwug_de				4.0	3.0						3.5	2
1262	26120215_1963_02_10_01_145.tcf.xml-31-23	silberer_traber_1883-605-60	abgebrüht	dwug_de	4.0				3.0	3.0	4.0				3.5	4
1265	26120215_1963_07_09_01_005.tcf.xml-2-27	26120215_1966_05_25_01_169.tcf.xml-16-4	abgebrüht	dwug_de	4.0				4.0	4.0					4.0	3
1266	26120215_1963_07_09_01_005.tcf.xml-2-27	davidis_kochbuch_1849-2392-7	abgebrüht	dwug_de					2.0	2.0					2.0	2
1277	26120215_1963_12_08_01_177.tcf.xml-15-13	davidis_kochbuch_1849-4797-34	abgebrüht	dwug_de					1.0	2.0					1.5	2
1285	26120215_1965_02_07_01_482.tcf.xml-57-7	davidis_kochbuch_1849-2034-12	abgebrüht	dwug_de	2.0					2.0					2.0	2
1289	26120215_1965_04_07_01_070.tcf.xml-3-5	silberer_traber_1883-605-60	abgebrüht	dwug_de	2.0			1.0	1.0	2.0					1.5	4
1318	26120215_1966_05_25_01_169.tcf.xml-16-4	26120215_1966_11_11_01_073.tcf.xml-81-3	abgebrüht	dwug_de		4.0	4.0								4.0	2
1319	26120215_1966_05_25_01_169.tcf.xml-16-4	26120215_1975_02_01_01_413.tcf.xml-54-22	abgebrüht	dwug_de				4.0		4.0					4.0	2
1320	26120215_1966_05_25_01_169.tcf.xml-16-4	26120215_1977_04_09_01_064.tcf.xml-25-31	abgebrüht	dwug_de				4.0	4.0	4.0					4.0	3
1321	26120215_1966_05_25_01_169.tcf.xml-16-4	davidis_kochbuch_1849-3482-6	abgebrüht	dwug_de	2.0			1.0	1.0						1.0	3
1326	26120215_1966_05_25_01_169.tcf.xml-16-4	davidis_kochbuch_1879-5545-9	abgebrüht	dwug_de	1.0			1.0							1.0	2
1328	26120215_1966_05_25_01_169.tcf.xml-16-4	silberer_traber_1883-107-21	abgebrüht	dwug_de	2.0			1.0							1.5	2
1390	26120215_1967_06_28_01_098.tcf.xml-46-9	davidis_kochbuch_1849-2034-12	abgebrüht	dwug_de	2.0			1.0							1.5	2
1410	26120215_1969_05_31_01_070.tcf.xml-7-20	silberer_traber_1883-605-60	abgebrüht	dwug_de					1.0	2.0					1.5	2
1451	26120215_1971_05_27_01_276.tcf.xml-76-9	26120215_1977_04_09_01_064.tcf.xml-25-31	abgebrüht	dwug_de				4.0		4.0					4.0	2
1455	26120215_1971_11_02_01_173.tcf.xml-30-9	26120215_1972_05_07_01_184.tcf.xml-27-21	abgebrüht	dwug_de	4.0		4.0		4.0		4.0				4.0	4
1456	26120215_1971_11_02_01_173.tcf.xml-30-9	26120215_1977_04_09_01_064.tcf.xml-25-31	abgebrüht	dwug_de		4.0	4.0			4.0					4.0	3
1458	26120215_1971_11_02_01_173.tcf.xml-30-9	brehm_thierleben01_1864-3282-21	abgebrüht	dwug_de	2.0					2.0					2.0	2
1460	26120215_1971_11_02_01_173.tcf.xml-30-9	davidis_kochbuch_1849-4797-34	abgebrüht	dwug_de				1.0		2.0					1.5	2
1464	26120215_1971_11_02_01_173.tcf.xml-30-9	davidis_kochbuch_1879-721-7	abgebrüht	dwug_de	2.0				1.0						1.5	2
1465	26120215_1971_11_02_01_173.tcf.xml-30-9	davidis_kochbuch_1879-7229-4	abgebrüht	dwug_de	2.0				1.0						1.5	2
1520	26120215_1977_04_09_01_064.tcf.xml-25-31	davidis_kochbuch_1879-3332-4	abgebrüht	dwug_de					1.0	2.0					1.5	2
1521	26120215_1977_04_09_01_064.tcf.xml-25-31	davidis_kochbuch_1879-3868-23	abgebrüht	dwug_de				1.0		2.0					1.5	2
1523	26120215_1977_04_09_01_064.tcf.xml-25-31	rein_japan02_1886-2847-26	abgebrüht	dwug_de				1.0	1.0	2.0					1.0	3
1527	26120215_1977_08_16_01_150.tcf.xml-28-11	davidis_kochbuch_1849-2034-12	abgebrüht	dwug_de	4.0					4.0					4.0	2
1534	26120215_1977_10_20_01_265.tcf.xml-13-7	davidis_kochbuch_1849-2034-12	abgebrüht	dwug_de					4.0	4.0					4.0	2
1656	26120215_1985_02_23_01_462.tcf.xml-5-9	davidis_kochbuch_1879-3332-4	abgebrüht	dwug_de				4.0			4.0				4.0	2
1684	26120215_1989_02_25_01_393.tcf.xml-29-31	davidis_kochbuch_1879-5545-9	abgebrüht	dwug_de	2.0			1.0		2.0					2.0	3
1685	26120215_1989_02_25_01_393.tcf.xml-29-31	silberer_traber_1883-605-60	abgebrüht	dwug_de				1.0	1.0						1.0	2
1686	26120215_1989_04_28_01_171.tcf.xml-2-7	brehm_thierleben06_1869-15516-1	abgebrüht	dwug_de				1.0		2.0					1.5	2
1869	brehm_thierleben01_1864-3282-21	davidis_kochbuch_1849-2034-12	abgebrüht	dwug_de	4.0				4.0	4.0					4.0	3
1870	brehm_thierleben01_1864-3282-21	davidis_kochbuch_1879-5545-9	abgebrüht	dwug_de	4.0					4.0					4.0	2
1872	brehm_thierleben06_1869-15516-1	davidis_kochbuch_1849-2062-61	abgebrüht	dwug_de	4.0			3.0		4.0					4.0	3
1874	brehm_thierleben06_1869-15516-1	davidis_kochbuch_1849-3494-3	abgebrüht	dwug_de					4.0	4.0					4.0	2
1876	brehm_thierleben06_1869-15516-1	davidis_kochbuch_1849-3513-5	abgebrüht	dwug_de					4.0	4.0					4.0	2
1887	brehm_thierleben06_1869-15516-1	silberer_traber_1883-605-60	abgebrüht	dwug_de	4.0			3.0	4.0	3.0					3.5	4
1897	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1849-2221-8	abgebrüht	dwug_de	4.0			4.0							4.0	2
1898	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1849-2355-12	abgebrüht	dwug_de					4.0	4.0					4.0	2
1899	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1849-3513-5	abgebrüht	dwug_de	4.0			4.0		4.0					4.0	3
1900	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1849-3584-11	abgebrüht	dwug_de	4.0			4.0	4.0						4.0	3
1901	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1849-3745-3	abgebrüht	dwug_de				4.0	4.0	4.0					4.0	3
1903	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1849-6071-10	abgebrüht	dwug_de					4.0	4.0					4.0	2
1905	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1879-2994-18	abgebrüht	dwug_de	4.0				4.0						4.0	2
1910	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1879-3870-3	abgebrüht	dwug_de				4.0		4.0					4.0	2
1911	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1879-4195-4	abgebrüht	dwug_de	4.0			4.0							4.0	2
1912	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1879-4226-4	abgebrüht	dwug_de				4.0	4.0						4.0	2
1913	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1879-4234-7	abgebrüht	dwug_de				4.0	4.0						4.0	2
1916	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1879-6112-25	abgebrüht	dwug_de	4.0					4.0					4.0	2
1917	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1879-6739-7	abgebrüht	dwug_de				4.0		4.0					4.0	2
1918	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1879-7217-16	abgebrüht	dwug_de	4.0			4.0							4.0	2
1919	davidis_kochbuch_1849-2034-12	davidis_kochbuch_1879-7229-4	abgebrüht	dwug_de				3.0	4.0						3.5	2
1921	davidis_kochbuch_1849-2034-12	platen_oedipus_1829-1032-10	abgebrüht	dwug_de				1.0	2.0						1.5	2
1922	davidis_kochbuch_1849-2034-12	silberer_traber_1883-605-60	abgebrüht	dwug_de	4.0			4.0		4.0					4.0	3
1924	davidis_kochbuch_1849-2062-61	davidis_kochbuch_1849-3482-6	abgebrüht	dwug_de				4.0	4.0						4.0	2
1925	davidis_kochbuch_1849-2062-61	davidis_kochbuch_1849-4053-7	abgebrüht	dwug_de				4.0		4.0					4.0	2
1928	davidis_kochbuch_1849-2062-61	davidis_kochbuch_1879-5545-9	abgebrüht	dwug_de	4.0			3.0	4.0						4.0	3
1929	davidis_kochbuch_1849-2062-61	davidis_kochbuch_1879-902-7	abgebrüht	dwug_de					4.0	4.0					4.0	2
1930	davidis_kochbuch_1849-2082-9	davidis_kochbuch_1879-2994-18	abgebrüht	dwug_de		4.0			4.0						4.0	2
1931	davidis_kochbuch_1849-2221-8	davidis_kochbuch_1849-4053-7	abgebrüht	dwug_de					4.0	4.0					4.0	2
1932	davidis_kochbuch_1849-2221-8	davidis_kochbuch_1879-3332-4	abgebrüht	dwug_de	4.0			4.0							4.0	2
1934	davidis_kochbuch_1849-2355-12	davidis_kochbuch_1879-5545-9	abgebrüht	dwug_de				4.0	4.0	4.0					4.0	3
1940	davidis_kochbuch_1849-3453-8	silberer_traber_1883-605-60	abgebrüht	dwug_de				4.0	4.0						4.0	2
1941	davidis_kochbuch_1849-3494-3	davidis_kochbuch_1879-2506-4	abgebrüht	dwug_de		4.0			4.0						4.0	2
1946	davidis_kochbuch_1849-3625-6	davidis_kochbuch_1879-3332-4	abgebrüht	dwug_de	4.0			4.0							4.0	2
1948	davidis_kochbuch_1849-4049-4	silberer_traber_1883-605-60	abgebrüht	dwug_de	4.0				4.0						4.0	2
1952	davidis_kochbuch_1849-4797-34	davidis_kochbuch_1879-3332-4	abgebrüht	dwug_de	4.0					4.0					4.0	2
1954	davidis_kochbuch_1849-4797-34	rein_japan02_1886-2847-26	abgebrüht	dwug_de				4.0	4.0						4.0	2
1960	davidis_kochbuch_1879-2344-30	silberer_traber_1883-605-60	abgebrüht	dwug_de	4.0					4.0					4.0	2
1961	davidis_kochbuch_1879-2506-4	silberer_traber_1883-605-60	abgebrüht	dwug_de	4.0					4.0					4.0	2
1962	davidis_kochbuch_1879-2994-18	davidis_kochbuch_1879-5545-9	abgebrüht	dwug_de				4.0	4.0	4.0					4.0	3
1963	davidis_kochbuch_1879-3321-3	davidis_kochbuch_1879-3332-4	abgebrüht	dwug_de				4.0	4.0						4.0	2
1965	davidis_kochbuch_1879-3321-3	silberer_traber_1883-605-60	abgebrüht	dwug_de	4.0			4.0							4.0	2
1967	davidis_kochbuch_1879-3332-4	davidis_kochbuch_1879-3870-3	abgebrüht	dwug_de	4.0			4.0							4.0	2
1970	davidis_kochbuch_1879-3332-4	davidis_kochbuch_1879-583-65	abgebrüht	dwug_de	4.0				4.0						4.0	2
1973	davidis_kochbuch_1879-3332-4	silberer_traber_1883-605-60	abgebrüht	dwug_de	4.0			4.0	4.0	4.0					4.0	4
1981	davidis_kochbuch_1879-5545-9	davidis_kochbuch_1879-721-7	abgebrüht	dwug_de	4.0			4.0							4.0	2
1982	davidis_kochbuch_1879-5545-9	davidis_kochbuch_1879-7217-16	abgebrüht	dwug_de	4.0			4.0	4.0						4.0	3
1987	davidis_kochbuch_1879-5545-9	toennies_gemeinschaft_1887-2092-149	abgebrüht	dwug_de					1.0	2.0					1.5	2
1990	davidis_kochbuch_1879-583-65	silberer_traber_1883-107-21	abgebrüht	dwug_de				4.0	4.0						4.0	2
1991	davidis_kochbuch_1879-583-65	silberer_traber_1883-605-60	abgebrüht	dwug_de	4.0			4.0							4.0	2
1993	davidis_kochbuch_1879-902-7	silberer_traber_1883-605-60	abgebrüht	dwug_de	4.0				4.0						4.0	2
3787	silberer_traber_1883-107-21	silberer_traber_1883-605-60	abgebrüht	dwug_de					4.0	4.0					4.0	2
