lemma	identifier	context	indexes_target_token	context_normalized
Knotenpunkt	mohr_fachwerk02_1875-98-22	Die Durchbiegung eines Knotenpunktes hat demnach die Richtung nach unten oder nach oben, je nachdem Δ l und das auf den Knotenpunkt bezügliche u gleiche oder entgegengesetzte Vorzeichen haben.	120:131	Die Durchbiegung eines Knotenpunktes hat demnach die Richtung nach unten oder nach oben , je nachdem D l und das auf den Knotenpunkt bezügliche u gleiche oder entgegengesetzte Vorzeichen haben .
Knotenpunkt	ludwig_physiologie01_1852-2882-23	Richtungsstrahl eines Leuchtpunktes zu finden; es ist dieses nämlich diejenige Linie 1 6, welche sich vom Leuchtpunkt 1 gegen den vordern Knotenpunkt 6 erstreckt, die dieser parallel 7 8 vom hintern Knotenpunkt auslaufende, bezeichnet den Richtungsstrahl d. h. den Strahl, welcher unter allen vom Punkt 1 ausgehenden und durch das Linsensystem dringenden die geringste Brechung erleidet.	138:149	Richtungsstrahl eines Leuchtpunktes zu finden ; es ist dieses nämlich diejenige Linie 1 6 , welche sich vom Leuchtpunkt 1 gegen den vorderen Knotenpunkt 6 erstreckt , die dieser parallel 7 8 vom hinteren Knotenpunkt auslaufende , bezeichnet den Richtungsstrahl d. h. den Strahl , welcher unter allen vom Punkt 1 ausgehenden und durch das Linsensystem dringenden die geringste Brechung erleidet .
Knotenpunkt	mueller_festigkeitslehre_1886-303-5	Will man die Senkungen der Knotenpunkte C, D, E, F der oberen Gurtung einer Mittelöffnung eines kontinuirlichen Balkens bestimmen (Fig. 15), so betrachte man das Polygon A C D E F B als obere Gurtung und die Stützpunkte A und B, deren Verschiebungen stets gegeben sind, beziehungsweise als Anfangs-und Endknotenpunkt.	27:39	Will man die Senkungen der Knotenpunkte C , D , E , F der oberen Gurtung einer Mittelöffnung eines kontinuierlichen Balkens bestimmen ( Fig. 15 ) , so betrachte man das Polygon A C D E F B als obere Gurtung und die Stützpunkte A und B , deren Verschiebungen stets gegeben sind , beziehungsweise als Anfangs- und Endknotenpunkt .
Knotenpunkt	mueller_festigkeitslehre_1886-1429-60	Besonders empfehlenswerth für den vorliegenden Fall ist die auf Seite 107 gelehrte Einführung von Einzellasten an Stelle der Belastungsflächen I und II. Vergl. auch Fig. 92. Wegen M' = 1 · y erhält man, wenn der Einfluss der Längskräfte N auf die Werthe η vernachlässigt wird, nach Gleich. (64) und (63) die im Knotenpunkte m anzunehmende Einzellast wm = ωm = [Formel], wobei λc eine beliebige konstante Feldweite vorstellt.	311:323	Besonders empfehlenswert für den vorliegenden Fall ist die auf Seite 107 gelehrte Einführung von Einzellasten an Stelle der Belastungsflächen I und II. Vergl. auch Fig. 92. Wegen M' = 1 · y erhält man , wenn der Einfluss der Längskräfte N auf die Werte η vernachlässigt wird , nach Gleich . ( 64 ) und ( 63 ) die im Knotenpunkte m anzunehmende Einzellast wm = ωm = [Formel] , wobei lc eine beliebige konstante Feldweite vorstellt .
Knotenpunkt	mohr_fachwerk02_1875-131-61	Bezeichnet man demnach mit (Fig. 37 auf Bl. 614) y1, y2, y3.... diejenigen Durchbiegungen, welche die Knotenpunkte I, II, III.... des Fachwerks (Fig. 36) erleiden, wenn ein bestimmter Knotenpunkt z. B. VI mit dem Gewichte R belastet ist, so ergibt sich für den Fall, in welchem die Knotenpunkte I, II, III.... mit P1, P2, P3.... belastet sind, die Durchbiegung y des Knotenpunktes VI aus der Formel: 20) [Formel]	282:294	Bezeichnet man demnach mit ( Fig. 37 auf Bl. 614 ) y1 , y2 , y3 .... diejenigen Durchbiegungen , welche die Knotenpunkte I , II , III .... des Fachwerks ( Fig. 36 ) erleiden , wenn ein bestimmter Knotenpunkt z. B. VI mit dem Gewichte R belastet ist , so ergibt sich für den Fall , in welchem die Knotenpunkte I , II , III .... mit P1 , P2 , P3 .... belastet sind , die Durchbiegung y des Knotenpunktes VI aus der Formel : 20 ) [Formel]
Knotenpunkt	mohr_fachwerk02_1875-126-43	Sind C und D zwei beliebige Knotenpunkte des Fachwerks, so ist die Durchbiegung des Knotenpunktes C, welche von einer Belastung P des Knotenpunktes D hervorgerufen wird, genau so gross wie die Durchbiegung des Knotenpunktes D in Folge derselben Belastung des Knotenpunktes C.	259:272	Sind C und D zwei beliebige Knotenpunkte des Fachwerks , so ist die Durchbiegung des Knotenpunktes C , welche von einer Belastung P des Knotenpunktes D hervorgerufen wird , genau so groß wie die Durchbiegung des Knotenpunktes D in Folge derselben Belastung des Knotenpunktes C .
Knotenpunkt	mohr_fachwerk02_1875-154-31	Man nehme an, es seien die sämmtlichen Mittelstützen beseitigt (Figur 40, Blatt 615) und der auf seinen Endstützen A und B ruhende gewichtlose Träger sei in demjenigen Knotenpunkte C, welcher mit der ersten Mittelstütze in Berührung stand, mit einem Gewichte R belastet.	168:180	Man nehme an , es seien die sämtlichen Mittelstützen beseitigt ( Figur 40 , Blatt 615 ) und der auf seinen Endstützen A und B ruhende gewichtlose Träger sei in demjenigen Knotenpunkte C , welcher mit der ersten Mittelstütze in Berührung stand , mit einem Gewichte R belastet .
Knotenpunkt	mohr_fachwerk01_1874-127-20	Beispiel 2. Der in Figur 7 auf Blatt 610 mit Angabe der Dimensionen und Belastungen dargestellte schmiedeeiserne Brückenbalken enthält 16 Knotenpunkte und 35 gegen Zug und Druck widerstandsfähige Konstruktionstheile, demnach 35 — (2 · 16 — 3) = 6 überzählige Theile.	138:150	Beispiel 2. Der in Figur 7 auf Blatt 610 mit Angabe der Dimensionen und Belastungen dargestellte schmiedeeiserne Brückenbalken enthält 16 Knotenpunkte und 35 gegen Zug und Druck widerstandsfähige Konstruktionsteile , demnach 35 -- ( 2 · 16 -- 3 ) = 6 überzählige Teile .
Knotenpunkt	mommsen_roemische02_1855-2955-26	Allein auf die Nachricht von der Schlacht am Sacerhafen war Carbo, um seine Communicationen besorgt, zurückgegangen bis auf die flaminische Chaussee, in deren Knotenpunct Ariminum er sein Hauptquartier zu nehmen und von dort theils die Pässe des Apennin, theils das Pothal zu behaupten gedachte; bei welchem rückgängigen Marsch verschiedene Abtheilungen dem Feinde in die Hände geriethen, Sena gallica von Pompeius erstürmt und von demselben Carbos Nachhut in einem glänzenden Reitergefecht zersprengt ward.	159:170	Allein auf die Nachricht von der Schlacht am Sacerhafen war Carbo , um seine Kommunikationen besorgt , zurückgegangen bis auf die flaminische Chaussee , in deren Knotenpunkt Ariminum er sein Hauptquartier zu nehmen und von dort teils die Pässe des Apennin , teils das Pothal zu behaupten gedachte ; bei welchem rückgängigen Marsch verschiedene Abteilungen dem Feinde in die Hände gerieten , Sena gallica von Pompeius erstürmt und von demselben Carbos Nachhut in einem glänzenden Reitergefecht zersprengt wurde .
Knotenpunkt	mueller_festigkeitslehre_1886-551-15	Die über den Träger wandernde Last P = 1 greife der Reihe nach in sämmtlichen Knotenpunkten der oberen Gurtung an.	78:91	Die über den Träger wandernde Last P = 1 greife der Reihe nach in sämtlichen Knotenpunkten der oberen Gurtung an .
Knotenpunkt	mohr_fachwerk02_1875-20-29	Es kann dies in sehr einfacher Form geschehen, wenn man das Bogenfachwerk in ein Balkenfachwerk verwandelt, indem man bei der Berechnung annimmt, es seien die beiden Knotenpunkte A und B durch einen Konstruktionstheil A B verbunden und das eine der beiden Auflager sei wie bei einem Balken horizontal verschiebbar.	166:178	Es kann dies in sehr einfacher Form geschehen , wenn man das Bogenfachwerk in ein Balkenfachwerk verwandelt , indem man bei der Berechnung annimmt , es seien die beiden Knotenpunkte A und B durch einen Konstruktionsteil A B verbunden und das eine der beiden Auflager sei wie bei einem Balken horizontal verschiebbar .
Knotenpunkt	mueller_festigkeitslehre_1886-1881-15	— Σ S Δ s leisten; sodann setzen wir voraus, dass an jedem Knotenpunkte Gleichgewicht besteht und keine Kraft unendlich gross wird.	59:71	-- Σ S D s leisten ; sodann setzen wir voraus , dass an jedem Knotenpunkte Gleichgewicht besteht und keine Kraft unendlich groß wird .
Knotenpunkt	ludwig_physiologie01_1852-3613-43	Der Winkel A K B oder D K′ C, Fig. 66, welchen die vordern (A K, B K) oder hintern (D K′ C K′) Richtungsstrahlen der Grenzpunkte A und B eines Gegenstandes A B an den Knotenpunkten einschliessen, heisst der Sehwinkel.	167:180	Der Winkel A K B oder D K' C , Fig. 66 , welchen die vorderen ( A K , B K ) oder hinteren ( D K' C K' ) Richtungsstrahlen der Grenzpunkte A und B eines Gegenstandes A B an den Knotenpunkten einschließen , heißt der Sehwinkel .
Knotenpunkt	mohr_fachwerk01_1874-149-19	Als Beispiel der Anwendung der Gleichung 2) ist in der letzten Vertikalreihe der Tabelle die Durchbiegung [Formel] des Knotenpunktes C, welcher die Länge der unteren Gurtung halbirt, für den hier in Rede stehenden Belastungsfall berechnet worden.	119:132	Als Beispiel der Anwendung der Gleichung 2 ) ist in der letzten Vertikalreihe der Tabelle die Durchbiegung [Formel] des Knotenpunktes C , welcher die Länge der unteren Gurtung halbiert , für den hier in Rede stehenden Belastungsfall berechnet worden .
Knotenpunkt	mueller_festigkeitslehre_1886-416-26	Wir zeigen jetzt die Ermittelung dieser Summen für den Fall, dass auf das Fachwerk nur eine senkrechte Lasteinheit P wirkt, welche in irgend einem Knotenpunkte des statisch bestimmten Hauptnetzes, das meistens ein einfacher Balken oder ein Drei-Gelenkbogen oder ein Gerber’scher Balken sein wird, angreift.	147:159	Wir zeigen jetzt die Ermittelung dieser Summen für den Fall , dass auf das Fachwerk nur eine senkrechte Lasteinheit P wirkt , welche in irgend einem Knotenpunkte des statisch bestimmten Hauptnetzes , das meistens ein einfacher Balken oder ein Drei-Gelenkbogen oder ein Gerbersger Balken sein wird , angreift .
Knotenpunkt	robert_griechische_1881-978-16	Ich weiss nicht, ob die höhere Kritik diese beiden Zweikämpfe der Ilias für Kern-und Knotenpunkte der Sage hält, die der Phantasie eine reichere Anregung darbieten.	85:97	Ich weiß nicht , ob die höhere Kritik diese beiden Zweikämpfe der Ilias für Kern- und Knotenpunkte der Sage hält , die der Phantasie eine reichere Anregung darbieten .
Knotenpunkt	mohr_fachwerk01_1874-22-4	Ein Fachwerk von m Knotenpunkten, welches von n festen und o beweglichen Auflagern gestützt wird, muß demnach (2 m — 2 n — o) Konstruktionstheile enthalten, deren Längen von einander und von der Stützenlage unabhängig sind.	19:32	Ein Fachwerk von m Knotenpunkten , welches von n festen und o beweglichen Auflagern gestützt wird , muß demnach ( 2 m -- 2 n -- o ) Konstruktionsteile enthalten , deren Längen von einander und von der Stützenlage unabhängig sind .
Knotenpunkt	mueller_festigkeitslehre_1886-1196-7	Die Stabachse sei durch Punkte, welche Knotenpunkte heissen sollen, in Stücke zerlegt, deren wagerechte Projektionen λ1, λ2, λ3 … λm..... sind.	39:51	Die Stabachse sei durch Punkte , welche Knotenpunkte heißen sollen , in Stücke zerlegt , deren waagerechte Projektionen λ1 , λ2 , λ3 ... λm ..... sind .
Knotenpunkt	bluntschli_voelkerrecht_1868-505-6	Es fanden sich da wie in Knotenpunkten des Weltverkehrs die Diplomaten der verschiedenen Staten zusammen und fingen an, als sogenannte diplomatische Körper sich als völkerrechtliche Genossenschaften zu fühlen.	25:38	Es fanden sich da wie in Knotenpunkten des Weltverkehrs die Diplomaten der verschiedenen Staaten zusammen und fingen an , als sogenannte diplomatische Körper sich als völkerrechtliche Genossenschaften zu fühlen .
Knotenpunkt	lehnert_seehaefen02_1892-669-22	Mit völlig elementarer Gewalt und viel rascher, wie in der alten Welt, vollzieht sich jenseits des Oceans das Anwachsen der Knotenpunkte des grossen Verkehres zu jenen gewaltigen Emporien, die eine markante Erscheinung der Gegenwart bilden.	124:136	Mit völlig elementarer Gewalt und viel rascher , wie in der alten Welt , vollzieht sich jenseits des Ozeans das Anwachsen der Knotenpunkte des großen Verkehres zu jenen gewaltigen Emporien , die eine markante Erscheinung der Gegenwart bilden .
Knotenpunkt	mueller_festigkeitslehre_1886-1234-23	[Formel] und [Formel]; denn es sind [Formel] und [Formel] die statischen Momente des Belastungstrapezes Tm in Bezug auf die Senkrechten durch die Knotenpunkte m und m —	146:158	[Formel] und [Formel] ; denn es sind [Formel] und [Formel] die statischen Momente des Belastungstrapezes Tm in Bezug auf die Senkrechten durch die Knotenpunkte m und m --
Knotenpunkt	schubert_naturwissenschaft_1808-2638-7	Es sind diese aber nicht blos den Knotenpunkten der Bahn des Mercur auf der Ebene des Sonnenäquators (136 und 316) nahe, sondern noch näher, und fast genau jener Punkt, wo das Mittel aus den Apsidenpunkten der Pallas und Ceres, welche, wie wir sahen, auch in allen andren Verhältnissen als das erste (Doppel) Glied der 2ten Reihe, dem Mercur in der ersten entsprachen, hinfällt.	34:47	Es sind diese aber nicht bloß den Knotenpunkten der Bahn des Merkur auf der Ebene des Sonnenäquators ( 136 und 316 ) nahe , sondern noch näher , und fast genau jener Punkt , wo das Mittel aus den Apsidenpunkten der Pallas und Ceres , welche , wie wir sahen , auch in allen anderen Verhältnissen als das erste ( Doppel ) Glied der 2ten Reihe , dem Merkur in der ersten entsprachen , hinfällt .
Knotenpunkt	marx_kapital01_1867-9505-91	Da der Mehrwerth ein jährliches Produkt des Kapitals ist, da er dem Originalkapital jährlich ein Increment zusetzt, da diess Increment selbst jährlich wächst mit dem jährlich zunehmenden Umfang des bereits in Funktion begriffenen Kapitals, und da endlich, unter besonderem Sporn des Bereicherungstriebs, wie z. B. Oeffnung neuer Märkte, neuer Sphären der Kapitalanlage in Folge neu entwickelter gesellschaftlicher Bedürfnisse u. s. w., die Stufenleiter der Accumulation plötzlich ausdehnbar ist durch bloss veränderte Theilung des Mehrwerths oder Mehrprodukts in Kapital und Revenue, so treten hier Knotenpunkte ein, wo das Wachsthum der Arbeitskraft oder der Arbeiteranzahl überflügelt wird von den Accumulationsbedürfnissen des Kapitals, und daher der Preis der Arbeit steigt.	599:611	Da der Mehrwert ein jährliches Produkt des Kapitals ist , da er dem Originalkapital jährlich ein Inkrement zusetzt , da dies Inkrement selbst jährlich wächst mit dem jährlich zunehmenden Umfang des bereits in Funktion begriffenen Kapitals , und da endlich , unter besonderem Sporn des Bereicherungstriebs , wie z. B. Öffnung neuer Märkte , neuer Sphären der Kapitalanlage in Folge neu entwickelter gesellschaftlicher Bedürfnisse u. s. w. , die Stufenleiter der Akkumulation plötzlich ausdehnbar ist durch bloß veränderte Teilung des Mehrwerts oder Mehrprodukts in Kapital und Revenue , so treten hier Knotenpunkte ein , wo das Wachstum der Arbeitskraft oder der Arbeiteranzahl überflügelt wird von den Akkumulationsbedürfnissen des Kapitals , und daher der Preis der Arbeit steigt .
Knotenpunkt	wundt_medizinische_1867-4863-13	Um die Grösse des Bildes durch Construction zu finden, muss man die Knotenpunkte des Systems kennen.	68:80	Um die Größe des Bildes durch Konstruktion zu finden , muss man die Knotenpunkte des Systems kennen .
Knotenpunkt	siemens_abhandlungen_1881-4968-18	Da man der elektrischen Bahn nicht viele Haltestellen geben wird, so werden diese die natürlichen Ausgangs-und Knotenpunkte für Pferdebahn-und Omnibuslinien bilden, diesen aber die unrentabeln langen Touren abnehmen.	111:123	Da man der elektrischen Bahn nicht viele Haltestellen geben wird , so werden diese die natürlichen Ausgangs- und Knotenpunkte für Pferdebahn- und Omnibuslinien bilden , diesen aber die unrentablen langen Touren abnehmen .
Knotenpunkt	mueller_festigkeitslehre_1886-490-17	Eine in dem Knotenpunkte A1 und im Sinne A1 B1 angreifende Kraft „Eins“ verschiebt einen Knotenpunkt A2 im Sinne A2 B2 um eine Strecke, welche ebenso gross ist wie die Verschiebung, welche der Knotenpunkt A1 im Sinne A1 B1 erfährt, sobald im Punkte A2 und im Sinne A2 B2 eine Kraft „Eins“ angreift.	89:100	Eine in dem Knotenpunkte A1 und im Sinne A1 B1 angreifende Kraft " Eins " verschiebt einen Knotenpunkt A2 im Sinne A2 B2 um eine Strecke , welche ebenso groß ist wie die Verschiebung , welche der Knotenpunkt A1 im Sinne A1 B1 erfährt , sobald im Punkte A2 und im Sinne A2 B2 eine Kraft " Eins " angreift .
Knotenpunkt	wundt_medizinische_1867-4071-10	Jeder Strahl, der vor der Brechung nach dem ersten Knotenpunkt h' gerichtet ist, geht nach geschehener Brechung, wenn man ihn sich rückwärts verlängert denkt, durch den zweiten Knotenpunkt h ″.	51:62	Jeder Strahl , der vor der Brechung nach dem ersten Knotenpunkt h' gerichtet ist , geht nach geschehener Brechung , wenn man ihn sich rückwärts verlängert denkt , durch den zweiten Knotenpunkt h. " .
Knotenpunkt	mueller_festigkeitslehre_1886-592-16	1) ein Momentenpolygon A '' R B '' zu zeichnen, entsprechend den durch die Knotenpunkte m der unteren Gurtung gehenden Lasten [Formel]	75:87	1 ) ein Momentenpolygon A '' R B '' zu zeichnen , entsprechend den durch die Knotenpunkte m der unteren Gurtung gehenden Lasten [Formel]
Knotenpunkt	mohr_fachwerk02_1875-108-4	man versehe den oberen Knotenpunkt des Füllungstheils (Figur 32) mit dem Zeichen —, den unteren mit dem Zeichen + und den Füllungstheil selbst mit dem Vorzeichen von Δ l.	23:34	man versehe den oberen Knotenpunkt des Füllungsteils ( Figur 32 ) mit dem Zeichen -- , den unteren mit dem Zeichen + und den Füllungsteil selbst mit dem Vorzeichen von D l .
Knotenpunkt	mueller_festigkeitslehre_1886-260-20	Nachdem für den vorgeschriebenen Belastungsfall die Spannkräfte S ermittelt worden sind, wird der Theil des Fachwerks, welchem der Knotenpunkt m angehört, statisch bestimmt gemacht.	131:142	Nachdem für den vorgeschriebenen Belastungsfall die Spannkräfte S ermittelt worden sind , wird der Teil des Fachwerks , welchem der Knotenpunkt m angehört , statisch bestimmt gemacht .
Knotenpunkt	mueller_festigkeitslehre_1886-88-7	Ein bewegliches Auflager entsteht, sobald ein Knotenpunkt gezwungen wird, auf einer gegebenen Linie zu bleiben, an der Bewegung längs dieser Linie aber durch den Zusammenhang mit dem Fachwerke gehindert wird; der Stützenwiderstand wirkt, wenn keine Reibung auftritt, senkrecht zu dieser Bahn, seine Richtung ist gegeben, seine Grösse wird gesucht.	46:57	Ein bewegliches Auflager entsteht , sobald ein Knotenpunkt gezwungen wird , auf einer gegebenen Linie zu bleiben , an der Bewegung längs dieser Linie aber durch den Zusammenhäng mit dem Fachwerke gehindert wird ; der Stützenwiderstand wirkt , wenn keine Reibung auftritt , senkrecht zu dieser Bahn , seine Richtung ist gegeben , seine Größe wird gesucht .
Knotenpunkt	mohr_fachwerk02_1875-131-82	Bezeichnet man demnach mit (Fig. 37 auf Bl. 614) y1, y2, y3.... diejenigen Durchbiegungen, welche die Knotenpunkte I, II, III.... des Fachwerks (Fig. 36) erleiden, wenn ein bestimmter Knotenpunkt z. B. VI mit dem Gewichte R belastet ist, so ergibt sich für den Fall, in welchem die Knotenpunkte I, II, III.... mit P1, P2, P3.... belastet sind, die Durchbiegung y des Knotenpunktes VI aus der Formel: 20) [Formel]	367:380	Bezeichnet man demnach mit ( Fig. 37 auf Bl. 614 ) y1 , y2 , y3 .... diejenigen Durchbiegungen , welche die Knotenpunkte I , II , III .... des Fachwerks ( Fig. 36 ) erleiden , wenn ein bestimmter Knotenpunkt z. B. VI mit dem Gewichte R belastet ist , so ergibt sich für den Fall , in welchem die Knotenpunkte I , II , III .... mit P1 , P2 , P3 .... belastet sind , die Durchbiegung y des Knotenpunktes VI aus der Formel : 20 ) [Formel]
Knotenpunkt	mohr_fachwerk02_1875-167-33	Da Form und Dimensionen des Fachwerks in Bezug auf die durch die Trägermitte gelegte Vertikalachse symmetrisch angeordnet sind, so ergibt sich für den Fall, in welchem die Belastung R auf den Knotenpunkt D einwirkt, ein dem Polygon A symmetrisch geformtes Biegungspolygon B.	192:203	Da Form und Dimensionen des Fachwerks in Bezug auf die durch die Trägermitte gelegte Vertikalachse symmetrisch angeordnet sind , so ergibt sich für den Fall , in welchem die Belastung R auf den Knotenpunkt D einwirkt , ein dem Polygon A symmetrisch geformtes Biegungspolygon B .
Knotenpunkt	schubert_naturwissenschaft_1808-2642-18	Denn dieser ist gerade eben so weit nach der andern Seite hin von dem 136sten, oder dem Knotenpunkt des Mercur entfernt, als dieser von dem der Vesta (136 °). Vorhin (§. 26.) fanden wir gemeinschaftlich von den Knotenpunkten der Vesta und des Mercur aus, den der Erde und den des ihr in der andern Reihe entsprechenden Saturn, jetzt aber finden wir (man erlaube uns einstweilen diesen Ausdruck) durch den abermals aus dem Verhältniß der Knotenpunkte der Vesta und des Merkur erhaltenen 273sten Grad der Länge, die Sonnenfernen dieser beyden Planeten.	88:99	Denn dieser ist gerade eben so weit nach der anderen Seite hin von dem 136sten , oder dem Knotenpunkt des Merkur entfernt , als dieser von dem der Vesta ( 136 ° ). Vorhin ( §. 26. ) fanden wir gemeinschaftlich von den Knotenpunkten der Vesta und des Merkur aus , den der Erde und den des ihr in der anderen Reihe entsprechenden Saturn , jetzt aber finden wir ( man erlaube uns einstweilen diesen Ausdruck ) durch den abermals aus dem Verhältnis der Knotenpunkte der Vesta und des Merkur erhaltenen 273sten Grad der Länge , die Sonnenfernen dieser beiden Planeten .
Knotenpunkt	mueller_festigkeitslehre_1886-80-13	1) Ein Fachwerk ist eine Verbindung von Stäben, welche in den Knotenpunkten, d. h. in den Punkten, in denen mehrere Stabachsen zusammentreffen, durch reibungslose Gelenke miteinander befestigt sind.	62:75	1 ) Ein Fachwerk ist eine Verbindung von Stäben , welche in den Knotenpunkten , d. h. in den Punkten , in denen mehrere Stabachsen zusammentreffen , durch reibungslose Gelenke miteinander befestigt sind .
Knotenpunkt	mueller_festigkeitslehre_1886-490-3	Eine in dem Knotenpunkte A1 und im Sinne A1 B1 angreifende Kraft „Eins“ verschiebt einen Knotenpunkt A2 im Sinne A2 B2 um eine Strecke, welche ebenso gross ist wie die Verschiebung, welche der Knotenpunkt A1 im Sinne A1 B1 erfährt, sobald im Punkte A2 und im Sinne A2 B2 eine Kraft „Eins“ angreift.	12:24	Eine in dem Knotenpunkte A1 und im Sinne A1 B1 angreifende Kraft " Eins " verschiebt einen Knotenpunkt A2 im Sinne A2 B2 um eine Strecke , welche ebenso groß ist wie die Verschiebung , welche der Knotenpunkt A1 im Sinne A1 B1 erfährt , sobald im Punkte A2 und im Sinne A2 B2 eine Kraft " Eins " angreift .
Knotenpunkt	ludwig_physiologie01_1852-2873-2	— Die Knotenpunkte sind analog denjenigen Punkten, die wir an einer einfachen Linse ebenfalls Knotenpunkte der Richtungsstrahlen und an der einfachen brechenden Fläche den Kreuzungspunkt der Achsenstrahlen (den Krümmungsmittelpunkt) nannten, und endlich sind die Hauptpunkte zwei Punkte, welche den Knotenpunkten coordinirt sind, indem sie voneinander eben so weit entfernt liegen, als die Knotenpunkte und der vorderste Hauptpunkt von dem vorderen Hauptbrennpunkt genau so weit absteht, als der hintere Knotenpunkt von dem hintern Hauptbrennpunkt.	6:18	-- Die Knotenpunkte sind analog denjenigen Punkten , die wir an einer einfachen Linse ebenfalls Knotenpunkte der Richtungsstrahlen und an der einfachen brechenden Fläche den Kreuzungspunkt der Achsenstrahlen ( den Krümmungsmittelpunkt ) nannten , und endlich sind die Hauptpunkte zwei Punkte , welche den Knotenpunkten koordiniert sind , indem sie voneinander eben so weit entfernt liegen , als die Knotenpunkte und der vorderste Hauptpunkt von dem vorderen Hauptbrennpunkt genau so weit absteht , als der hintere Knotenpunkt von dem hinteren Hauptbrennpunkt .
Knotenpunkt	marx_kapital01_1867-6290-31	Indess begreift man, dass bei einer Arbeit, wo es sich nicht um vorübergehende Paroxysmen handelt, sondern um Tag aus, Tag ein wiederholte, regelmässige Gleichförmigkeit, ein Knotenpunkt eintreten muss, wo Ausdehnung des Arbeitstags und Intensivität der Arbeit einander ausschliessen, so dass die Verlängerung des Arbeitstags nur mit schwächerem Intensivitätsgrad der Arbeit und umgekehrt ein erhöhter Intensivitätsgrad nur mit Verkürzung des Arbeitstags verträglich bleibt.	175:186	indes begreift man , dass bei einer Arbeit , wo es sich nicht um vorübergehende Paroxysmen handelt , sondern um Tag aus , Tag ein wiederholte , regelmässige Gleichförmigkeit , ein Knotenpunkt eintreten muss , wo Ausdehnung des Arbeitstags und Intensivität der Arbeit einander ausschließen , so dass die Verlängerung des Arbeitstags nur mit schwächerem Intensivitätsgrad der Arbeit und umgekehrt ein erhöhter Intensivitätsgrad nur mit Verkürzung des Arbeitstags verträglich bleibt .
Knotenpunkt	treitschke_geschichte01_1879-10728-61	Die erste Nachricht von den Gefechten bei Charleroi ließ er unbeachtet, da er dort nur einen Theil der Armee Napoleons vermuthete; und auch als er endlich am Abend des 15. von Brüssel aus, einen ganzen Tag später als Blücher, die Concentration seiner Armee anordnete, befahl er nicht einfach den Linksabmarsch des gesammten Heeres nach dem wichtigen Knotenpunkte Quatrebras, wo die Straßen von Charleroi und Namur nach Brüssel zusammentrafen und eine Vereinigung mit den Preußen möglich war, sondern gab seinen Corps die Richtung auf die fünf Meilen lange Linie von Enghien im Westen über Nivelles nach Genappe im Osten, so daß die englische Armee nur mit ihrer äußersten Linken die Straße nach Charleroi berührte.	350:362	Die erste Nachricht von den Gefechten bei Charleroi ließ er unbeachtet , da er dort nur einen Teil der Armee Napoleons vermutete ; und auch als er endlich am Abend des 15. von Brüssel aus , einen ganzen Tag später als Blücher , die Konzentration seiner Armee anordnete , befahl er nicht einfach den Linksabmarsch des gesamten Heeres nach dem wichtigen Knotenpunkte Quatrebras , wo die Straßen von Charleroi und Namur nach Brüssel zusammentrafen und eine Vereinigung mit den Preußen möglich war , sondern gab seinen Korps die Richtung auf die fünf Meilen lange Linie von Enghien im Westen über Nivelles nach Genappe im Osten , so daß die englische Armee nur mit ihrer äußersten Linken die Straße nach Charleroi berührte .
Knotenpunkt	mohr_fachwerk02_1875-128-9	Denn bezeichnet man die Werthe von u für den Knotenpunkt C mit u1 und für den Knotenpunkt D mit u2, so erzeugt die Belastung P des Knotenpunktes D Spannungen der Konstruktionstheile von der Grösse [Formel] also elastische Längenänderungen [Formel] und in Folge dessen eine Durchbiegung des Knotenpunktes C von der Grösse:	45:56	Denn bezeichnet man die Werte von u für den Knotenpunkt C mit u1 und für den Knotenpunkt D mit u2 , so erzeugt die Belastung P des Knotenpunktes D Spannungen der Konstruktionsteile von der Größe [Formel] also elastische Längenänderungen [Formel] und in Folge dessen eine Durchbiegung des Knotenpunktes C von der Größe :
Knotenpunkt	mohr_fachwerk01_1874-34-32	Die Lösung dieser rein geometrischen Aufgabe kann selbstverständlich auch auf geometrischem Wege erfolgen; wir ziehen vor, statt dessen eine einfache statische Betrachtung anzuwenden und lassen zu diesem Zwecke auf den Knotenpunkt C (Figur 1 und 2) eine nach D gerichtete Kraft P und auf den Punkt D eine ebenso große aber entgegengesetzt gerichtete Kraft einwirken.	219:230	Die Lösung dieser rein geometrischen Aufgabe kann selbstverständlich auch auf geometrischem Wege erfolgen ; wir ziehen vor , statt dessen eine einfache statische Betrachtung anzuwenden und lassen zu diesem Zwecke auf den Knotenpunkt C ( Figur 1 und 2 ) eine nach D gerichtete Kraft P und auf den Punkt D eine ebenso große aber entgegengesetzt gerichtete Kraft einwirken .
Knotenpunkt	mueller_festigkeitslehre_1886-210-2	Die unteren Knotenpunkte liegen auf einer Parabel, deren Pfeil = 2,5m ist; die obere Gurtung ist geradlinig; Höhe der Endvertikale = 3m.	12:24	Die unteren Knotenpunkte liegen auf einer Parabel , deren Pfeil = 2,5m ist ; die obere Gurtung ist geradlinig ; Höhe der Endvertikale = 3m .
