lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment	count_droppped_judments	count_all_judgments
bass	basic_usage_1	basic_usage_2	He was playing his bass guitar.	A small bass was swimming in the pond.	19:23	8:12	1.0
chef	fic_2007_33461.txt-116-19	mag_1995_395507.txt-21-17	Because my next-door neighbor, Obax Geeddi Abtidoon, a rich and beautiful Somalian who wanted to be a chef but was getting her degree in polar studies when she wasn't cooking curry and making sliced carrot salad for everyone on the floor, had given me the ginger beer starter and how could I be so rude as to throw it out?	She graduated with honors in April 1991 with an associate degree in food and hospitality and a chef apprenticeship certification.	102:106	95:99	4.0
chef	fic_2007_33461.txt-116-19	news_1996_658409.txt-1-8	Because my next-door neighbor, Obax Geeddi Abtidoon, a rich and beautiful Somalian who wanted to be a chef but was getting her degree in polar studies when she wasn't cooking curry and making sliced carrot salad for everyone on the floor, had given me the ginger beer starter and how could I be so rude as to throw it out?	Yet while everyone around builds higher, pastry chef Maury Rubin's signature desserts remain decidedly flat.	102:106	48:52	4.0
chef	fic_2007_33461.txt-116-19	news_2002_603927.txt-69-19	Because my next-door neighbor, Obax Geeddi Abtidoon, a rich and beautiful Somalian who wanted to be a chef but was getting her degree in polar studies when she wasn't cooking curry and making sliced carrot salad for everyone on the floor, had given me the ginger beer starter and how could I be so rude as to throw it out?	, as long as they're nicely dressed, " says Kelly, 29, a flame-haired Brooklyn pastry chef.	102:106	86:90	4.0
chef	fic_2007_33461.txt-116-19	news_2004_617203.txt-102-4	Because my next-door neighbor, Obax Geeddi Abtidoon, a rich and beautiful Somalian who wanted to be a chef but was getting her degree in polar studies when she wasn't cooking curry and making sliced carrot salad for everyone on the floor, had given me the ginger beer starter and how could I be so rude as to throw it out?	He's a great chef, " Emeric said.	102:106	13:17	4.0
chef	mag_1827_553811.txt-241-8	mag_1986_432289.txt-29-3	That brave general added to his rank of chef de brigade that of adjutant general, and made him one of his family during the time he was at Rennes, the head quarters of the army destined for the invasion.	Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist.	40:44	15:19	2.0
chef	mag_1827_553811.txt-58-39	mag_1836_554393.txt-176-6	It was calculated to wring the heart of his aged and sorrowing parent, to give a triumph to a malignant faction, and to wound his honor as a soldier, for he held the commission of a chef de brigade, and of adjutant general in the French army, and had served as such.	He boasted of having been a chef de brigade in the republican armies of France; but, such was his ardor in the cause, that he accepted the humble rank of chef de cuisine in the service of Toledo.	182:186	28:32	4.0
chef	mag_1827_553811.txt-58-39	news_1995_631270.txt-48-3	It was calculated to wring the heart of his aged and sorrowing parent, to give a triumph to a malignant faction, and to wound his honor as a soldier, for he held the commission of a chef de brigade, and of adjutant general in the French army, and had served as such.	Ever the practical chef, she pulls out store-bought pumpkin seeds to make pesto for the frittata when the zucchini she opens do not yield mature-enough seeds to roast.	182:186	19:23	1.0
chef	mag_1827_553811.txt-58-39	nf_1991_774072.txt-1394-40	It was calculated to wring the heart of his aged and sorrowing parent, to give a triumph to a malignant faction, and to wound his honor as a soldier, for he held the commission of a chef de brigade, and of adjutant general in the French army, and had served as such.	A traditional recipe is given in chapter 4, but, as noted there, different herbs and vegetables can be used, depending on the type of fish being prepared, the region, and the whim of the chef.	182:186	187:191	2.0
chef	mag_1827_553813.txt-226-40	mag_1986_432289.txt-29-3	Je vous nomme et etablis Lieutenant des Sauvages pour le District du Detroit pour en faire les fonctions en la ditte qualihi, vous obeinls et suivhis les ordres & instructions que vous recevnls de son Excellence le Commandant en Chef du Surintendant des Sauvages, de son Depuhi on de tous autres officiers Superieurs en menant & conduisant les partie des fidelles nations sauvages, alies * i sa Majestk qui seront sons vos ordres.	Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist.	229:233	15:19	2.0
chef	mag_1832_564353.txt-125-27	mag_1843_565236.txt-728-35	Compare the conduct of the mob who rushed through the magnificent gallery of the Louvre in July, and wrote on the walls, " respect awe chefs d'oeuvres d ' art, " with that of the howling mass of human brutes who brought the unfortunate Louis a prisoner into Paris, and you	Yet in conformity with this estimate of the nature and rank of our author's genius, we are much inclined to regard the " Posthumous Papers of the Pickwick Club, " as his chef d'wuvre.	135:140	170:174	4.0
chef	mag_1834_564675.txt-91-45	mag_1860_567343.txt-87-1	The poets of Rome sang her praises; the name of Athens was ever in the mouths of Horace and Virgil; and Cicero followed the crowd to learn the lessons of wisdom and taste, in the birth-place of genius, and among the chef d'euvres of art.	the chef d'oeuvre of ancient eloquence, and by a very interesting course of lectures on English Oratory.	216:220	4:8	4.0
chef	mag_1836_554393.txt-176-6	mag_1860_567343.txt-87-1	He boasted of having been a chef de brigade in the republican armies of France; but, such was his ardor in the cause, that he accepted the humble rank of chef de cuisine in the service of Toledo.	the chef d'oeuvre of ancient eloquence, and by a very interesting course of lectures on English Oratory.	28:32	4:8	2.0
chef	mag_1836_554393.txt-176-6	mag_1995_395507.txt-45-4	He boasted of having been a chef de brigade in the republican armies of France; but, such was his ardor in the cause, that he accepted the humble rank of chef de cuisine in the service of Toledo.	He is an executive chef, certified by the American Culinary Federation, and he serves on the board of trustees of the American Culinary Federation Educational Institute.	28:32	19:23	1.0
chef	mag_1836_554393.txt-176-6	mag_2002_397228.txt-0-30	He boasted of having been a chef de brigade in the republican armies of France; but, such was his ardor in the cause, that he accepted the humble rank of chef de cuisine in the service of Toledo.	@@397228 // Hurtling toward American Idol's hotly anticipated climax, finalists Kelly Clarkson, Nikki McKibbin and Justin Guarini savor living large in a mansion equipped with a personal chef (and an on-call shrink) Sunup on L.A.'s Mulholland Drive and the only evidence Tamyra Gray ever dwelled here with the other American Idol finalists is a note she left behind, like some message from a reality-TV ghost.	28:32	187:191	2.0
chef	mag_1836_554393.txt-176-6	news_1995_631270.txt-48-3	He boasted of having been a chef de brigade in the republican armies of France; but, such was his ardor in the cause, that he accepted the humble rank of chef de cuisine in the service of Toledo.	Ever the practical chef, she pulls out store-bought pumpkin seeds to make pesto for the frittata when the zucchini she opens do not yield mature-enough seeds to roast.	28:32	19:23	1.0
chef	mag_1850_555680.txt-297-13	mag_1999_407915.txt-20-11	Louis Philippe was deposed and set aside as easily and quietly as any chef de bureau.	The following delectable recipes have been gathered mostly from top restaurant chefs and adapted for the home cook.	70:74	79:84	1.0
chef	mag_1982_432096.txt-101-5	nf_1991_774072.txt-1191-11	Along the back roads white-hatted chefs follow in minibuses, stopping to prepare impromptu picnics wherever the highflying drifters happen to land.	The Bouquet Garni The bouquet garni has become so standardized that chefs often add it to a stew with little thought as to how the herbs meld with the stew's other components.	34:39	68:73	4.0
chef	mag_1986_432289.txt-29-3	mag_1995_395507.txt-45-4	Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist.	He is an executive chef, certified by the American Culinary Federation, and he serves on the board of trustees of the American Culinary Federation Educational Institute.	15:19	19:23	4.0
chef	mag_1986_432289.txt-29-3	mag_1999_407915.txt-20-11	Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist.	The following delectable recipes have been gathered mostly from top restaurant chefs and adapted for the home cook.	15:19	79:84	4.0
chef	mag_1986_432289.txt-29-3	mag_2001_415832.txt-315-0	Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist.	Chef Anthony and his staff work in an open kitchen so diners at The Inn &; Spa at Cedar Falls can order their meals and then watch the preparation.	15:19	0:4	4.0
chef	mag_1986_432289.txt-29-3	mag_2004_415399.txt-38-3	Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist.	According to executive chef David Berry, Britain's best organic suppliers are found in Devon, so the menu is based on local produce and includes dishes like a tian of Teignmouth lobster with caviar crme frache, moorland game terrine with tomato compote and a comforting " adult nursery dish of the day " (cottage pic, for example).	15:19	23:27	4.0
chef	mag_1986_432289.txt-29-3	mag_2009_405412.txt-17-12	Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist.	Fat makes burgers juicy, " says Jamie Purviance, author and chef for Weber Grills. "	15:19	60:64	4.0
chef	mag_1986_432289.txt-29-3	nf_1977_774125.txt-1297-15	Seppi Renggli, chef of The Four Seasons restaurant in New York, created his own spa cuisine in conjunction with a nutritionist.	The meaning was pretty clear, but Newsweek spelled it out, saying that the chef " routinely expresses contempt for women in the kitchen.	15:19	75:79	4.0
chef	mag_1988_327176.txt-25-12	nf_1991_774072.txt-1394-40	helicopter, the yacht with a crew of 14, the personal chef, the Rolls-Royces, the thing Maxwell really values most is time.	A traditional recipe is given in chapter 4, but, as noted there, different herbs and vegetables can be used, depending on the type of fish being prepared, the region, and the whim of the chef.	54:58	187:191	4.0
chef	mag_1994_426049.txt-149-1	news_2006_629441.txt-92-6	Smart chefs will use chicken broth instead of butter, but at Mom's table, smart doesn't always cut it.	While they were dating, executive chef Jonathan Jones of the Tasting Room took his wife to Empress	6:11	34:38	4.0
chef	mag_2002_397228.txt-0-30	news_1977_732998.txt-23-0	@@397228 // Hurtling toward American Idol's hotly anticipated climax, finalists Kelly Clarkson, Nikki McKibbin and Justin Guarini savor living large in a mansion equipped with a personal chef (and an on-call shrink) Sunup on L.A.'s Mulholland Drive and the only evidence Tamyra Gray ever dwelled here with the other American Idol finalists is a note she left behind, like some message from a reality-TV ghost.	Chef Julia Child often brings along a roast lamb sandwich from home.	187:191	0:4	4.0
chef	mag_2002_397228.txt-0-30	news_2007_637870.txt-20-6	@@397228 // Hurtling toward American Idol's hotly anticipated climax, finalists Kelly Clarkson, Nikki McKibbin and Justin Guarini savor living large in a mansion equipped with a personal chef (and an on-call shrink) Sunup on L.A.'s Mulholland Drive and the only evidence Tamyra Gray ever dwelled here with the other American Idol finalists is a note she left behind, like some message from a reality-TV ghost.	Barber is no ordinary ' cue chef, either.	187:191	28:32	4.0
chef	mag_2003_407716.txt-5-8	news_2006_629441.txt-92-6	But no worries: Rocco DiSpirito, executive chef at Union Pacific and star of NEC's The Restaurant, had a papparadelle	While they were dating, executive chef Jonathan Jones of the Tasting Room took his wife to Empress	43:47	34:38	4.0
chef	mag_2004_410917.txt-95-12	nf_1977_774125.txt-1297-15	Then there are the five maids, two live-in nannies, a chef and two drivers.	The meaning was pretty clear, but Newsweek spelled it out, saying that the chef " routinely expresses contempt for women in the kitchen.	54:58	75:79	4.0
chef	mag_2006_428641.txt-119-6	nf_1977_774125.txt-1398-15	My 23-year-old nephew had been a chef and loved the	Now, Bocuse knows all this, and he is one of the most brilliant chefs in France.	33:37	64:69	4.0
chef	mag_2009_406412.txt-9-7	news_2006_629441.txt-92-6	Tribeca and True Trained as a pastry chef, Rachel Thebault opened New York's Tribeca Treats -- a neighborhood (and citywide) destination for truffles, bonbons and customized birthday and wedding cakes -- in 2007.	While they were dating, executive chef Jonathan Jones of the Tasting Room took his wife to Empress	37:41	34:38	4.0
chef	news_1977_732998.txt-23-0	news_1993_655748.txt-41-5	Chef Julia Child often brings along a roast lamb sandwich from home.	by some of the best-known chefs in America. "	0:4	26:31	4.0
chef	news_1983_671296.txt-46-5	news_2006_629441.txt-92-6	// Remo Raicovich, the chef, cooks the maccaruni perfectly; they are resilient yet tender.	While they were dating, executive chef Jonathan Jones of the Tasting Room took his wife to Empress	23:27	34:38	4.0
chef	news_1992_619168.txt-32-23	news_1995_631301.txt-29-11	While the southwestern flavors behind the cooking at this very stylish, folk-art filled restaurant were being explored by a handful of other chefs, most notably Stephen Pyles of the Routh Street Cafe in Dallas and Robert del Grande of Cafe Annie in Houston.	We'll even bet that the upcoming arrival of new head chef won't disrupt a detail at Jilly's.	141:146	53:57	4.0
chef	news_1994_641063.txt-27-0	nf_1991_774072.txt-1394-40	Chefs throughout the country favor merlot in their brown sauces for its appropriately soft texture - velvet wine in a satin sauce.	A traditional recipe is given in chapter 4, but, as noted there, different herbs and vegetables can be used, depending on the type of fish being prepared, the region, and the whim of the chef.	0:5	187:191	4.0
chef	news_1995_631270.txt-48-3	news_1996_625831.txt-58-40	Ever the practical chef, she pulls out store-bought pumpkin seeds to make pesto for the frittata when the zucchini she opens do not yield mature-enough seeds to roast.	A super invitation - Congratulations are in order for Bruce Molzan, the Ruggles Grill chef and owner who has been invited back to the Super Bowl for Taste of the NFL V. Coca-Cola and the NFL invite a top chef and former NFL player to help tackle hunger.	19:23	204:208	4.0
chef	news_1995_638686.txt-13-1	nf_1991_774072.txt-1394-40	When chef Lydia Shire of Biba restaurant in Boston first worked in a French kitchen, she got a crash course in preparing internal organs. "	A traditional recipe is given in chapter 4, but, as noted there, different herbs and vegetables can be used, depending on the type of fish being prepared, the region, and the whim of the chef.	5:9	187:191	4.0
chef	news_1997_610573.txt-66-9	news_1997_610581.txt-97-15	And signs of the celebrityhood that has overtaken great chefs in the last 20 years (at Bocuse, outside Lyons, flashbulbs went off every few minutes " as the crowd scrambled to document their presence at Bocuse ").	ORECCHIETTE AND FAVA BEAN SUMMER SALAD (6 servings) From Yann Henrotte, corporate chef at B &B; Washington's Caterers	56:61	82:86	4.0
chef	news_2006_623954.txt-164-19	nf_1844_747533.txt-1857-4	They had three children -- Meredith, 26, a preschool teacher; Lauren, 24, a pastry chef; and Adam, 18, a high school senior -- and Gockley remains a devoted family man, speaking of all three with obvious pride and affection.	t And among these chef d'auvres I hesitate not to name the " Camp-Meeting Hymn, " commencing, " O Thou in whose presence, " the authorship of which is unknown to me.	83:87	18:22	1.0
chef	news_2007_637870.txt-20-6	nf_1977_774125.txt-1398-15	Barber is no ordinary ' cue chef, either.	Now, Bocuse knows all this, and he is one of the most brilliant chefs in France.	28:32	64:69	4.0
chef	news_2007_637889.txt-36-1	nf_1977_774125.txt-1398-15	French-trained chef Hisayuki " Max " Muramatsu, formerly with Maxim's of Paris in Tokyo and Anton &; Michel's in Carmel, prepares French, Japanese and California fusion dishes -- not to mention	Now, Bocuse knows all this, and he is one of the most brilliant chefs in France.	15:19	64:69	4.0
chef	nf_1833_747531.txt-2651-12	nf_1991_774072.txt-1394-40	Indeed what can be so gratifying as the contemplation of so many chef d'oBuvres of genius or of mind?	A traditional recipe is given in chapter 4, but, as noted there, different herbs and vegetables can be used, depending on the type of fish being prepared, the region, and the whim of the chef.	65:69	187:191	2.0
chef	nf_1977_774125.txt-1317-2	nf_1977_774125.txt-1398-15	If the chef is a gifted cook, you will dine well; if he has a touch of genius, you will dine memorably.	Now, Bocuse knows all this, and he is one of the most brilliant chefs in France.	7:11	64:69	4.0
circle	fic_1811_8637.txt-163-27	fic_1974_782013.txt-2184-9	When brothers are at variance, could they think On one tear a mother shed on them, That woke their slumbers, while their infant arms Circled each other's neck, ' t would surely quench All sparks of strife within their breasts for ever.	Vance honked the horn a few times, then circled the station calling me and looked into the men's room again.	133:140	40:47	2.0
circle	fic_1811_8637.txt-163-27	mag_1840_554815.txt-207-38	When brothers are at variance, could they think On one tear a mother shed on them, That woke their slumbers, while their infant arms Circled each other's neck, ' t would surely quench All sparks of strife within their breasts for ever.	lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. "	133:140	173:180	4.0
circle	fic_1813_7433.txt-17-51	nf_1849_749269.txt-626-4	Thus fix'd, a dreadful hour I past, And now I heard, as from a blast, A voice pronounce my name: Nor long upon my ear it dwelt, When round me ' gan the air to melt, And motion once again I felt Quick circling o'er my frame.	he said again, circling back to his favorite maxim.	200:208	15:23	2.0
circle	fic_1827_7169.txt-2139-41	fic_1849_7230.txt-2441-6	warm cloak and balanced by his poised stick, disporting and marking out curves and fantastic figures on the polished and frozen visage of the lagoon -- now darting along swift as a winged shaft shotten from a bow -- now circling and cleaving with rapid heel, quick as the following of sight itself, the congealed bosom of the streamlet, anon shooting hither, then thitherward as a thing borne by the wanton sweep of the invigorating breeze, at a moment's will, taking one course, pursued by his eager fellows, and again, like the swoop of the lammer geyer, round an alpine peak to avoid their playful grasp, eluding the extended hand of his sanguine companion, he wheels abrupt unto an adverse way, leaving his baulked pursuer, unwitting of his drift, to take a wider circuit, -- all skimming away in their revelry, like a flight of swallows, cutting the clouds in the merriment of their summer lives.	ye lieges all advance, And circling join in merry Morrice dance. "	220:228	27:35	4.0
circle	fic_1827_7169.txt-2139-41	mag_1840_554815.txt-207-38	warm cloak and balanced by his poised stick, disporting and marking out curves and fantastic figures on the polished and frozen visage of the lagoon -- now darting along swift as a winged shaft shotten from a bow -- now circling and cleaving with rapid heel, quick as the following of sight itself, the congealed bosom of the streamlet, anon shooting hither, then thitherward as a thing borne by the wanton sweep of the invigorating breeze, at a moment's will, taking one course, pursued by his eager fellows, and again, like the swoop of the lammer geyer, round an alpine peak to avoid their playful grasp, eluding the extended hand of his sanguine companion, he wheels abrupt unto an adverse way, leaving his baulked pursuer, unwitting of his drift, to take a wider circuit, -- all skimming away in their revelry, like a flight of swallows, cutting the clouds in the merriment of their summer lives.	lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. "	220:228	173:180	2.0
circle	fic_1827_9759.txt-3987-31	fic_1849_7230.txt-2441-6	-- Let me, while the sun lingers, still pour out my soul on this paper -- Let me indulge a pleasing, dreadful thought -- Shall I, ere circling time bring back this hour, become thy -- And shall my heart, after its dreadful languors, its excruciating agonies, know once more, a rapturous emotion?	ye lieges all advance, And circling join in merry Morrice dance. "	134:142	27:35	3.0
circle	fic_1830_8593.txt-54-39	mag_1822_553415.txt-75-11	Nay, even grant the senate should stand firm, Where are the people -- the Sertorian band Who cling around him with unwavering love, Like the fond ivy twining round the oak Or life's warm eddies circling through the heart -- In conquest and defeat!	graceful rainbow, now arching over our heads, and now circling in the vapour at our feet, still flew before us as we moved.	194:202	54:62	3.0
circle	fic_1831_8376.txt-519-19	fic_1989_780083.txt-2098-19	whose doors we now For social worship first unfold, To thee the suppliant throng shall bow, While circling years on years are rolled.	As soon as he got there, a host of white flowers flew up from under his feet and circled above him anxiously like startled pigeons.	98:106	81:88	3.0
circle	fic_1831_8376.txt-725-32	fic_1964_10451.txt-458-31	Tall spire, and glittering roof, and battlement, And banners floating in the sunny air, And white sails o'er the calm blue waters bent, Green isle, and circling shore, are blended there, In wild reality.	Lee could not allow anyone to be behind her, and she didn't like to stand against the wall the way the others did, so she had to keep circling relentlessly to " keep everyone properly placed. "	152:160	134:142	3.0
circle	fic_1831_8376.txt-725-32	fic_1999_30451.txt-2-15	Tall spire, and glittering roof, and battlement, And banners floating in the sunny air, And white sails o'er the calm blue waters bent, Green isle, and circling shore, are blended there, In wild reality.	I step onto the peat, which gives like a mattress, and the insects circle me in clouds.	152:160	67:73	4.0
circle	fic_1832_7054.txt-378-54	nf_1849_749269.txt-626-4	Warriors portrayed, in tales of other climes, Numidia, Arcady or Syrian realms, The splendor of the spoil, the gems and gold, The perfumes, luxuries and regal robes, Fair slaves and diamonds, wafted from the shores Of the Orient, in homage to the diadem That circled nations.	he said again, circling back to his favorite maxim.	259:266	15:23	2.0
circle	fic_1833_7028.txt-1089-12	fic_1849_7230.txt-2441-6	Acquirement thus made will feed itself: circle will be added to circle by the strengthening impulse of gratified curiosity: the conformity to nature will make the acquisition more substantial and the	ye lieges all advance, And circling join in merry Morrice dance. "	64:70	27:35	2.0
circle	fic_1833_7028.txt-1089-12	fic_1974_10588.txt-478-28	Acquirement thus made will feed itself: circle will be added to circle by the strengthening impulse of gratified curiosity: the conformity to nature will make the acquisition more substantial and the	By the time Sam had give up and noticed what I was doing, I was a hundred yards off and going brisk, and the burro was circling off south of us both, his pack tree waggling.	64:70	119:127	2.0
circle	fic_1833_7046.txt-1130-30	mag_1822_553415.txt-75-11	: ' T was strength, Strong heart, strong thought; thought, feeling ran their length In a wild grandeur, or they passive lay, Like waters circled in a wooded bay, That take from some slow cloud the quivering lights Thrown from its snowy rifts and glittering heights.	graceful rainbow, now arching over our heads, and now circling in the vapour at our feet, still flew before us as we moved.	137:144	54:62	4.0
circle	fic_1833_7059.txt-360-2	fic_1852_593.txt-1202-17	The wine circled gaily, and the song and jest passed merrily round.	Those pleasantly swelling slopes of our farm, descending towards the wide meadows, through which sluggishly circled the brimful tide of the Charles, bathing the long sedges on its hither and farther shores; the broad, sunny gleam over the winding water; that peculiar picturesqueness of the scene where capes and headlands put themselves boldly forth upon the perfect level of the	9:16	108:115	2.0
circle	fic_1833_7059.txt-360-2	nf_1849_749269.txt-626-4	The wine circled gaily, and the song and jest passed merrily round.	he said again, circling back to his favorite maxim.	9:16	15:23	2.0
circle	fic_1834_7252.txt-2825-11	fic_1849_7230.txt-2441-6	These grasping, the young god stood in the breach Of circling trees, with eye that fiercely glanced, Nostril expanded, lip pressed, foot advanced, And arrow at the string; when lo!	ye lieges all advance, And circling join in merry Morrice dance. "	53:61	27:35	3.0
circle	fic_1835_7017.txt-1328-8	nf_1849_749269.txt-626-4	outlines of men, armed with spears, circling around the whole cell.	he said again, circling back to his favorite maxim.	36:44	15:23	3.0
circle	fic_1835_7142.txt-918-31	nf_1827_747521.txt-163-33	distance, broke the silence -- again and again it pealed -- louder and louder yet, till the affrighted martins, fluttering down from their nests on the minster-towers, circled, with startled wing and short shrill cry, above our heads in the lurid torch-light.	Let 6/, be the central hne; divide it into four parts, and at one fourth make the hne a b across the column; on c, make the half circle a e b; with the distance / 1, at the neck of the column, and on 1, on the central hne, make the points 1, 1, on the circle; divide from 1 to c,	168:175	129:135	2.0
circle	fic_1837_7452.txt-143-40	fic_1849_7230.txt-2441-6	And then his soul was troubled like the lake Beside the tasselled reed-isle, where the fawn, All beautiful, beneath the blades, awake, Doth watch the eddyings of the milky swan Upon the placid waters, circling on; As from her breast forever doth arise The music of her billows, which, upon The shore breaks into language, like the sighs Of his soft breast, whose heavings burst forth in his eyes.	ye lieges all advance, And circling join in merry Morrice dance. "	201:209	27:35	3.0
circle	fic_1837_7452.txt-776-8	fic_1986_782032.txt-994-11	pour upon me thy soft beams, And circle me with heavenly streams.	Instead, they got all their electronic information from the two circling E-2C air-surveillance aircraft, known colloquially as Hummers, whose radars swept a circle over four hundred miles across	33:39	64:72	3.0
circle	fic_1837_7452.txt-82-4	fic_1849_7230.txt-2441-6	And the waves that circled round The eternal mount on high, Bore an everlasting sound To the soul that can not die.	ye lieges all advance, And circling join in merry Morrice dance. "	19:26	27:35	3.0
circle	fic_1837_7452.txt-82-4	fic_1986_782032.txt-994-11	And the waves that circled round The eternal mount on high, Bore an everlasting sound To the soul that can not die.	Instead, they got all their electronic information from the two circling E-2C air-surveillance aircraft, known colloquially as Hummers, whose radars swept a circle over four hundred miles across	19:26	64:72	3.0
circle	fic_1837_8325.txt-1223-14	fic_2001_14559.txt-2980-18	Thy pleasant spot of birth Is sad without thee, and an ancient head Circled with years and blessings as a crown Bows low with the first pang thou e'er didst cause A father's bosom.	And all around me people shouting, shouting and something like water rushing in through my head and circling my skull.	68:75	100:108	4.0
circle	fic_1837_8325.txt-1223-14	nf_1849_749269.txt-626-4	Thy pleasant spot of birth Is sad without thee, and an ancient head Circled with years and blessings as a crown Bows low with the first pang thou e'er didst cause A father's bosom.	he said again, circling back to his favorite maxim.	68:75	15:23	2.0
circle	fic_1837_8687.txt-961-1	fic_1849_7230.txt-2441-6	Euphas Circled with Christian swords, Stands waiting thy behest!	ye lieges all advance, And circling join in merry Morrice dance. "	7:14	27:35	2.0
circle	fic_1837_8687.txt-961-1	fic_2001_14559.txt-2980-18	Euphas Circled with Christian swords, Stands waiting thy behest!	And all around me people shouting, shouting and something like water rushing in through my head and circling my skull.	7:14	100:108	3.0
circle	fic_1838_7250.txt-2477-27	fic_1849_7230.txt-2441-6	At the catastrophe, Mrs. Gambril ceased her flight, but after the manner of the Cossacks of the Don, or the Mahratta cavalry, kept circling round the enemy -- out of striking distance, yet within hail. "	ye lieges all advance, And circling join in merry Morrice dance. "	131:139	27:35	3.0
circle	fic_1838_7250.txt-2477-27	mag_1840_554815.txt-207-38	At the catastrophe, Mrs. Gambril ceased her flight, but after the manner of the Cossacks of the Don, or the Mahratta cavalry, kept circling round the enemy -- out of striking distance, yet within hail. "	lie soon Saw within ken a glorious Angel stand, The same whom John saw also in the sun: His back was turned, but not his brightness hid; Of beaming sunny rays a golden tiar Circled his head, nor less his locks behind Illustrious on his shoulders fledge with wings Lay waving round; on some great charge employed He seemed, or fixed in cogitation deep. "	131:139	173:180	3.0
circle	fic_1839_7001.txt-661-7	nf_1849_749269.txt-626-4	The infant Hudson winds through it, circling in its deepest bend one little fairy isle, with woods enough for a single bower, and a beauty that fills and characterizes,	he said again, circling back to his favorite maxim.	36:44	15:23	2.0
circle	fic_1839_7049.txt-872-28	fic_1849_7216.txt-4698-22	The officer bowed and retired, and soon after, the men were seen taking down their boarding-pikes from the masts and booms, with which they were circled, and their basket-handled swords, which were stuck round the capstan and long-boat, and their short, broad daggers, resembling the bowie-knife; and these they proceeded to grind and polish, preparations dismal enough for their end, but engaged in with the more alacrity by the men, for the grog they had just drunk	And if it harder be, than e'er before, to find new climes, when now our seas have oft been circled by ten thousand prows, -- much more the glory!	145:152	91:98	3.0
circle	fic_1839_7049.txt-872-28	fic_1849_7230.txt-2441-6	The officer bowed and retired, and soon after, the men were seen taking down their boarding-pikes from the masts and booms, with which they were circled, and their basket-handled swords, which were stuck round the capstan and long-boat, and their short, broad daggers, resembling the bowie-knife; and these they proceeded to grind and polish, preparations dismal enough for their end, but engaged in with the more alacrity by the men, for the grog they had just drunk	ye lieges all advance, And circling join in merry Morrice dance. "	145:152	27:35	2.0
circle	fic_1839_7477.txt-7460-19	fic_1973_10569.txt-2907-9	Methought I journeyed o'er a boundless plain Unbroke by vale or hill, on all sides stretched, Like circling ocean, to the low-browed sky; Save in the midst a verdant mount whose sides Flowers of all hues and fragrant breath adorned.	A new concrete road ran up to it and circled it to rejoin itself and fade away into the dun thistle-strewn hills.	99:107	37:44	3.0
circle	fic_1839_7477.txt-7460-19	nf_1849_749269.txt-626-4	Methought I journeyed o'er a boundless plain Unbroke by vale or hill, on all sides stretched, Like circling ocean, to the low-browed sky; Save in the midst a verdant mount whose sides Flowers of all hues and fragrant breath adorned.	he said again, circling back to his favorite maxim.	99:107	15:23	2.0
circle	fic_1839_8627.txt-1994-11	fic_1843_7039.txt-2109-16	See how they bear him up upon their wings, And circle him with glory!	One day my attention was arrested by a very unusual twittering, and I saw him circling round with a large downy feather in his bill.	47:53	78:86	3.0
circle	fic_1839_8627.txt-1994-11	fic_1854_70.txt-2012-8	See how they bear him up upon their wings, And circle him with glory!	Or sometimes I watched a pair of hen-hawks circling high in the sky, alternately soaring and descending, approaching, and leaving one another, as if they were the embodiment of my own thoughts.	47:53	43:51	4.0
circle	fic_1839_8627.txt-1994-11	fic_1860_9791.txt-2402-46	See how they bear him up upon their wings, And circle him with glory!	He had not dared use his pencils before this day; he did not dare again; the Ghost had usurped his province; but he felt now that if he might, his brain in this great heat would strike off glowing thoughts, to circle, like fresh planets, in an immortality of their own.	47:53	210:216	3.0
circle	fic_1839_8627.txt-1994-11	fic_1973_10569.txt-2907-9	See how they bear him up upon their wings, And circle him with glory!	A new concrete road ran up to it and circled it to rejoin itself and fade away into the dun thistle-strewn hills.	47:53	37:44	3.0
