lemma	identifier1	identifier2	context1	context2	indexes_target_token1	indexes_target_token2	judgment	count_droppped_judments	count_all_judgments
bass	basic_usage_1	basic_usage_2	He was playing his bass guitar.	A small bass was swimming in the pond.	19:23	8:12	1.0
bar	mag_1821_553342.txt-352-17	mag_2005_396762.txt-36-69	A community provided with ample resources against an endless increase of members, and enjoying a free bar, a free senate, and a free press, if true to herself, must do great things.	NUTRITIONAL LOWDOWN 180-190 cal, 10 g pro, 27-28 g carb, 3-5 g fat, 1.5-2.5 g sat fat, 0 mg chol, 1-2 g fiber, 140-170 mg sodium FLAVORS Berry Banana Buzz, Peanut Butter n ' Honey, Rocket Chocolate, Apple Cinnamon with Cranberries PRICE PER BAR AND WHERE TO BUY $1.69, EMS stores and www.honeystinger.com PRODUCT CLIF Nectar DESCRIPTION Each bar contains up to five organic ingredients and two servings of fruit.	102:105	342:345	1.0
bar	mag_1821_553342.txt-352-17	mag_2007_391441.txt-3-8	A community provided with ample resources against an endless increase of members, and enjoying a free bar, a free senate, and a free press, if true to herself, must do great things.	The place is San Francisco's hipster dive bar and guest house, Zeitgeist.	102:105	42:45	1.0
bar	mag_1821_553342.txt-352-17	news_2006_629441.txt-53-23	A community provided with ample resources against an endless increase of members, and enjoying a free bar, a free senate, and a free press, if true to herself, must do great things.	But he and his wife occasionally spend time alone over a plate of fresh, inventive sushi at Sakana Japanese Grill &; Sushi Bar. "	102:105	123:126	1.0
bar	mag_1821_553342.txt-352-17	nf_1834_747621.txt-461-14	A community provided with ample resources against an endless increase of members, and enjoying a free bar, a free senate, and a free press, if true to herself, must do great things.	The necessary fittings-up of a gymnastic ground are as follow: -- a horizontal bar, a vaulting horse, a leaping-stand, and ladders of rope and wood.	102:105	79:82	1.0
bar	mag_1821_553342.txt-352-17	nf_1834_747938.txt-891-22	A community provided with ample resources against an endless increase of members, and enjoying a free bar, a free senate, and a free press, if true to herself, must do great things.	These were composed of a box 9, feet long, and about the same width and depth, formed by light bars, with stronger bars at the corners.	102:105	95:99	1.0
bar	mag_1821_553342.txt-352-17	nf_1834_747938.txt-892-30	A community provided with ample resources against an endless increase of members, and enjoying a free bar, a free senate, and a free press, if true to herself, must do great things.	Before and behind these boxes was a screw, and there was a spout to convey to a vessel, placed below, the must which would flow through the bars to the bottom on the pressure being applied.	102:105	140:144	1.0
bar	mag_1821_553342.txt-352-17	nf_1857_753133.txt-433-14	A community provided with ample resources against an endless increase of members, and enjoying a free bar, a free senate, and a free press, if true to herself, must do great things.	My impression is, that in point of skill and professional ability the Minnesota bar is a little above the average of territorial bars.	102:105	80:83	4.0
bar	mag_1825_553587.txt-287-46	mag_1854_555974.txt-331-28	And upon questions involving the lex loci, he has triumphantly shown, that he can master the results of foreign jurisprudence, and, as in the very interesting case of Dalryrnpie v. Dalrymple, compose the strifes of the learned advocates of the Scottish bar, and fix forever upon an immovable basis a question, which had vexed the	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	253:256	128:132	1.0
bar	mag_1825_553676.txt-2-14	mag_1854_555974.txt-331-28	Edited by THOMAS SERGEANT and JOHN C. LOWBER, Esqrs, of the Philadelphia Bar.	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	73:76	128:132	1.0
bar	mag_1825_553676.txt-2-14	nf_1833_747463.txt-185-12	Edited by THOMAS SERGEANT and JOHN C. LOWBER, Esqrs, of the Philadelphia Bar.	The Commons, who are the people, when ordered to the bar of the Lords, humbly present themselves bareheaded before the peers, who remain covered.	73:76	53:56	4.0
bar	mag_1825_553676.txt-2-14	nf_1852_771569.txt-558-20	Edited by THOMAS SERGEANT and JOHN C. LOWBER, Esqrs, of the Philadelphia Bar.	-- Seven of the most enterprising whalers still hung on our heels, and to-day found us all at a bar beyond which there was a sea of water.	73:76	96:99	1.0
bar	mag_1827_553785.txt-135-6	mag_1854_555974.txt-331-28	ly assisted by gentlemen of the bar, so called, (great numbers of xvhorn are always at hand, ready for such undertaking) when after a few years constant attendance upon courts, and the lay. "	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	32:35	128:132	1.0
bar	mag_1828_553911.txt-101-18	mag_2007_390968.txt-43-4	Besides, nothing was more common in America, than for young men who were intended for the bar to enter in the first instance upon a course of theology, as it also was for ecclesiastics, to devote themselves to the profession of the law.	He opened Momofuku Noodle Bar and then Momofuku Ssm Bar in New York, tiny joints that reimagine ramen noodles and other Asian delicacies for the twenty-first century. "	90:93	26:29	1.0
bar	mag_1828_553911.txt-101-18	news_1982_668343.txt-120-14	Besides, nothing was more common in America, than for young men who were intended for the bar to enter in the first instance upon a course of theology, as it also was for ecclesiastics, to devote themselves to the profession of the law.	One scary thing happened in Oakland this week when a foul tip smashed the bar on umpire Larry Barnett ' s face mask, sending him to the hospital.	90:93	74:77	1.0
bar	mag_1835_554346.txt-252-23	mag_1854_555974.txt-331-28	Copley went to law with him; and his son, (now Lord Lyndhurst,) who was just admitted to the bar, gained his father's cause.	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	93:96	128:132	1.0
bar	mag_1841_554917.txt-240-4	mag_2007_390968.txt-43-4	In fact, the bar to beautiful structures does not exist so much in the incapacity of tl) e people, as in that of the artist himself.	He opened Momofuku Noodle Bar and then Momofuku Ssm Bar in New York, tiny joints that reimagine ramen noodles and other Asian delicacies for the twenty-first century. "	13:16	26:29	1.0
bar	mag_1841_554975.txt-467-21	nf_1969_774314.txt-1305-14	Losing sight of this ship in a storm, he sailed for the harbour of St. Augustine, passed over the bar, and engaged two armed vessels for an hour and a quarter, with the Intention to hoard them; but they pushed towards the town and were rescued by six galleys, which came out and joined in the action.	They may be made of % - inch or 1/2 - inch rod or bar from 12- to 18-inches long, depending on use and need.	98:101	50:53	2.0
bar	mag_1843_555150.txt-426-40	mag_2007_390968.txt-43-4	Is it desirable, that, in all the States, as is notoriously the case in one or two already, such appointments should be made as to render the bench an object of contempt and derision to the bar?	He opened Momofuku Noodle Bar and then Momofuku Ssm Bar in New York, tiny joints that reimagine ramen noodles and other Asian delicacies for the twenty-first century. "	190:193	26:29	1.0
bar	mag_1843_565272.txt-372-29	mag_2007_390968.txt-43-4	At last, on Monday the 3d of January, 1642, the first business day of that year, the king sent a sergeant at arms to the bar of the house, to demand of the speaker five of the most distinguished members	He opened Momofuku Noodle Bar and then Momofuku Ssm Bar in New York, tiny joints that reimagine ramen noodles and other Asian delicacies for the twenty-first century. "	121:124	26:29	1.0
bar	mag_1850_589456.txt-285-8	mag_2007_390968.txt-43-4	And the indictment, in the case at bar, is bad, because each of the	He opened Momofuku Noodle Bar and then Momofuku Ssm Bar in New York, tiny joints that reimagine ramen noodles and other Asian delicacies for the twenty-first century. "	35:38	26:29	1.0
bar	mag_1853_590222.txt-112-20	mag_1854_555974.txt-331-28	, the United States, through the efforts of the Britisb press, have been placed as criminals before the bar of ' the Christian world, and almost ostracized from all community with civilized nations.	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	104:107	128:132	1.0
bar	mag_1853_590222.txt-112-20	nf_1969_774314.txt-1846-17	, the United States, through the efforts of the Britisb press, have been placed as criminals before the bar of ' the Christian world, and almost ostracized from all community with civilized nations.	Usually the bell is mounted on a movable bar with an elbow that pivots in an overhead bar.	104:107	86:89	1.0
bar	mag_1854_555965.txt-99-21	mag_1854_555974.txt-331-28	Before a legal tribunal, the want of conclusive testimony of guilt justifies an assumption of innocence; but at the bar of public opinion, a man who fails to repel suspicion and reproach virtually indorses the correctness of the popular verdict.	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	116:119	128:132	1.0
bar	mag_1854_555965.txt-99-21	mag_2004_411262.txt-218-15	Before a legal tribunal, the want of conclusive testimony of guilt justifies an assumption of innocence; but at the bar of public opinion, a man who fails to repel suspicion and reproach virtually indorses the correctness of the popular verdict.	This silent Sunday morning, she folded her apron and put it on the pass-out bar, then went to the staff room, changed from her chef's whites and clogs into jeans and a long-sleeved shirt tie-dyed in soft pink and orange, with tiny dancing skeletons on it.	116:119	76:79	2.0
bar	mag_1854_555965.txt-99-21	news_2007_637878.txt-23-19	Before a legal tribunal, the want of conclusive testimony of guilt justifies an assumption of innocence; but at the bar of public opinion, a man who fails to repel suspicion and reproach virtually indorses the correctness of the popular verdict.	His plan was to build a cage for underwater filming, and he wanted to know how big the bars should be so that he could swim out of the cage but a walrus ' head-smashing tusks could be kept out.	116:119	87:91	1.0
bar	mag_1854_555965.txt-99-21	nf_1969_774314.txt-1242-6	Before a legal tribunal, the want of conclusive testimony of guilt justifies an assumption of innocence; but at the bar of public opinion, a man who fails to repel suspicion and reproach virtually indorses the correctness of the popular verdict.	To make a trammel, this bar is drawn out on the end to a 1/4 - inch- square tang 3- or 4-inches long.	116:119	24:27	1.0
bar	mag_1854_555974.txt-331-28	mag_1854_590346.txt-70-32	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	the dry, severe, and technical learning of the law, and accordingly upon the completion of the customary term * f legal study, he was not admitted to the bar.	128:132	154:157	1.0
bar	mag_1854_555974.txt-331-28	mag_2009_406395.txt-29-42	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	Rather than insisting on a packed lunch, find out what he and his friends like to do, and work with that: He might like to buy a cheeseburger and a milk in the cafeteria, and bring a granola bar and an apple from home.	128:132	191:194	3.0
bar	mag_1854_555974.txt-331-28	news_1973_731109.txt-17-5	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	And until today, the bar association had not suggested which option	128:132	21:24	1.0
bar	mag_1854_555974.txt-331-28	news_1979_734356.txt-17-9	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	By voting Sept. 5 to help boat people and bar even indirect aid to Vietnam, Cambodia and Laos, we are only perpetuating the tragedy.	128:132	42:45	1.0
bar	mag_1854_555974.txt-331-28	news_1982_668343.txt-120-14	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	One scary thing happened in Oakland this week when a foul tip smashed the bar on umpire Larry Barnett ' s face mask, sending him to the hospital.	128:132	74:77	3.0
bar	mag_1854_555974.txt-331-28	news_1997_632266.txt-80-10	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	Champagne, hors d'oeuvres, a five-course dinner, open bar, live entertainment (Michael Lerich &; His Orchestra) and dancing, champagne and balloon drop are on tap.	128:132	54:57	1.0
bar	mag_1854_555974.txt-331-28	nf_1833_747716.txt-865-13	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	Was it not calculated to have a salutary effeel, both upon the bar and the bystanders, to show, that, throughout the world, wherever civilization has dawned, there was but one feeling and one voice with regard to an offence of this sort, and that a voice of unmingled reprobation?	128:132	63:66	1.0
bar	mag_1854_555974.txt-331-28	nf_1834_747938.txt-891-26	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	These were composed of a box 9, feet long, and about the same width and depth, formed by light bars, with stronger bars at the corners.	128:132	115:119	1.0
bar	mag_1854_555974.txt-331-28	nf_1841_747644.txt-1703-81	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	This shrewd argument not being thought convincing, the secretary continued to read, that ' the execution of the sentence, instead of an act of justice, would appear to all the world, and particularly to their allies, the American States, as an act of vengeance, and that if he were sufficiently master of the French language, he would, in the name of his brethren of America, present a petition at their bar against the execution of	128:132	404:407	1.0
bar	mag_1854_555974.txt-331-28	nf_1850_748019.txt-94-1	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	Mill bars made in the bloomeries in Essex County cost forty-five dollars, delivered at Troy.	128:132	5:9	4.0
bar	mag_1854_555974.txt-331-28	nf_1852_771569.txt-558-20	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	-- Seven of the most enterprising whalers still hung on our heels, and to-day found us all at a bar beyond which there was a sea of water.	128:132	96:99	1.0
bar	mag_1854_555974.txt-331-28	nf_1857_753133.txt-433-14	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	My impression is, that in point of skill and professional ability the Minnesota bar is a little above the average of territorial bars.	128:132	80:83	1.0
bar	mag_1854_555974.txt-331-28	nf_1859_747504.txt-1852-7	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	The Rising Sun was lost on the bar of Charlestown; and of the colony, not more than thirty	128:132	31:34	1.0
bar	mag_1854_555974.txt-331-28	nf_1963_774222.txt-1117-19	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	May we not suppose that at the rehearsal he told the oboe to rest for a certain number of bars (indeed if the oboist tried to play the whole time as written he would probably burst); and occasionally told the violins to be silent and let the oboe be heard alone?	128:132	90:94	1.0
bar	mag_1854_555974.txt-331-28	nf_1996_777016.txt-84-41	Practically, we know that nine tenths either goes to the mint as soon as it is washed out of the earth, or is cast into stamped bars which perform all the purposes of coin.	// However, even given the fact that I was not prohibited by Rule 3.6, or by the presumption of innocence, I would normally have felt it unseemly and in poor taste for me, a member of the bar, or for any public official to speak out on an accused's guilt before the verdict, and this was the very first time I ever did so.	128:132	188:191	1.0
bar	mag_1977_490785.txt-157-11	mag_2007_390968.txt-43-4	I was tipped off two days ago that I passed the bar.	He opened Momofuku Noodle Bar and then Momofuku Ssm Bar in New York, tiny joints that reimagine ramen noodles and other Asian delicacies for the twenty-first century. "	48:51	26:29	1.0
bar	mag_1977_490785.txt-157-11	nf_1852_771569.txt-558-20	I was tipped off two days ago that I passed the bar.	-- Seven of the most enterprising whalers still hung on our heels, and to-day found us all at a bar beyond which there was a sea of water.	48:51	96:99	1.0
bar	mag_1977_490789.txt-112-14	mag_2007_390968.txt-43-4	Between 1913 and 1931, for instance, well-meaning but misguided caretakers embedded iron bars in some of the fragile ruins; the bars have rusted, and the oxidation has caused expansion and cracked the surrounding marble.	He opened Momofuku Noodle Bar and then Momofuku Ssm Bar in New York, tiny joints that reimagine ramen noodles and other Asian delicacies for the twenty-first century. "	89:93	26:29	1.0
bar	mag_1977_490789.txt-112-14	news_1997_632266.txt-80-10	Between 1913 and 1931, for instance, well-meaning but misguided caretakers embedded iron bars in some of the fragile ruins; the bars have rusted, and the oxidation has caused expansion and cracked the surrounding marble.	Champagne, hors d'oeuvres, a five-course dinner, open bar, live entertainment (Michael Lerich &; His Orchestra) and dancing, champagne and balloon drop are on tap.	89:93	54:57	1.0
bar	mag_1977_490789.txt-112-14	nf_1834_747938.txt-891-22	Between 1913 and 1931, for instance, well-meaning but misguided caretakers embedded iron bars in some of the fragile ruins; the bars have rusted, and the oxidation has caused expansion and cracked the surrounding marble.	These were composed of a box 9, feet long, and about the same width and depth, formed by light bars, with stronger bars at the corners.	89:93	95:99	2.0
bar	mag_1999_408585.txt-67-25	news_1973_731109.txt-17-5	If you enlarge the window, you may be able to see some of the folder's contents, but since the window lacks scroll bars, you won't get very far.	And until today, the bar association had not suggested which option	115:119	21:24	1.0
bar	mag_2001_416721.txt-69-0	mag_2007_390968.txt-43-4	Bar owners, he says, sometimes bribe police officers, who release them and deport the women who spoke against them.	He opened Momofuku Noodle Bar and then Momofuku Ssm Bar in New York, tiny joints that reimagine ramen noodles and other Asian delicacies for the twenty-first century. "	0:3	26:29	3.0
bar	mag_2002_416592.txt-45-2	mag_2007_390968.txt-43-4	Grab the bar with an overhand grip and hold it at	He opened Momofuku Noodle Bar and then Momofuku Ssm Bar in New York, tiny joints that reimagine ramen noodles and other Asian delicacies for the twenty-first century. "	9:12	26:29	1.0
bar	mag_2004_411262.txt-218-15	nf_1846_748061.txt-1284-3	This silent Sunday morning, she folded her apron and put it on the pass-out bar, then went to the staff room, changed from her chef's whites and clogs into jeans and a long-sleeved shirt tie-dyed in soft pink and orange, with tiny dancing skeletons on it.	One of the bars of the prison- window had become detached, so that it could be removed without any difficulty, allowing any one of moderate dimensions to get through the aperture.	76:79	11:15	2.0
bar	mag_2005_396762.txt-36-69	nf_1857_753133.txt-433-14	NUTRITIONAL LOWDOWN 180-190 cal, 10 g pro, 27-28 g carb, 3-5 g fat, 1.5-2.5 g sat fat, 0 mg chol, 1-2 g fiber, 140-170 mg sodium FLAVORS Berry Banana Buzz, Peanut Butter n ' Honey, Rocket Chocolate, Apple Cinnamon with Cranberries PRICE PER BAR AND WHERE TO BUY $1.69, EMS stores and www.honeystinger.com PRODUCT CLIF Nectar DESCRIPTION Each bar contains up to five organic ingredients and two servings of fruit.	My impression is, that in point of skill and professional ability the Minnesota bar is a little above the average of territorial bars.	342:345	80:83	1.0
bar	mag_2007_390968.txt-43-4	mag_2007_391441.txt-3-8	He opened Momofuku Noodle Bar and then Momofuku Ssm Bar in New York, tiny joints that reimagine ramen noodles and other Asian delicacies for the twenty-first century. "	The place is San Francisco's hipster dive bar and guest house, Zeitgeist.	26:29	42:45	3.0
bar	mag_2007_390968.txt-43-4	news_1982_668343.txt-120-14	He opened Momofuku Noodle Bar and then Momofuku Ssm Bar in New York, tiny joints that reimagine ramen noodles and other Asian delicacies for the twenty-first century. "	One scary thing happened in Oakland this week when a foul tip smashed the bar on umpire Larry Barnett ' s face mask, sending him to the hospital.	26:29	74:77	1.0
bar	mag_2009_406395.txt-29-42	nf_1857_753133.txt-433-14	Rather than insisting on a packed lunch, find out what he and his friends like to do, and work with that: He might like to buy a cheeseburger and a milk in the cafeteria, and bring a granola bar and an apple from home.	My impression is, that in point of skill and professional ability the Minnesota bar is a little above the average of territorial bars.	191:194	80:83	1.0
bit	fic_1811_8637.txt-1110-25	fic_1830_7238.txt-2264-83	No merchant has been up the country lately, and his majesty is out of paper; so I wrote my official letter on a bit of slate, and here is the copy.	Thus you will see a shopkeeper parading about with mustaches; a soldier prattling to a girl about ribbons and gew-gaws; a man of great science, who never knew how to make a tolerable bow, tripping up a room as if he were employed to walk a minuet, while a dancingmaster of the upper class would play the lounger by trade; here a cast-iron political economist trying to remember a line of poetry, or to introduce a bit of a metaphor -- a bad one too -- where ever so good a one would be out of place; and there a poet losing himself utterly on the subject of free-trade; here a man of wit playing the fine-gentleman, there the fine-gentleman crowding himself into a group of authors, and affecting to deal in repartee -- here a sketchpainter who would be a critic, there a critic who would be a a painter; here a fellow with a -- but enough.	112:115	414:417	2.0
bit	fic_1811_8637.txt-1110-25	fic_1852_2751.txt-14751-9	No merchant has been up the country lately, and his majesty is out of paper; so I wrote my official letter on a bit of slate, and here is the copy.	After a little, the roadway descended into a bit of smooth meadow, well walled in with trees, and lost itself there.	112:115	45:48	4.0
bit	fic_1818_7631.txt-303-79	fic_1839_7182.txt-2477-6	Doat on her charms, as misers doat on pelf And like Narcissus pines for pretty self, Check her betimes, before too late you find Self love the ruling passion of her mind; Ere she assume those gestures, and grimaces, Which pretty simpletons mistake for graces, Who set themselves up beauties by profession, And think to hold all hearts in their possession, (As boys string bird's eggs on a bit of thread) By charms, which rival goddesses might dread.	" I ha'n't seen a bit of meat these six weeks. "	389:392	18:21	4.0
bit	fic_1818_7631.txt-303-79	fic_1966_10469.txt-2680-20	Doat on her charms, as misers doat on pelf And like Narcissus pines for pretty self, Check her betimes, before too late you find Self love the ruling passion of her mind; Ere she assume those gestures, and grimaces, Which pretty simpletons mistake for graces, Who set themselves up beauties by profession, And think to hold all hearts in their possession, (As boys string bird's eggs on a bit of thread) By charms, which rival goddesses might dread.	The bitterly cold air had found every loose stitch in Caroline's sweater and now was concentrating on the metal bits of brassiere that touched her skin.	389:392	112:116	3.0
bit	fic_1818_7631.txt-303-79	fic_1986_10747.txt-8-12	Doat on her charms, as misers doat on pelf And like Narcissus pines for pretty self, Check her betimes, before too late you find Self love the ruling passion of her mind; Ere she assume those gestures, and grimaces, Which pretty simpletons mistake for graces, Who set themselves up beauties by profession, And think to hold all hearts in their possession, (As boys string bird's eggs on a bit of thread) By charms, which rival goddesses might dread.	These're just lumps o ' metal, there's never a bit of life between ' em. "	389:392	47:50	4.0
bit	fic_1818_7631.txt-303-79	fic_1998_32409.txt-69-22	Doat on her charms, as misers doat on pelf And like Narcissus pines for pretty self, Check her betimes, before too late you find Self love the ruling passion of her mind; Ere she assume those gestures, and grimaces, Which pretty simpletons mistake for graces, Who set themselves up beauties by profession, And think to hold all hearts in their possession, (As boys string bird's eggs on a bit of thread) By charms, which rival goddesses might dread.	As he stood in the foyer, knocking snow off the tops of his boots after having nearly been assassinated by a bit of ice hidden on the stoop, as he unwound the red woolen muffler from his inflamed	389:392	109:112	4.0
bit	fic_1818_7631.txt-303-79	fic_1998_43216.txt-276-4	Doat on her charms, as misers doat on pelf And like Narcissus pines for pretty self, Check her betimes, before too late you find Self love the ruling passion of her mind; Ere she assume those gestures, and grimaces, Which pretty simpletons mistake for graces, Who set themselves up beauties by profession, And think to hold all hearts in their possession, (As boys string bird's eggs on a bit of thread) By charms, which rival goddesses might dread.	I 'm feeling a bit faint from the heat, " Lady Dustan said.	389:392	15:18	2.0
bit	fic_1818_7631.txt-303-79	mag_1999_407884.txt-518-22	Doat on her charms, as misers doat on pelf And like Narcissus pines for pretty self, Check her betimes, before too late you find Self love the ruling passion of her mind; Ere she assume those gestures, and grimaces, Which pretty simpletons mistake for graces, Who set themselves up beauties by profession, And think to hold all hearts in their possession, (As boys string bird's eggs on a bit of thread) By charms, which rival goddesses might dread.	We were so close to the equator that the dish was pointed only slightly north, but it was pointing a fair bit east, probably at one of California's big commercial machines.	389:392	106:109	2.0
bit	fic_1818_7631.txt-303-79	news_1987_668817.txt-35-9	Doat on her charms, as misers doat on pelf And like Narcissus pines for pretty self, Check her betimes, before too late you find Self love the ruling passion of her mind; Ere she assume those gestures, and grimaces, Which pretty simpletons mistake for graces, Who set themselves up beauties by profession, And think to hold all hearts in their possession, (As boys string bird's eggs on a bit of thread) By charms, which rival goddesses might dread.	If we hike our dresses up just a little bit, it means it ' s a dance from an area of dry land, " says Endo. "	389:392	40:43	3.0
bit	fic_1823_7248.txt-2489-20	fic_1824_7285.txt-2633-26	Brother, ' said I, as we stood side by side, again, holding our horses by the bit and throat lash, to steady them, under the movement of the boat -- this is the third time that	The beautiful steed of Champ was one of the number, and Lee could scarcely restrain his joy, as he saw him proudly champing his bit, and anticipated the pleasure with which his faithful officer would again remount him.	78:81	128:131	4.0
bit	fic_1823_7248.txt-2489-20	fic_1844_7081.txt-1594-6	Brother, ' said I, as we stood side by side, again, holding our horses by the bit and throat lash, to steady them, under the movement of the boat -- this is the third time that	Tom swore Bob was the best bit o ' horse flesh in New York.	78:81	27:30	1.0
bit	fic_1823_7248.txt-2489-20	fic_1848_7193.txt-9902-12	Brother, ' said I, as we stood side by side, again, holding our horses by the bit and throat lash, to steady them, under the movement of the boat -- this is the third time that	And now I'll take some bread and cheese, or a bit of cold chicken and a mug of cider, with a pipe of tobacco.	78:81	46:49	1.0
bit	fic_1823_7248.txt-2489-20	fic_1853_9040.txt-3483-43	Brother, ' said I, as we stood side by side, again, holding our horses by the bit and throat lash, to steady them, under the movement of the boat -- this is the third time that	Nor did he slacken rein till the feet of his work horses struck on the pavement before the main entrance of the house, and with their sides panting against the wide bands of faded leather composing their harness, stood champing the bit, and foaming as though they had run a race.	78:81	232:235	4.0
bit	fic_1823_7248.txt-2489-20	fic_1855_9053.txt-1148-7	Brother, ' said I, as we stood side by side, again, holding our horses by the bit and throat lash, to steady them, under the movement of the boat -- this is the third time that	The snow had covered up every chance bit and chip; and she well knew that she could not hope for anything there.	78:81	37:40	1.0
bit	fic_1823_7248.txt-2489-20	fic_1856_1552.txt-8126-21	Brother, ' said I, as we stood side by side, again, holding our horses by the bit and throat lash, to steady them, under the movement of the boat -- this is the third time that	who was only thirty-four; and Miss Ellen whispered back, in reply: -- " She hasn't the slightest bit of shame! "	78:81	97:100	1.0
bit	fic_1823_7248.txt-2489-20	fic_1968_23855.txt-157-35	Brother, ' said I, as we stood side by side, again, holding our horses by the bit and throat lash, to steady them, under the movement of the boat -- this is the third time that	The vertical bands which were covered with plastic had worn and granulated under the demands of our press run, and we had spent a weekend wiping and washing off the silk screen and picking bits of plastic out of the ink and cursing and wasting paper and trying to get out enough readable copies of the paper to satisfy our subscribers.	78:81	189:193	1.0
bit	fic_1823_7248.txt-2489-20	fic_2007_33609.txt-17-5	Brother, ' said I, as we stood side by side, again, holding our horses by the bit and throat lash, to steady them, under the movement of the boat -- this is the third time that	Mama only ate a little bit of the breast and some of the gravy.	78:81	23:26	1.0
bit	fic_1823_7248.txt-2489-20	mag_1845_555339.txt-10-10	Brother, ' said I, as we stood side by side, again, holding our horses by the bit and throat lash, to steady them, under the movement of the boat -- this is the third time that	The surface seemed entirely covered with a discoloring substance resembling bits of chopped hay, with jagged ends, each	78:81	76:80	1.0
bit	fic_1823_7248.txt-2489-20	news_1987_668817.txt-35-9	Brother, ' said I, as we stood side by side, again, holding our horses by the bit and throat lash, to steady them, under the movement of the boat -- this is the third time that	If we hike our dresses up just a little bit, it means it ' s a dance from an area of dry land, " says Endo. "	78:81	40:43	1.0
bit	fic_1824_7285.txt-2633-26	fic_1840_7332.txt-1696-11	The beautiful steed of Champ was one of the number, and Lee could scarcely restrain his joy, as he saw him proudly champing his bit, and anticipated the pleasure with which his faithful officer would again remount him.	I say, stranger, here's a house -- a bit of a tavern, I suppose; yes, there are wagons -- and there's a light in the bar-room -- they be in	128:131	37:40	1.0
bit	fic_1824_7285.txt-2633-26	fic_1853_9040.txt-3483-43	The beautiful steed of Champ was one of the number, and Lee could scarcely restrain his joy, as he saw him proudly champing his bit, and anticipated the pleasure with which his faithful officer would again remount him.	Nor did he slacken rein till the feet of his work horses struck on the pavement before the main entrance of the house, and with their sides panting against the wide bands of faded leather composing their harness, stood champing the bit, and foaming as though they had run a race.	128:131	232:235	4.0
bit	fic_1824_7285.txt-2633-26	fic_1982_10690.txt-4985-19	The beautiful steed of Champ was one of the number, and Lee could scarcely restrain his joy, as he saw him proudly champing his bit, and anticipated the pleasure with which his faithful officer would again remount him.	Within the circles, trees, wildlife -- whatever had been there, apparently -- had been ground to bits.	128:131	97:101	1.0
bit	fic_1825_7283.txt-354-18	fic_1848_7193.txt-4338-5	Do you know that when I offered this morning to stay by the childer while she took a bit of sleep, that instead of resting her soul and body, she went and washed her things in the river, and got leave to iron in the house yonder, and did it all as particular as it might have been done for you, my leddy. "	" Just read me a bit of fresh Court news, will you? "	85:88	17:20	3.0
bit	fic_1826_8999.txt-271-5	fic_2007_52343.txt-275-5	Though I am a small bit of an Irishman, I sha	you offer me for the bit I can tell? "	20:23	21:24	3.0
bit	fic_1827_7261.txt-940-20	fic_2000_29253.txt-333-7	But as I was saying, my lady's mother is dead, she died when my lady was a bit of a child -- and many's the day I've carried her in my arms, and learn'd her to spake English.	The man had good shoulders and a bit of pudge at the middle.	75:78	33:36	3.0
bit	fic_1827_7261.txt-949-17	nf_1837_757476.txt-537-19	But why in the name of the Vargin don't you ate sir, and drink a bit of the wine, it will strangthen your stomach. "	Lay it on a stand or trivet in a deep dish or pan, and stick it over with bits of butter rolled in flour.	65:68	74:78	3.0
