	identifier1	identifier2	lemma	dataset	annotator2	annotator5	annotator4	annotator0	annotator1	annotator3	annotator6	annotator8	annotator9	annotator7	median_label	non_nan_count
598	2532889X_1984-03-07_01_115.tcf.xml-22-26	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de		2.0		2.0	2.0		2.0				2.0	4
599	2532889X_1984-03-07_01_115.tcf.xml-22-26	ledebur_eisenhuettenkunde_1884-5861-14	abdecken	dwug_de	2.0	2.0									2.0	2
600	2532889X_1984-03-07_01_115.tcf.xml-22-26	ledebur_eisenhuettenkunde_1884-6302-29	abdecken	dwug_de	2.0			2.0		2.0					2.0	3
601	2532889X_1984-03-07_01_115.tcf.xml-22-26	munzinger_japaner_1898-448-4	abdecken	dwug_de					1.0	1.0					1.0	2
602	2532889X_1984-03-07_01_115.tcf.xml-22-26	nn_maehrisches71_1886-490-16	abdecken	dwug_de				1.0	1.0						1.0	2
603	2532889X_1984-03-07_01_115.tcf.xml-22-26	wanderley_bauconstructionslehre01_1877-1526-77	abdecken	dwug_de	2.0				2.0						2.0	2
604	2532889X_1984-03-07_01_115.tcf.xml-22-26	wanderley_bauconstructionslehre02_1878-1492-27	abdecken	dwug_de		2.0			2.0						2.0	2
612	2532889X_1985-04-01_01_092.tcf.xml-3-8	2532889X_1986-03-08_01_151.tcf.xml-14-10	abdecken	dwug_de	4.0					4.0					4.0	2
613	2532889X_1985-04-01_01_092.tcf.xml-3-8	26120215_1978_03_18_01_155.tcf.xml-9-13	abdecken	dwug_de					2.0	2.0					2.0	2
615	2532889X_1985-04-01_01_092.tcf.xml-3-8	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	4.0					4.0					4.0	2
640	2532889X_1986-03-08_01_151.tcf.xml-14-10	2532889X_1987-01-17_01_199.tcf.xml-9-48	abdecken	dwug_de	2.0			2.0	2.0						2.0	3
641	2532889X_1986-03-08_01_151.tcf.xml-14-10	26120215_1951_03_06_01_203.tcf.xml-16-13	abdecken	dwug_de	2.0			2.0	2.0	2.0					2.0	4
642	2532889X_1986-03-08_01_151.tcf.xml-14-10	26120215_1960_06_26_01_343.tcf.xml-20-8	abdecken	dwug_de	4.0				4.0						4.0	2
644	2532889X_1986-03-08_01_151.tcf.xml-14-10	26120215_1976_01_10_01_404.tcf.xml-4-28	abdecken	dwug_de	2.0				2.0	3.0					2.0	3
646	2532889X_1986-03-08_01_151.tcf.xml-14-10	26120215_1981_11_21_01_345.tcf.xml-78-47	abdecken	dwug_de			1.0		2.0						1.5	2
647	2532889X_1986-03-08_01_151.tcf.xml-14-10	26120215_1985_11_09_01_212.tcf.xml-19-13	abdecken	dwug_de	4.0					4.0					4.0	2
654	2532889X_1986-03-08_01_151.tcf.xml-14-10	polenz_buettnerbauer_1895-6066-22	abdecken	dwug_de	4.0	4.0									4.0	2
712	2532889X_1987-01-17_01_199.tcf.xml-9-48	26120215_1978_03_18_01_155.tcf.xml-9-13	abdecken	dwug_de				4.0	4.0	4.0					4.0	3
714	2532889X_1987-01-17_01_199.tcf.xml-9-48	26120215_1988_07_06_01_125.tcf.xml-3-19	abdecken	dwug_de			1.0			1.0					1.0	2
716	2532889X_1987-01-17_01_199.tcf.xml-9-48	polenz_buettnerbauer_1895-6066-22	abdecken	dwug_de				2.0	2.0						2.0	2
717	2532889X_1987-01-17_01_199.tcf.xml-9-48	silberer_traber_1883-600-30	abdecken	dwug_de		2.0	1.0								1.5	2
758	2532889X_1990-05-16_01_087.tcf.xml-235-35	26120215_1948_03_05_01_025.tcf.xml-8-27	abdecken	dwug_de				4.0	4.0	3.0					4.0	3
759	2532889X_1990-05-16_01_087.tcf.xml-235-35	26120215_1950_06_22_01_023.tcf.xml-7-21	abdecken	dwug_de					4.0	4.0					4.0	2
760	2532889X_1990-05-16_01_087.tcf.xml-235-35	26120215_1957_06_23_02_011.tcf.xml-10-5	abdecken	dwug_de					1.0	1.0					1.0	2
762	2532889X_1990-05-16_01_087.tcf.xml-235-35	26120215_1976_01_10_01_404.tcf.xml-4-28	abdecken	dwug_de	2.0			4.0	4.0						4.0	3
763	2532889X_1990-05-16_01_087.tcf.xml-235-35	26120215_1977_01_07_01_140.tcf.xml-8-18	abdecken	dwug_de				4.0	4.0						4.0	2
765	2532889X_1990-05-16_01_087.tcf.xml-235-35	26120215_1977_12_19_01_093.tcf.xml-19-14	abdecken	dwug_de	2.0			2.0		2.0					2.0	3
767	2532889X_1990-05-16_01_087.tcf.xml-235-35	26120215_1990_05_03_01_342.tcf.xml-390-28	abdecken	dwug_de	4.0			4.0		4.0					4.0	3
768	2532889X_1990-05-16_01_087.tcf.xml-235-35	becker_arbeiter_1860-165-24	abdecken	dwug_de	2.0			1.0							1.5	2
770	2532889X_1990-05-16_01_087.tcf.xml-235-35	ledebur_eisenhuettenkunde_1884-6302-29	abdecken	dwug_de		2.0			2.0						2.0	2
771	2532889X_1990-05-16_01_087.tcf.xml-235-35	ledebur_eisenhuettenkunde_1884-6688-5	abdecken	dwug_de	2.0			2.0							2.0	2
774	2532889X_1990-05-16_01_087.tcf.xml-235-35	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	2.0			3.0	2.0	2.0					2.0	4
775	2532889X_1990-08-09_01_135.tcf.xml-199-36	26120215_1966_08_24_01_105.tcf.xml-13-10	abdecken	dwug_de	2.0				2.0						2.0	2
777	2532889X_1990-08-09_01_135.tcf.xml-199-36	munzinger_japaner_1898-448-4	abdecken	dwug_de		1.0					1.0				1.0	2
792	26120215_1948_02_17_01_187.tcf.xml-17-32	dronke_polizeigeschichten_1846-1549-12	abdecken	dwug_de				1.0	1.0						1.0	2
794	26120215_1948_02_17_01_187.tcf.xml-17-32	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de				1.0	2.0						1.5	2
797	26120215_1948_03_05_01_025.tcf.xml-8-27	boerne_paris03_1833-917-12	abdecken	dwug_de		1.0			1.0						1.0	2
800	26120215_1948_10_07_01_023.tcf.xml-7-19	26120215_1978_03_18_01_155.tcf.xml-9-13	abdecken	dwug_de	4.0			4.0							4.0	2
804	26120215_1950_06_22_01_023.tcf.xml-7-21	26120215_1966_08_24_01_105.tcf.xml-13-10	abdecken	dwug_de				2.0	2.0	2.0					2.0	3
807	26120215_1951_03_06_01_203.tcf.xml-16-13	26120215_1960_07_17_01_533.tcf.xml-19-26	abdecken	dwug_de				2.0	2.0						2.0	2
808	26120215_1951_03_06_01_203.tcf.xml-16-13	26120215_1966_08_24_01_105.tcf.xml-13-10	abdecken	dwug_de		2.0		2.0	2.0	2.0					2.0	4
809	26120215_1951_03_06_01_203.tcf.xml-16-13	wanderley_bauconstructionslehre02_1878-2114-50	abdecken	dwug_de				2.0	2.0						2.0	2
810	26120215_1952_10_16_01_166.tcf.xml-5-13	polenz_buettnerbauer_1895-6066-22	abdecken	dwug_de		4.0			4.0	4.0					4.0	3
811	26120215_1952_10_16_01_166.tcf.xml-5-13	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	4.0				4.0						4.0	2
840	26120215_1957_06_23_02_011.tcf.xml-10-5	26120215_1967_07_24_01_017.tcf.xml-11-13	abdecken	dwug_de				4.0	4.0	4.0					4.0	3
847	26120215_1957_06_23_02_011.tcf.xml-10-5	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	2.0				1.0						1.5	2
852	26120215_1960_06_26_01_343.tcf.xml-20-8	26120215_1978_03_18_01_155.tcf.xml-9-13	abdecken	dwug_de			1.0	3.0			2.0				2.0	3
855	26120215_1960_07_17_01_533.tcf.xml-19-26	26120215_1966_08_24_01_105.tcf.xml-13-10	abdecken	dwug_de			4.0	3.0							3.5	2
856	26120215_1960_07_17_01_533.tcf.xml-19-26	26120215_1985_11_09_01_212.tcf.xml-19-13	abdecken	dwug_de				4.0						4.0	4.0	2
861	26120215_1962_04_15_01_322.tcf.xml-28-12	26120215_1966_08_24_01_105.tcf.xml-13-10	abdecken	dwug_de				3.0						3.0	3.0	2
864	26120215_1963_10_03_01_130.tcf.xml-21-10	26120215_1990_05_03_01_342.tcf.xml-390-28	abdecken	dwug_de					4.0	4.0					4.0	2
871	26120215_1965_02_07_01_253.tcf.xml-14-17	26120215_1978_03_18_01_155.tcf.xml-9-13	abdecken	dwug_de	2.0				2.0	2.0					2.0	3
873	26120215_1965_02_07_01_253.tcf.xml-14-17	menzel_maurer_1847-4284-5	abdecken	dwug_de				4.0	4.0						4.0	2
874	26120215_1965_02_07_01_253.tcf.xml-14-17	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de				3.0	4.0						3.5	2
876	26120215_1965_08_08_01_392.tcf.xml-2-25	26120215_1976_01_10_01_404.tcf.xml-4-28	abdecken	dwug_de	4.0	2.0				1.0					2.0	3
877	26120215_1965_08_08_01_392.tcf.xml-2-25	26120215_1978_03_18_01_155.tcf.xml-9-13	abdecken	dwug_de	3.0				2.0	1.0					2.0	3
879	26120215_1965_10_13_01_228.tcf.xml-9-14	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de			3.0	2.0		4.0					3.0	3
883	26120215_1965_10_20_01_060.tcf.xml-30-26	26120215_1978_08_10_01_344.tcf.xml-18-16	abdecken	dwug_de				2.0	2.0						2.0	2
884	26120215_1965_10_20_01_060.tcf.xml-30-26	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de					2.0	2.0					2.0	2
889	26120215_1966_04_06_01_057.tcf.xml-11-27	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	2.0					2.0					2.0	2
896	26120215_1966_05_07_01_285.tcf.xml-15-13	26120215_1978_03_18_01_155.tcf.xml-9-13	abdecken	dwug_de	2.0					1.0					1.5	2
903	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1967_07_24_01_017.tcf.xml-11-13	abdecken	dwug_de	2.0				1.0						1.5	2
904	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1968_09_12_01_045.tcf.xml-40-9	abdecken	dwug_de		2.0			2.0	2.0	2.0				2.0	4
905	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1970_01_06_01_071.tcf.xml-12-12	abdecken	dwug_de	3.0				1.0	1.0					1.0	3
906	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1970_03_13_01_318.tcf.xml-6-20	abdecken	dwug_de	2.0		1.0	2.0							2.0	3
907	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1971_04_18_01_468.tcf.xml-8-12	abdecken	dwug_de	4.0			4.0							4.0	2
908	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1973_03_06_01_146.tcf.xml-54-10	abdecken	dwug_de	2.0				2.0						2.0	2
909	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1974_02_26_01_130.tcf.xml-6-47	abdecken	dwug_de						2.0	2.0				2.0	2
910	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1977_11_17_01_092.tcf.xml-6-8	abdecken	dwug_de	4.0			4.0		4.0					4.0	3
911	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1977_12_24_01_142.tcf.xml-27-41	abdecken	dwug_de	4.0			4.0		4.0					4.0	3
912	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1979_05_26_01_341.tcf.xml-15-24	abdecken	dwug_de			4.0	4.0	4.0						4.0	3
913	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1981_11_21_01_345.tcf.xml-78-47	abdecken	dwug_de			1.0	2.0			2.0				2.0	3
915	26120215_1966_08_24_01_105.tcf.xml-13-10	26120215_1987_11_19_01_144.tcf.xml-14-13	abdecken	dwug_de		4.0			4.0	4.0					4.0	3
920	26120215_1966_08_24_01_105.tcf.xml-13-10	ledebur_eisenhuettenkunde_1884-12929-25	abdecken	dwug_de				3.0		4.0					3.5	2
921	26120215_1966_08_24_01_105.tcf.xml-13-10	ledebur_eisenhuettenkunde_1884-14941-36	abdecken	dwug_de				4.0		4.0					4.0	2
922	26120215_1966_08_24_01_105.tcf.xml-13-10	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de			3.0	3.0							3.0	2
923	26120215_1966_08_24_01_105.tcf.xml-13-10	ledebur_eisenhuettenkunde_1884-5879-22	abdecken	dwug_de	4.0			4.0		4.0					4.0	3
924	26120215_1966_08_24_01_105.tcf.xml-13-10	ledebur_eisenhuettenkunde_1884-6299-15	abdecken	dwug_de		4.0		4.0	4.0						4.0	3
926	26120215_1966_08_24_01_105.tcf.xml-13-10	menzel_maurer_1847-4284-5	abdecken	dwug_de				4.0		4.0					4.0	2
930	26120215_1966_08_24_01_105.tcf.xml-13-10	strauss_jesus02_1836-788-64	abdecken	dwug_de					1.0	1.0					1.0	2
931	26120215_1966_08_24_01_105.tcf.xml-13-10	wanderley_bauconstructionslehre01_1877-1292-25	abdecken	dwug_de	4.0			4.0	4.0	4.0					4.0	4
932	26120215_1966_08_24_01_105.tcf.xml-13-10	wanderley_bauconstructionslehre01_1877-2488-7	abdecken	dwug_de	4.0				4.0						4.0	2
933	26120215_1966_08_24_01_105.tcf.xml-13-10	wanderley_bauconstructionslehre02_1878-1492-27	abdecken	dwug_de	4.0			3.0		4.0					4.0	3
934	26120215_1966_08_24_01_105.tcf.xml-13-10	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de					3.0	4.0	4.0				4.0	3
936	26120215_1967_01_05_01_196.tcf.xml-22-17	26120215_1977_11_17_01_092.tcf.xml-6-8	abdecken	dwug_de					4.0	4.0					4.0	2
937	26120215_1967_01_05_01_196.tcf.xml-22-17	26120215_1978_03_18_01_155.tcf.xml-9-13	abdecken	dwug_de	2.0				2.0						2.0	2
938	26120215_1967_01_05_01_196.tcf.xml-22-17	ledebur_eisenhuettenkunde_1884-1403-11	abdecken	dwug_de	4.0					4.0					4.0	2
939	26120215_1967_01_05_01_196.tcf.xml-22-17	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	4.0					4.0					4.0	2
955	26120215_1967_06_17_01_056.tcf.xml-9-32	26120215_1978_03_18_01_155.tcf.xml-9-13	abdecken	dwug_de	4.0			2.0	3.0						3.0	3
956	26120215_1967_06_17_01_056.tcf.xml-9-32	26120215_1990_05_03_01_342.tcf.xml-390-28	abdecken	dwug_de	4.0			3.0		3.0					3.0	3
958	26120215_1967_06_17_01_056.tcf.xml-9-32	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de				2.0	2.0						2.0	2
968	26120215_1967_08_12_01_019.tcf.xml-5-30	26120215_1984_06_19_01_036.tcf.xml-17-20	abdecken	dwug_de		4.0	4.0			4.0					4.0	3
970	26120215_1967_08_12_01_019.tcf.xml-5-30	polenz_buettnerbauer_1895-6066-22	abdecken	dwug_de				2.0		2.0					2.0	2
971	26120215_1967_08_12_01_019.tcf.xml-5-30	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	2.0			2.0							2.0	2
973	26120215_1968_09_12_01_045.tcf.xml-40-9	polenz_buettnerbauer_1895-6066-22	abdecken	dwug_de		2.0			2.0						2.0	2
988	26120215_1970_01_06_01_071.tcf.xml-12-12	wanderley_bauconstructionslehre02_1878-2114-50	abdecken	dwug_de	2.0			1.0	1.0	1.0					1.0	4
989	26120215_1970_03_13_01_318.tcf.xml-6-20	26120215_1987_11_19_01_144.tcf.xml-14-13	abdecken	dwug_de				2.0		2.0					2.0	2
1017	26120215_1971_11_22_01_086.tcf.xml-5-34	ledebur_eisenhuettenkunde_1884-1403-11	abdecken	dwug_de			1.0	2.0	2.0	2.0					2.0	4
1018	26120215_1971_11_22_01_086.tcf.xml-5-34	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de			1.0		2.0	2.0					2.0	3
1020	26120215_1972_04_12_01_301.tcf.xml-3-19	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	2.0			2.0	2.0						2.0	3
1021	26120215_1973_03_06_01_146.tcf.xml-54-10	26120215_1977_12_19_01_093.tcf.xml-19-14	abdecken	dwug_de					1.0	2.0					1.5	2
1026	26120215_1973_11_23_01_280.tcf.xml-63-27	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de	2.0	2.0	1.0	3.0	2.0						2.0	5
1035	26120215_1974_02_26_01_130.tcf.xml-6-47	polenz_buettnerbauer_1895-6066-22	abdecken	dwug_de			1.0	2.0	2.0	2.0					2.0	4
1038	26120215_1976_01_10_01_404.tcf.xml-4-28	26120215_1981_12_28_01_020.tcf.xml-5-27	abdecken	dwug_de				4.0		4.0					4.0	2
1039	26120215_1976_01_10_01_404.tcf.xml-4-28	26120215_1984_06_19_01_036.tcf.xml-17-20	abdecken	dwug_de	4.0				4.0						4.0	2
1040	26120215_1976_01_10_01_404.tcf.xml-4-28	beck_eisen02_1895-16179-3	abdecken	dwug_de	2.0					2.0					2.0	2
1041	26120215_1976_01_10_01_404.tcf.xml-4-28	dickens_weihnachtsabend_1844-903-11	abdecken	dwug_de				2.0	1.0						1.5	2
1042	26120215_1976_01_10_01_404.tcf.xml-4-28	ledebur_eisenhuettenkunde_1884-1403-11	abdecken	dwug_de	2.0			2.0	2.0	2.0					2.0	4
1045	26120215_1976_01_10_01_404.tcf.xml-4-28	ledebur_eisenhuettenkunde_1884-6836-46	abdecken	dwug_de				2.0	2.0	2.0					2.0	3
1047	26120215_1976_01_10_01_404.tcf.xml-4-28	vogt_briefe02_1851-6057-11	abdecken	dwug_de				1.0	2.0						1.5	2
1049	26120215_1976_01_10_01_404.tcf.xml-4-28	wanderley_bauconstructionslehre02_1878-2133-43	abdecken	dwug_de				2.0	2.0	2.0					2.0	3
1050	26120215_1976_01_10_01_404.tcf.xml-4-28	wanderley_bauconstructionslehre02_1878-4882-12	abdecken	dwug_de				2.0		2.0					2.0	2
1054	26120215_1977_02_12_01_275.tcf.xml-13-8	26120215_1977_07_21_01_018.tcf.xml-29-26	abdecken	dwug_de				2.0		2.0					2.0	2
1057	26120215_1977_02_12_01_275.tcf.xml-13-8	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	4.0			4.0							4.0	2
1065	26120215_1977_09_14_01_138.tcf.xml-7-11	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de	2.0			1.0		4.0					2.0	3
1068	26120215_1977_11_17_01_092.tcf.xml-6-8	26120215_1990_05_03_01_342.tcf.xml-390-28	abdecken	dwug_de	2.0				2.0						2.0	2
1069	26120215_1977_12_19_01_093.tcf.xml-19-14	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	4.0					4.0					4.0	2
1070	26120215_1977_12_24_01_142.tcf.xml-27-41	26120215_1978_03_18_01_155.tcf.xml-9-13	abdecken	dwug_de	2.0				2.0	2.0					2.0	3
1071	26120215_1977_12_24_01_142.tcf.xml-27-41	26120215_1990_01_23_01_239.tcf.xml-15-20	abdecken	dwug_de					2.0	2.0					2.0	2
1073	26120215_1977_12_24_01_142.tcf.xml-27-41	polenz_buettnerbauer_1895-6066-22	abdecken	dwug_de				4.0	4.0						4.0	2
1074	26120215_1978_03_18_01_155.tcf.xml-9-13	26120215_1978_08_10_01_344.tcf.xml-18-16	abdecken	dwug_de				2.0		2.0					2.0	2
1075	26120215_1978_03_18_01_155.tcf.xml-9-13	26120215_1981_08_01_01_316.tcf.xml-22-21	abdecken	dwug_de	2.0				2.0	3.0					2.0	3
1076	26120215_1978_03_18_01_155.tcf.xml-9-13	26120215_1981_08_26_01_044.tcf.xml-59-14	abdecken	dwug_de	2.0			2.0	2.0						2.0	3
1077	26120215_1978_03_18_01_155.tcf.xml-9-13	26120215_1981_12_28_01_020.tcf.xml-5-27	abdecken	dwug_de				4.0		4.0					4.0	2
1078	26120215_1978_03_18_01_155.tcf.xml-9-13	26120215_1984_06_19_01_036.tcf.xml-17-20	abdecken	dwug_de	4.0			4.0	4.0						4.0	3
1084	26120215_1978_03_18_01_155.tcf.xml-9-13	becker_arbeiter_1860-165-24	abdecken	dwug_de	2.0			1.0							1.5	2
1085	26120215_1978_03_18_01_155.tcf.xml-9-13	brehm_thierleben01_1864-2955-29	abdecken	dwug_de					1.0	1.0					1.0	2
1087	26120215_1978_03_18_01_155.tcf.xml-9-13	dronke_polizeigeschichten_1846-1549-12	abdecken	dwug_de					1.0	1.0					1.0	2
1091	26120215_1978_03_18_01_155.tcf.xml-9-13	ledebur_eisenhuettenkunde_1884-1065-38	abdecken	dwug_de				2.0	1.0	2.0					2.0	3
1093	26120215_1978_03_18_01_155.tcf.xml-9-13	ledebur_eisenhuettenkunde_1884-1403-11	abdecken	dwug_de	3.0	2.0		3.0	1.0	2.0					2.0	5
1097	26120215_1978_03_18_01_155.tcf.xml-9-13	ledebur_eisenhuettenkunde_1884-6302-29	abdecken	dwug_de				2.0	2.0						2.0	2
1100	26120215_1978_03_18_01_155.tcf.xml-9-13	menzel_maurer_1847-4283-17	abdecken	dwug_de	2.0			2.0							2.0	2
1101	26120215_1978_03_18_01_155.tcf.xml-9-13	menzel_maurer_1847-5350-32	abdecken	dwug_de	2.0					1.0					1.5	2
1102	26120215_1978_03_18_01_155.tcf.xml-9-13	nn_maehrisches71_1886-490-16	abdecken	dwug_de				1.0	1.0	1.0					1.0	3
1105	26120215_1978_03_18_01_155.tcf.xml-9-13	vogt_briefe02_1851-6057-11	abdecken	dwug_de					1.0	2.0					1.5	2
1106	26120215_1978_03_18_01_155.tcf.xml-9-13	wanderley_bauconstructionslehre01_1877-1292-25	abdecken	dwug_de	2.0					2.0					2.0	2
1108	26120215_1978_03_18_01_155.tcf.xml-9-13	wanderley_bauconstructionslehre01_1877-2488-7	abdecken	dwug_de				2.0	2.0	2.0					2.0	3
1114	26120215_1978_08_10_01_344.tcf.xml-18-16	26120215_1988_07_06_01_125.tcf.xml-3-19	abdecken	dwug_de				1.0	1.0	1.0					1.0	3
1117	26120215_1978_08_10_01_344.tcf.xml-18-16	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de		3.0			4.0	4.0					4.0	3
1130	26120215_1980_01_19_01_138.tcf.xml-31-8	polenz_buettnerbauer_1895-6066-22	abdecken	dwug_de	4.0					4.0					4.0	2
1132	26120215_1980_01_19_01_138.tcf.xml-31-8	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de						3.0				3.0	3.0	2
1135	26120215_1981_06_24_01_155.tcf.xml-55-9	polenz_buettnerbauer_1895-6066-22	abdecken	dwug_de				3.0	4.0	3.0					3.0	3
1136	26120215_1981_06_24_01_155.tcf.xml-55-9	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de				3.0		3.0				4.0	3.0	3
1148	26120215_1981_08_01_01_316.tcf.xml-22-21	beck_eisen02_1895-16179-3	abdecken	dwug_de	3.0				3.0	4.0					3.0	3
1149	26120215_1981_08_01_01_316.tcf.xml-22-21	ledebur_eisenhuettenkunde_1884-1403-11	abdecken	dwug_de	4.0				4.0						4.0	2
1152	26120215_1981_08_26_01_044.tcf.xml-59-14	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de	4.0			2.0		4.0	4.0				4.0	4
1156	26120215_1981_12_28_01_020.tcf.xml-5-27	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de	2.0			2.0	2.0						2.0	3
1162	26120215_1984_06_19_01_036.tcf.xml-17-20	wanderley_bauconstructionslehre01_1877-2488-7	abdecken	dwug_de					1.0	2.0					1.5	2
1186	26120215_1985_06_08_01_028.tcf.xml-6-31	26120215_1990_05_03_01_342.tcf.xml-390-28	abdecken	dwug_de	4.0					4.0					4.0	2
1187	26120215_1985_06_08_01_028.tcf.xml-6-31	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de	2.0			2.0							2.0	2
1189	26120215_1985_11_09_01_212.tcf.xml-19-13	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de				2.0	4.0	3.0					3.0	3
1196	26120215_1988_06_11_01_185.tcf.xml-20-8	26120215_1990_05_03_01_342.tcf.xml-390-28	abdecken	dwug_de				2.0	3.0	2.0					2.0	3
1197	26120215_1988_06_11_01_185.tcf.xml-20-8	brunn_griechen01_1853-2853-32	abdecken	dwug_de	2.0			1.0		1.0					1.0	3
1198	26120215_1988_06_11_01_185.tcf.xml-20-8	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de				3.0		4.0					3.5	2
1200	26120215_1988_07_06_01_125.tcf.xml-3-19	brunn_griechen01_1853-2853-32	abdecken	dwug_de				4.0	4.0						4.0	2
1210	26120215_1990_01_23_01_239.tcf.xml-15-20	ledebur_eisenhuettenkunde_1884-1403-11	abdecken	dwug_de		2.0		2.0							2.0	2
1211	26120215_1990_01_23_01_239.tcf.xml-15-20	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de		2.0	1.0	2.0	2.0	2.0					2.0	5
1212	26120215_1990_05_03_01_342.tcf.xml-390-28	dronke_polizeigeschichten_1846-1549-12	abdecken	dwug_de				1.0		1.0					1.0	2
1214	26120215_1990_05_03_01_342.tcf.xml-390-28	ledebur_eisenhuettenkunde_1884-1403-11	abdecken	dwug_de				3.0	2.0					2.0	2.0	3
1218	26120215_1990_05_03_01_342.tcf.xml-390-28	strauss_jesus02_1836-788-64	abdecken	dwug_de	2.0					1.0					1.5	2
1341	beck_eisen03_1897-10544-29	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de	4.0				4.0						4.0	2
1357	beck_eisen03_1897-5262-12	ledebur_eisenhuettenkunde_1884-1403-11	abdecken	dwug_de	4.0					4.0					4.0	2
1358	beck_eisen03_1897-5262-12	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de				3.0	4.0	4.0					4.0	3
1367	becker_arbeiter_1860-165-24	nn_maehrisches71_1886-490-16	abdecken	dwug_de				4.0						4.0	4.0	2
1378	boerne_paris03_1833-917-12	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	2.0			1.0	1.0						1.0	3
1383	brehm_thierleben01_1864-2955-29	ledebur_eisenhuettenkunde_1884-1403-11	abdecken	dwug_de			1.0		1.0	4.0	1.0				1.0	4
1384	brehm_thierleben01_1864-2955-29	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de				1.0	1.0						1.0	2
1391	brunn_griechen01_1853-2853-32	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de	2.0			1.0		1.0					1.0	3
1393	brunn_griechen01_1853-2853-32	menzel_maurer_1847-4283-17	abdecken	dwug_de				1.0	1.0						1.0	2
1395	brunn_griechen01_1853-2853-32	polenz_buettnerbauer_1895-6066-22	abdecken	dwug_de	2.0				1.0						1.5	2
1398	dickens_weihnachtsabend_1844-903-11	ledebur_eisenhuettenkunde_1884-5694-22	abdecken	dwug_de				1.0	1.0						1.0	2
2674	goethe_leben01_1811-2459-6	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	2.0			1.0		1.0					1.0	3
2699	immermann_muenchhausen04_1839-342-16	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de	2.0						1.0				1.5	2
2702	ledebur_eisenhuettenkunde_1884-12929-25	polenz_buettnerbauer_1895-6066-22	abdecken	dwug_de				4.0	4.0						4.0	2
2705	ledebur_eisenhuettenkunde_1884-1393-20	wanderley_bauconstructionslehre02_1878-4577-74	abdecken	dwug_de					4.0	4.0	4.0				4.0	3
2707	ledebur_eisenhuettenkunde_1884-1403-11	wanderley_bauconstructionslehre02_1878-4862-11	abdecken	dwug_de			4.0	4.0							4.0	2
2709	ledebur_eisenhuettenkunde_1884-5694-22	nn_nrhz105_1848-528-34	abdecken	dwug_de	2.0			1.0		1.0					1.0	3
