lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment	cosine_similarity
afternoon	fic_1858_9768.txt-412-5	fic_2008_36241.txt-90-1	About    four    o'clock    in    the    afternoon,    after    refreshment    at    the    hospitable    Mr.    Oldhame's,    they    started    to    go    home;    and    as    they    trode,    again,    the    same    road    through    the    woods,    toward    the    wide,    weary    Barrens,    the    way    seemed    wearier    than    before.	This    afternoon    we    were    given    presentations    and    speeches    in    a    windowless    conference    room    crowded    with    desks    and    plastic    chairs.	26:35	[26,    35]	5:14	[5,    14]	4.0	0.8986091017723083
afternoon	fic_1994_41339.txt-80-13	fic_1852_9832.txt-757-5	His    adolescent    son,    a    school    dropout,    gambles    on    my    steps    every    afternoon.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	64:73	[64,    73]	24:33	[25,    34]	4.0	0.9592092037200928
afternoon	fic_1993_25029.txt-2315-14	mag_1980_491790.txt-342-2	   "Let's    see,    that's...       "   "       "   "    That's    one    in    the    afternoon,    Betty.   "	In    the    afternoon,    I    drove    down    to    the    square.	43:52	[46,    55]	7:16	[7,    16]	4.0	0.9710914492607117
afternoon	fic_1859_1191.txt-2358-42	fic_1825_7041.txt-1647-2	He    was    very    anxious    to    see    his    mother;    but    Doctor    R    --,    desirous    of    making    as    great    a    change    in    the    child's    appearance    and    manner    as    possible,    kept    him    at    his    house    all    night,    and    until    the    afternoon    of    the    next    day.	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	190:199	[190,    199]	7:16	[7,    16]	4.0	0.9794622659683228
afternoon	fic_1835_7272.txt-2343-15	fic_1852_9832.txt-757-5	   "You    understood    the    intimation    in    the    Italian    stanza    I    gave    you    from    the    carriage    this    afternoon?       "   "   "	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	86:95	[87,    96]	24:33	[25,    34]	4.0	0.9775533080101013
afternoon	fic_1976_23909.txt-198-3	fic_1852_9832.txt-757-5	He    spent    whole    afternoons    in    his    study    making    notes    for    counter    or    improved    proposals    he    thought    he    would    send    to    Chipande    or    one    of    the    other    people    he    knew    in    high    positions:    every    time    he    glanced    up,    there    through    his    open    windows    was    Muchanga's    little    company    at    the    bottom    of    the    garden.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	15:25	[15,    24]	24:33	[25,    34]	4.0	0.9671037793159485
afternoon	mag_1850_565942.txt-396-5	fic_1858_9768.txt-412-5	   "rrhe    next    day    in    the    afternoon,       "   "    he    exercised,       "   "    as    Gov.   "	About    four    o'clock    in    the    afternoon,    after    refreshment    at    the    hospitable    Mr.    Oldhame's,    they    started    to    go    home;    and    as    they    trode,    again,    the    same    road    through    the    woods,    toward    the    wide,    weary    Barrens,    the    way    seemed    wearier    than    before.	21:30	[22,    31]	26:35	[26,    35]	4.0	0.9142478704452515
afternoon	fic_1838_7174.txt-193-12	fic_1988_10770.txt-925-3	I    doubt    the    brow    of    our    brave    dame    hath    been    cloudy    this    afternoon.	Rememberinghis    exhaustion    that    afternoon,    he    thought    he'd    drop    off    to    sleep    quickly.	57:66	[57,    66]	31:40	[31,    40]	3.0	0.9885756969451904
afternoon	fic_1852_593.txt-3856-10	fic_1851_3300.txt-1083-18	It    is    an    absurd    thing    for    a    man    in    his    afternoon,    -    -    a    man    of    the    world,    moreover,    with    these    three    white    hairs    in    his    brown    mustache    and    that    deepening    track    of    a    crow's-foot    on    each    temple,    an    absurd    thing    ever    to    have    happened,    and    quite    the    absurdest    for    an    old    bachelor,    like    me,    to    talk    about.	The    last    part    of    Louis    '    speech    was    nearly    inaudible,    and    no    more    was    said    until    the    afternoon.	39:48	[39,    48]	85:94	[85,    94]	4.0	0.7934868335723877
afternoon	news_1992_605805.txt-59-34	fic_1854_5388.txt-1142-35	   "A    Fairfax    doctor    and    his    wife,    who    were    robbed    of    their    Nissan    Maxima    at    Tysons    in    1989,    said    they    were    parking    their    car    in    Terrace    B    near    Bloomingdale's    in    the    early    afternoon    when    a    man    with    a    gun    demanded    their    car.       "   "   "	   "In    the    evening,    having    supped,    we    went    to    the    theatre,    where    I    revenged    myself    upon    the       "   "    heavy    man,       "   "    and    the       "   "    light    comedian,       "   "    who    had    in    the    afternoon    made    merry    at    my    expense    for    carrying    the    harp,    by    getting    up    a    hiss    for    the    former    gentleman,    who    knew    not    one    single    word    of    his    part,    and    by    hitting    the    latter    individual    upon    the    nose    with    an    apple,    for    which    latter    feat    (as    the    actor    was    a    great    favorite,)    I    was    hounded    out    of    the    theatre,    and    narrowly    escaped    being    carried    to    the    watch-house.   "	168:177	[169,    178]	146:155	[151,    160]	4.0	0.9474154710769653
afternoon	fic_2005_50067.txt-597-8	fic_1846_7036.txt-2381-16	She    liked    to    go    to    movies    in    the    afternoon    and    to    seances    in    the    evenings.	By    some    accident,    Big    Elk    became    separated    from    his    hunting    companions,    late    in    the    afternoon    of    a    winter's    day.	33:42	[33,    42]	84:93	[84,    93]	4.0	0.9721125364303589
afternoon	fic_1993_53896.txt-67-8	mag_1980_491790.txt-342-2	   "Well,    that    doesn't    last    all    afternoon.	In    the    afternoon,    I    drove    down    to    the    square.	30:39	[29,    38]	7:16	[7,    16]	4.0	0.9248397350311279
afternoon	fic_1969_10520.txt-3371-43	fic_1852_9832.txt-757-5	In    those    days    the    Flatbush    Theater    was    the    last    place    in    Brooklyn    where    they    still    had    vaudeville    shows    --    my    folks    would    go    with    Louie's    parents    sometimes    on    a    Saturday    night    --    and    we    used    to    have    a    good    time    on    Saturday    afternoons,    wise-cracking    and    throwing    popcorn    at    the    people    on    stage.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	223:233	[223,    232]	24:33	[25,    34]	3.0	0.9492455720901489
afternoon	mag_1997_428407.txt-43-45	fic_1971_14051.txt-667-2	   "Several    scholars,    chosen    to    spend    a    year    doing    research    at    the    Getty,    complained    a    few    years    ago    that    they    were    treated    too    well:    tastefully    furnished    apartments    with    maid    service,    catered    lunches    with    excellent    wine,    servings    of    tea    and    cookies    every    afternoon,    no    pressure    to    produce.       "   "   "	On    those    afternoons    by    the    sea,    we    knitted,    Sheila    and    I,    and    talked    about    poetry    and    children.	252:261	[253,    262]	9:19	[9,    18]	3.0	0.9047760367393494
afternoon	fic_1989_782038.txt-2490-5	fic_1846_7036.txt-2381-16	How    '    bout    tomorrow    afternoon    at    two?	By    some    accident,    Big    Elk    became    separated    from    his    hunting    companions,    late    in    the    afternoon    of    a    winter's    day.	22:31	[20,    29]	84:93	[84,    93]	4.0	0.9264569282531738
afternoon	nf_1985_774130.txt-1657-18	fic_1850_2310.txt-1321-9	   "Shand's    conjecture    that    tea    and    alcohol    tended    to    be    sex-divided    beverages    until    the    salon    lured    men    to    afternoon    tea    may    be    accurate    for    the    middle    classes    after    the    1660s,    but    it    fails    to    explain    what    happened    among    working    people.       "   "   "	She    remained    in    company    with    the    cows    all    the    afternoon.	104:113	[105,    114]	46:55	[46,    55]	3.0	0.9283043146133423
afternoon	fic_1850_7171.txt-326-12	fic_1854_5388.txt-1142-35	   "I    heard    the    crackling    of    it    in    their    stove,    this    afternoon,        said    Melicent,       "   "    and    saw    the    joyous    glow    of    it    in    the    faces    of    the    family.       "   "   "	   "In    the    evening,    having    supped,    we    went    to    the    theatre,    where    I    revenged    myself    upon    the       "   "    heavy    man,       "   "    and    the       "   "    light    comedian,       "   "    who    had    in    the    afternoon    made    merry    at    my    expense    for    carrying    the    harp,    by    getting    up    a    hiss    for    the    former    gentleman,    who    knew    not    one    single    word    of    his    part,    and    by    hitting    the    latter    individual    upon    the    nose    with    an    apple,    for    which    latter    feat    (as    the    actor    was    a    great    favorite,)    I    was    hounded    out    of    the    theatre,    and    narrowly    escaped    being    carried    to    the    watch-house.   "	51:60	[50,    59]	146:155	[151,    160]	4.0	0.955235481262207
afternoon	fic_1851_3300.txt-1085-9	fic_1992_40272.txt-627-18	Mr.    James    Wilkinson    was    with    the    boys    the    whole    afternoon,    as    well    as    his    father,    to    whose    utmost    endeavors    he    joined    his    own,    that    the    day    might    not    be    wholly    unprofitable.	Old    shopping    lists    and    ticket    stubs    and    wads    of    listed    newsprint    come    falling    around    Pafko    in    the    faded    afternoon.	48:57	[48,    57]	104:113	[104,    113]	3.0	0.9657191038131714
afternoon	fic_1970_782001.txt-2284-6	nf_2006_776561.txt-30-8	She    had    seen    it    coming    that    afternoon    when    he    had    lugged    the    two    small    green    cases    of    files    in    from    the    car.	Sitting    in    on    a    class    in    the    late    afternoon,    listening    to    him    draw    on    his    experiences    from    his    Stanley    days,    I    imagined    that    beyond    the    nineteen    young    peo-    ple    seated    in    the    room,    he    was    speaking    to    all    those    he    knew    back    home,    explaining    that    he    had    done    as    well    as    any    executive    could,    in    a    very    changed    world,    to    preserve    Stanley    as    it    was.	28:37	[28,    37]	34:43	[34,    43]	3.0	0.9499646425247192
afternoon	fic_1846_200.txt-3364-3	fic_2007_34112.txt-95-13	   "On    a    warm    afternoon    of    spring,    as    the    artist    sat    among    his    riotous    companions    with    a    glass    of    wine    before    him,    a    splendid    butterfly    flew    in    at    the    open    window    and    fluttered    about    his    head.       "   "   "	Two    minutes    earlier,    she'd    pulled    into    the    garage    on    a    sunny    afternoon,    another    school    year    over,    U2    playing    on    the    radio.	10:19	[11,    20]	61:70	[61,    70]	4.0	0.9755078554153442
afternoon	fic_2006_31500.txt-95-14	fic_1854_5388.txt-1142-35	Out    of    all    the    things    she    could've    been    doing    on    such    a    pleasant    afternoon,    she    was    in    a    plush    hotel    bathroom,    running    game,    as    usual.	   "In    the    evening,    having    supped,    we    went    to    the    theatre,    where    I    revenged    myself    upon    the       "   "    heavy    man,       "   "    and    the       "   "    light    comedian,       "   "    who    had    in    the    afternoon    made    merry    at    my    expense    for    carrying    the    harp,    by    getting    up    a    hiss    for    the    former    gentleman,    who    knew    not    one    single    word    of    his    part,    and    by    hitting    the    latter    individual    upon    the    nose    with    an    apple,    for    which    latter    feat    (as    the    actor    was    a    great    favorite,)    I    was    hounded    out    of    the    theatre,    and    narrowly    escaped    being    carried    to    the    watch-house.   "	65:74	[65,    74]	146:155	[151,    160]	3.0	0.9364845752716064
afternoon	fic_1831_7210.txt-510-4	fic_1846_7036.txt-2381-16	He    had    passed    the    afternoon    in    his    favourite    recreation,    that    of    fowling    in    the    woods,    and    was    returning    home    with    about    twenty    wild    pigeons,    as    the    trophies    of    his    success,    when,    late    in    the    evening,    in    the    vicinity    of    his    mother's    residence,    he    overheard    some    voices    in    a    thick    wood    through    which    he    was    passing.	By    some    accident,    Big    Elk    became    separated    from    his    hunting    companions,    late    in    the    afternoon    of    a    winter's    day.	18:27	[18,    27]	84:93	[84,    93]	2.0	0.9536935687065125
afternoon	fic_2009_36384.txt-41-7	fic_1850_2310.txt-1321-9	Spade    was    at    a    table    set    for    afternoon    tea    when    the    fortyish    matron    entered    from    Spokane's    Sprague    Avenue	She    remained    in    company    with    the    cows    all    the    afternoon.	29:38	[29,    38]	46:55	[46,    55]	3.0	0.9821351766586304
afternoon	fic_1971_782009.txt-2373-20	fic_2007_34112.txt-95-13	   "I    have    already    told    Mr.    Robichaux,    Mr.    Waymark    and    Mrs.    Withers    that    you    will    return    their    calls    later    this    afternoon.       "   "   "	Two    minutes    earlier,    she'd    pulled    into    the    garage    on    a    sunny    afternoon,    another    school    year    over,    U2    playing    on    the    radio.	108:117	[109,    118]	61:70	[61,    70]	4.0	0.9284617900848389
afternoon	nf_2008_774723.txt-0-8	fic_1987_780057.txt-318-5	@@774723    1    Two    Years    Earlier    //    One    weekday    afternoon    in    May    2004,    General    George    Casey    bounded    up    the    stairs    to    the    third    floor    of    his    government-furnished    quarters,    a    beautiful    old    brick    mansion    on    the    Potomac    River    at    Fort    McNair    in    Washington,    D.C.    His    wife,    Sheila,    was    packing    for    a    move    across    the    river    to    Fort    Myer,    in    Virginia,    the    designated    quarters    of    the    Army's    vice    chief    of    staff.	I'd    landed    in    early    afternoon,    local    time.	44:53	[44,    53]	20:29	[20,    29]	4.0	0.9501073360443115
afternoon	fic_1977_780095.txt-3981-5	fic_1825_7041.txt-1647-2	It    was    openly    a    fall    afternoon,    the    sun    soft    and    warm    in    the    hills,    the    trees    whispering,    trading    shadows    right    up    the    side    of    |    the    mountains,    into    the    high    pines    and    the    dark    ravines    and    canyons,    and    then    back    down    again    under    the    aspens.	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	21:30	[21,    30]	7:16	[7,    16]	4.0	0.975419282913208
afternoon	fic_1855_2965.txt-316-18	fic_1971_14051.txt-667-2	It    is    only    wasting    time    to    half    learn    a    thing,    as    you    did    your    geography    lesson    this    afternoon.	On    those    afternoons    by    the    sea,    we    knitted,    Sheila    and    I,    and    talked    about    poetry    and    children.	85:94	[85,    94]	9:19	[9,    18]	3.0	0.9755716919898987
afternoon	fic_1848_7193.txt-9645-37	fic_1852_9832.txt-757-5	A    wide    and    grassy    lawn,    seperated    from    the    road    by    a    stone    wall,    and    dotted    with    elms    and    oaks,    with    a    gray    old    mansion    in    the    background,    slept    in    the    beams    of    the    afternoon    sun.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	165:174	[165,    174]	24:33	[25,    34]	3.0	0.9269241094589233
afternoon	fic_1853_4303.txt-2902-31	fic_1852_9832.txt-757-5	At    noon    where    they    halted    the    face    of    the    country    was    much    as    it    was    when    they    set    out    in    the    morning;    but,    after    a    rapid    ride    in    the    afternoon,    the    vegetation    entirely    disappeared    except    the    rank    grass,    leaving    a    broad    prairie    before    them.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	134:143	[134,    143]	24:33	[25,    34]	3.0	0.892368495464325
afternoon	fic_1852_9832.txt-3009-7	fic_1988_10770.txt-925-3	we    may    send    for    these    things    this    afternoon,    but    perhaps    not    till    to-morrow.	Rememberinghis    exhaustion    that    afternoon,    he    thought    he'd    drop    off    to    sleep    quickly.	34:43	[34,    43]	31:40	[31,    40]	4.0	0.9641596078872681
afternoon	fic_1971_782005.txt-463-14	fic_1846_7036.txt-2381-16	   "I    'm    in    the    flat    on    your    left    and    generally    free    in    the    late    afternoon    after    the    day's    work,    the    later    the    better.       "   "   "	By    some    accident,    Big    Elk    became    separated    from    his    hunting    companions,    late    in    the    afternoon    of    a    winter's    day.	61:70	[62,    71]	84:93	[84,    93]	4.0	0.9746952056884766
afternoon	fic_1982_16205.txt-2111-8	fic_1846_7036.txt-2381-16	It    is    obvious    that    she    has    spent    the    afternoon    at    the    beauty    parlor.	By    some    accident,    Big    Elk    became    separated    from    his    hunting    companions,    late    in    the    afternoon    of    a    winter's    day.	37:46	[37,    46]	84:93	[84,    93]	3.0	0.9188183546066284
afternoon	fic_1835_7271.txt-1595-2	nf_2006_776561.txt-30-8	   "In    the    afternoon    Kisel    asked    leave    to    avail    himself    of    a    permit    which    Eliot    had    obtained    for    him,    to    go    on    the    opposite    side    of    the    river    to    a    little    brook,    whence    he    had    often    brought    a    mess    of    trout    for    the    officers    '    table;    for    our    friend    Kisel    was    skilled    in    the    craft    of    angling,    and    might    have    served    Cruikshank    for    an    illustration    of    Johnson's    definition    of    the    word,       "   "    a    fishing-rod,    with    a    bait    at    one    end    and    a    fool    at    the    other;       "   "    but    happily,    as    it    proved,    our    fool    had    some       "   "    subtlety    in    his    simplicity.       "   "   "	Sitting    in    on    a    class    in    the    late    afternoon,    listening    to    him    draw    on    his    experiences    from    his    Stanley    days,    I    imagined    that    beyond    the    nineteen    young    peo-    ple    seated    in    the    room,    he    was    speaking    to    all    those    he    knew    back    home,    explaining    that    he    had    done    as    well    as    any    executive    could,    in    a    very    changed    world,    to    preserve    Stanley    as    it    was.	7:16	[8,    17]	34:43	[34,    43]	4.0	0.981344997882843
afternoon	fic_1852_69.txt-6782-7	fic_1997_54614.txt-159-18	   "It    was    towards    the    middle    of    the    afternoon,    as    she    was    so    reclining,    --    her    Bible    half    open,    her    little    transparent    fingers    lying    listlessly    between    the    leaves,    --    suddenly    she    heard    her    mother's    voice,    in    sharp    tones,    in    the    verandah.       "   "   "	lust    jumped    out    of    it,    out    of    my    seat,    out    of    my    job    (for    the    afternoon).	33:42	[34,    43]	62:71	[62,    71]	4.0	0.8656944632530212
afternoon	fic_1854_9826.txt-2830-56	mag_1855_556005.txt-194-2	There    was    both    authority    and    persuasion    in    it,    --    an    influence    such    as    only    men    of    strong    magnetic    powers    know    how    to    use    successfully;    and,    before    they    parted,    the    young    man,    contrary    to    his    inclinations    and    his    pride,    had    promised    to    meet    his    uncle    at    the    Tremont    House    in    the    afternoon.	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	279:288	[279,    288]	12:21	[12,    21]	4.0	0.9325683116912842
afternoon	fic_1822_7275.txt-530-41	fic_1971_14051.txt-667-2	   "Elvira    had    just    got    possession,    by    stealth,    of    a    new    novel;    that    species    of    reading    being    absolutely    prohibited    in    Mrs.    Wilson's    house,    she    had    crept    up    to    the    garret,    and    was    promising    herself    a    long    afternoon    of    stolen    pleasure.       "   "   "	On    those    afternoons    by    the    sea,    we    knitted,    Sheila    and    I,    and    talked    about    poetry    and    children.	201:210	[202,    211]	9:19	[9,    18]	3.0	0.8595547676086426
afternoon	fic_1853_7732.txt-4-29	fic_1825_7041.txt-1647-2	and    the    hollow    moan    Of    the    fitful    breeze    had    a    plaintive    tone;    And    it    seemed,    though    in    the    heart    of    June,    Like    the    year's    autumnal    afternoon.	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	132:141	[132,    141]	7:16	[7,    16]	4.0	0.9534533023834229
afternoon	fic_1999_44564.txt-215-2	fic_1997_54614.txt-159-18	By    early    afternoon    he    was    on    his    way,    the    carpet    rolled    up    and    tied    behind    him.	lust    jumped    out    of    it,    out    of    my    seat,    out    of    my    job    (for    the    afternoon).	9:18	[9,    18]	62:71	[62,    71]	3.0	0.9071237444877625
afternoon	fic_1855_9098.txt-10134-2	fic_1846_7036.txt-2381-16	   "In    the    afternoon,    as    Walter    was    sitting    in    his    room    pondering    over    the    events    of    the    morning,    he    was    startled    by    the    abrupt    entrance    of    Mr.    Bell,    who    held    in    his    hand    a    large    envelope,    bearing    the    broad    seal    of    the    government.       "   "   "	By    some    accident,    Big    Elk    became    separated    from    his    hunting    companions,    late    in    the    afternoon    of    a    winter's    day.	7:16	[8,    17]	84:93	[84,    93]	4.0	0.9332983493804932
afternoon	fic_1844_7148.txt-178-16	mag_1855_556005.txt-194-2	Thus    did    the    time    pass    onward;    '    till,    on    on    a    close    and    sultry    afternoon,    in    the    latter    part    of    autumn,    when    the    thunderclouds    were    mustering    thick    over    the    azure    vault,    and    now    and    then    a    pale    flash    on    the    far    horizon    succeeded    by    a    distant    rumble,    told    of    the    coming    hurricane,    that    three    or    four    horsemen,    whose    dress    and    accoutrements    proclaimed    them    at    once    to    be    Spaniards    from    the    fortress,    were    seen    to    issue    from    the    forest,    and    ride    rapidly    across    the    little    plain    toward    Guarica's    dwelling.	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	64:73	[64,    73]	12:21	[12,    21]	4.0	0.9364508390426636
afternoon	fic_2001_29742.txt-130-10	fic_1852_9832.txt-757-5	Peter    had    watched    Huey    whittling    for    much    of    the    previous    afternoon,    but    he    hadn't    been    able    to    tell    what    Huey    was    working    on.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	58:67	[58,    67]	24:33	[25,    34]	4.0	0.9778448939323425
afternoon	fic_1834_7252.txt-206-4	nf_1849_762578.txt-1803-0	About    two    of    the    afternoon    they    reached    the    river,    almost    exhausted.	afternoon    that    the    Indian    bought    me,    he    started    with    me    to    his    residence,    which    was    fifty    or    sixty    miles    distant.	17:26	[17,    26]	0:9	[0,    9]	4.0	0.9631822109222412
afternoon	fic_1999_29239.txt-65-11	fic_1854_5388.txt-1142-35	A    week    after    the    shooting,    I    opened    the    door    one    afternoon    and    saw    her    lugging    three    suitcases,    two    cosmetic    cases,    and    a    carton    of    self-help    books    up    the    porch    steps.	   "In    the    evening,    having    supped,    we    went    to    the    theatre,    where    I    revenged    myself    upon    the       "   "    heavy    man,       "   "    and    the       "   "    light    comedian,       "   "    who    had    in    the    afternoon    made    merry    at    my    expense    for    carrying    the    harp,    by    getting    up    a    hiss    for    the    former    gentleman,    who    knew    not    one    single    word    of    his    part,    and    by    hitting    the    latter    individual    upon    the    nose    with    an    apple,    for    which    latter    feat    (as    the    actor    was    a    great    favorite,)    I    was    hounded    out    of    the    theatre,    and    narrowly    escaped    being    carried    to    the    watch-house.   "	49:58	[49,    58]	146:155	[151,    160]	3.0	0.9548585414886475
afternoon	fic_1860_9817.txt-1654-35	fic_1992_40272.txt-627-18	Having    returned    their    salutations    with    graceful    dignity,    he    followed    them    into    the    camp,    when    they    all    sat    down    to    a    plentiful    repast,    consisting    of    fresh    fish    and    venison,    which    had    that    afternoon    been    taken    from    pond    and    surrounding    forest    by    the    devoted    band,    and    prepared    and    kept    in    readiness,    untasted,    for    the    expected    reception    of    their    royal    leader.	Old    shopping    lists    and    ticket    stubs    and    wads    of    listed    newsprint    come    falling    around    Pafko    in    the    faded    afternoon.	188:197	[188,    197]	104:113	[104,    113]	3.0	0.9132131338119507
afternoon	fic_1966_781993.txt-4419-9	nf_1834_755185.txt-2925-9	At    a    few    minutes    after    one    o'clock    on    Tuesday    afternoon    Carlo    Tufa    was    able    to    stand    on    the    floor    of    the    valley,    one    hundred    feet    from    the    entrance    to    the    ancient    wine    cellar,    and    look    back    up    the    mountain,    over    the    terraces,    all    the    way    to    the    city    wall    and    to    the    Thin    Gate,    and    even    a    few    yards    inside    it,    and    see    one    continuous    line    of    people.	Beach    not    to    proceed    up    the    river    until    the    afternoon    of    the    next    day,    as    the    sight    of    troops    by    the    miners    might    make    them    hard    to    manage;    otherwise,    I    assured    the    Major,    he    would    have    no    trouble.	46:55	[46,    55]	44:53	[44,    53]	4.0	0.9488337635993958
afternoon	fic_1983_782026.txt-2184-5	fic_1987_780057.txt-318-5	   "Ronni's    away    for    the    afternoon,       "   "    he    said.       "   "   "	I'd    landed    in    early    afternoon,    local    time.	21:30	[22,    31]	20:29	[20,    29]	3.0	0.9616968631744385
afternoon	fic_1849_7192.txt-7848-8	nf_1849_762578.txt-1803-0	Terrible    are    they    with    brick-bats    on    a    Sunday    afternoon:    formidable    are    they,	afternoon    that    the    Indian    bought    me,    he    started    with    me    to    his    residence,    which    was    fifty    or    sixty    miles    distant.	46:55	[46,    55]	0:9	[0,    9]	4.0	0.9615848064422607
afternoon	fic_1993_1040090.txt-2612-8	fic_1851_3300.txt-1083-18	She    tried    to    take    a    nap    in    the    afternoon,    but    when    she    didn't    fall    asleep    she    kept    getting    up    to    look    through    the    kitchen    window    at    Yiftach's    house.	The    last    part    of    Louis    '    speech    was    nearly    inaudible,    and    no    more    was    said    until    the    afternoon.	31:40	[31,    40]	85:94	[85,    94]	4.0	0.9825579524040222
afternoon	fic_1855_2965.txt-1490-13	mag_1855_556005.txt-194-2	Substituting    it    for    the    gold    ring,    he    wore    it    to    school    that    afternoon;    and    a    little    negotiation,    after    school    was    dismissed,    settled    the    business    --    the    coveted    dog-collar    was    his!	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	61:70	[61,    70]	12:21	[12,    21]	4.0	0.955150842666626
afternoon	fic_1839_7011.txt-1239-11	fic_1987_780057.txt-318-5	It    was    the    seventh    day    of    my    flight,    in    the    afternoon,    and    I    had    thrown    myself    upon    the    ground,    as    I    almost    hoped,    to    die;    when    I    heard    at    a    distance    a    sudden    firing    of    guns,    at    first    a    volley,    and    then    an    irregular    succession    of    discharges,    which    convinced    me    there    was    a    battle    waging    nigh    at    hand.	I'd    landed    in    early    afternoon,    local    time.	44:53	[44,    53]	20:29	[20,    29]	4.0	0.9604079723358154
afternoon	fic_1849_7167.txt-1658-7	fic_1988_10770.txt-925-3	It    was    then    pretty    late    in    the    afternoon    of    a    short    day,    and    I    felt    a    little    uneasy    about    the    chances    of    missing    my    way,    should    the    night    overtake    me.	Rememberinghis    exhaustion    that    afternoon,    he    thought    he'd    drop    off    to    sleep    quickly.	31:40	[31,    40]	31:40	[31,    40]	4.0	0.8915923237800598
afternoon	nf_1852_752548.txt-186-20	fic_2008_36241.txt-90-1	The    officer    who    commands    the    station    sent    a    note    to    me    by    an    orderly,    inviting    us    to    spend    the    afternoon    with    him.	This    afternoon    we    were    given    presentations    and    speeches    in    a    windowless    conference    room    crowded    with    desks    and    plastic    chairs.	95:104	[95,    104]	5:14	[5,    14]	4.0	0.9835866689682007
afternoon	fic_1849_7218.txt-2032-3	fic_1997_54614.txt-159-18	o'clock    in    the    afternoon,    unless    something    particular    was    in    hand.	lust    jumped    out    of    it,    out    of    my    seat,    out    of    my    job    (for    the    afternoon).	15:24	[15,    24]	62:71	[62,    71]	4.0	0.8411381244659424
afternoon	news_2005_666450.txt-44-2	fic_2008_36241.txt-90-1	In    the    afternoon,    about    4,000    protesters    massed    in    the    central    square    and    set    up    a    podium    under    a    monument    to    Babur,    an    Uzbek    prince,    where    speakers    complained    of    unemployment    and    living    in    poverty.	This    afternoon    we    were    given    presentations    and    speeches    in    a    windowless    conference    room    crowded    with    desks    and    plastic    chairs.	7:16	[7,    16]	5:14	[5,    14]	3.0	0.9748514294624329
afternoon	fic_1843_7116.txt-1728-21	fic_1987_780057.txt-318-5	Their    marriage    was    settled    to    take    place    in    six    weeks    at    Boston;    and    Captain    Ellis    had    left    New    York    the    afternoon    of    the    cutting    out    of    the    schooner    to    proceed    to    Boston    to    have    her    refitted    for    a    voyage    to    England,    whither    he    intended    to    take    his    bride    as    soon    as    they    were    wedded.	I'd    landed    in    early    afternoon,    local    time.	105:114	[105,    114]	20:29	[20,    29]	4.0	0.916748046875
